RegioS,NettoArbeidsparticipatie_16,Perioden
GM1742,85.1,2023JJ00
GM0603,66.4,2013JJ00
GM0603,64.0,2014JJ00
GM0603,64.0,2015JJ00
GM0603,63.7,2016JJ00
GM0603,64.9,2017JJ00
GM0603,66.0,2018JJ00
GM0603,67.1,2019JJ00
GM0603,65.8,2020JJ00
GM0603,65.7,2021JJ00
GM0603,70.0,2022JJ00
GM0603,71.2,2023JJ00
GM1669,68.7,2013JJ00
GM1669,71.3,2014JJ00
GM1669,70.8,2015JJ00
GM1669,71.9,2016JJ00
GM1669,71.7,2017JJ00
GM1669,75.8,2018JJ00
GM1669,78.4,2019JJ00
GM1669,73.7,2020JJ00
GM1669,77.6,2021JJ00
GM1669,80.4,2022JJ00
GM1669,80.8,2023JJ00
GM0957,68.4,2013JJ00
GM0957,66.1,2014JJ00
GM0957,68.0,2015JJ00
GM0957,66.5,2016JJ00
GM0957,69.1,2017JJ00
GM0957,73.7,2018JJ00
GM0957,74.8,2019JJ00
GM0957,70.4,2020JJ00
GM0957,71.3,2021JJ00
GM0957,76.2,2022JJ00
GM0957,75.3,2023JJ00
GM0736,70.4,2013JJ00
GM0736,69.3,2014JJ00
GM0736,68.2,2015JJ00
GM0736,72.2,2016JJ00
GM0736,73.2,2017JJ00
GM0736,74.5,2018JJ00
GM0736,75.0,2019JJ00
GM0736,71.8,2020JJ00
GM0736,75.1,2021JJ00
GM0736,78.2,2022JJ00
GM0736,80.3,2023JJ00
GM1674,67.7,2013JJ00
GM1674,67.9,2014JJ00
GM1674,68.2,2015JJ00
GM1674,69.0,2016JJ00
GM1674,70.3,2017JJ00
GM1674,74.4,2018JJ00
GM1674,74.9,2019JJ00
GM1674,69.7,2020JJ00
GM1674,75.1,2021JJ00
GM1674,77.8,2022JJ00
GM1674,78.7,2023JJ00
GM0599,58.3,2013JJ00
GM0599,55.6,2014JJ00
GM0599,57.5,2015JJ00
GM0599,56.1,2016JJ00
GM0599,61.2,2017JJ00
GM0599,62.7,2018JJ00
GM0599,65.0,2019JJ00
GM0599,61.5,2020JJ00
GM0599,63.5,2021JJ00
GM0599,69.1,2022JJ00
GM0599,67.6,2023JJ00
GM0277,60.1,2013JJ00
GM0277,59.2,2014JJ00
GM0277,58.6,2015JJ00
GM0277,64.1,2016JJ00
GM0277,63.4,2017JJ00
GM0277,65.8,2018JJ00
GM0277,66.1,2019JJ00
GM0277,63.5,2020JJ00
GM0277,69.2,2021JJ00
GM0277,75.1,2022JJ00
GM0277,76.5,2023JJ00
GM0840,73.0,2013JJ00
GM0840,73.1,2014JJ00
GM0840,75.7,2015JJ00
GM0840,72.8,2016JJ00
GM0840,74.8,2017JJ00
GM0840,77.4,2018JJ00
GM0840,78.0,2019JJ00
GM0840,75.5,2020JJ00
GM0840,79.9,2021JJ00
GM0840,81.9,2022JJ00
GM0840,80.7,2023JJ00
GM0441,75.0,2013JJ00
GM0441,75.0,2014JJ00
GM0441,75.7,2015JJ00
GM0441,77.4,2016JJ00
GM0441,78.4,2017JJ00
GM0441,82.2,2018JJ00
GM0441,81.1,2019JJ00
GM0441,76.4,2020JJ00
GM0441,79.9,2021JJ00
GM0441,82.0,2022JJ00
GM0441,83.3,2023JJ00
GM0279,74.9,2013JJ00
GM0279,74.3,2014JJ00
GM0279,75.8,2015JJ00
GM0279,75.6,2016JJ00
GM0279,77.0,2017JJ00
GM0279,78.0,2018JJ00
GM0279,80.0,2019JJ00
GM0279,77.4,2020JJ00
GM0279,81.1,2021JJ00
GM0279,84.0,2022JJ00
GM0279,85.1,2023JJ00
GM0606,63.7,2013JJ00
GM0606,60.9,2014JJ00
GM0606,62.1,2015JJ00
GM0606,62.8,2016JJ00
GM0606,64.8,2017JJ00
GM0606,67.1,2018JJ00
GM0606,69.9,2019JJ00
GM0606,69.0,2020JJ00
GM0606,67.8,2021JJ00
GM0606,70.9,2022JJ00
GM0606,71.9,2023JJ00
GM0088,77.5,2013JJ00
GM0088,75.6,2014JJ00
GM0088,78.2,2015JJ00
GM0088,77.4,2016JJ00
GM0088,81.3,2017JJ00
GM0088,82.8,2018JJ00
GM0088,80.2,2019JJ00
GM0088,76.1,2020JJ00
GM0088,80.0,2021JJ00
GM0088,83.3,2022JJ00
GM0088,81.7,2023JJ00
GM1676,75.9,2013JJ00
GM1676,76.6,2014JJ00
GM1676,80.2,2015JJ00
GM1676,81.4,2016JJ00
GM1676,78.4,2017JJ00
GM1676,81.2,2018JJ00
GM1676,81.3,2019JJ00
GM1676,80.2,2020JJ00
GM1676,79.0,2021JJ00
GM1676,83.6,2022JJ00
GM1676,83.2,2023JJ00
GM0965,69.2,2013JJ00
GM0965,69.4,2014JJ00
GM0965,70.9,2015JJ00
GM0965,71.4,2016JJ00
GM0965,72.2,2017JJ00
GM0965,74.7,2018JJ00
GM0965,75.7,2019JJ00
GM0965,69.8,2020JJ00
GM0965,75.8,2021JJ00
GM0965,79.6,2022JJ00
GM0965,79.2,2023JJ00
GM0845,71.9,2013JJ00
GM0845,70.8,2014JJ00
GM0845,74.3,2015JJ00
GM0845,73.3,2016JJ00
GM0845,74.0,2017JJ00
GM0845,75.3,2018JJ00
GM0845,77.2,2019JJ00
GM0845,77.1,2020JJ00
GM0845,77.2,2021JJ00
GM0845,80.1,2022JJ00
GM0845,82.1,2023JJ00
GM1883,61.8,2013JJ00
GM1883,60.8,2014JJ00
GM1883,64.8,2015JJ00
GM1883,65.8,2016JJ00
GM1883,66.4,2017JJ00
GM1883,70.0,2018JJ00
GM1883,71.3,2019JJ00
GM1883,68.4,2020JJ00
GM1883,70.9,2021JJ00
GM1883,74.4,2022JJ00
GM1883,74.1,2023JJ00
GM0610,72.5,2013JJ00
GM0610,70.6,2014JJ00
GM0610,72.1,2015JJ00
GM0610,73.8,2016JJ00
GM0610,72.7,2017JJ00
GM0610,73.1,2018JJ00
GM0610,76.5,2019JJ00
GM0610,72.3,2020JJ00
GM0610,77.3,2021JJ00
GM0610,79.6,2022JJ00
GM0610,81.5,2023JJ00
GM1714,72.4,2013JJ00
GM1714,74.0,2014JJ00
GM1714,77.7,2015JJ00
GM1714,75.8,2016JJ00
GM1714,76.6,2017JJ00
GM1714,78.6,2018JJ00
GM1714,78.5,2019JJ00
GM1714,76.3,2020JJ00
GM1714,77.3,2021JJ00
GM1714,79.3,2022JJ00
GM1714,79.0,2023JJ00
GM0090,63.5,2013JJ00
GM0090,65.1,2014JJ00
GM0090,65.2,2015JJ00
GM0090,63.9,2016JJ00
GM0090,65.8,2017JJ00
GM0090,69.9,2018JJ00
GM0090,72.4,2019JJ00
GM0090,67.8,2020JJ00
GM0090,71.4,2021JJ00
GM0090,77.2,2022JJ00
GM0090,77.9,2023JJ00
GM0342,69.1,2013JJ00
GM0342,67.8,2014JJ00
GM0342,67.8,2015JJ00
GM0342,67.6,2016JJ00
GM0342,66.9,2017JJ00
GM0342,70.8,2018JJ00
GM0342,73.4,2019JJ00
GM0342,70.3,2020JJ00
GM0342,71.6,2021JJ00
GM0342,76.0,2022JJ00
GM0342,78.8,2023JJ00
GM0847,76.7,2013JJ00
GM0847,76.3,2014JJ00
GM0847,76.4,2015JJ00
GM0847,77.0,2016JJ00
GM0847,78.2,2017JJ00
GM0847,78.4,2018JJ00
GM0847,80.0,2019JJ00
GM0847,78.6,2020JJ00
GM0847,79.8,2021JJ00
GM0847,82.7,2022JJ00
GM0847,84.0,2023JJ00
GM0848,68.9,2013JJ00
GM0848,69.7,2014JJ00
GM0848,71.9,2015JJ00
GM0848,72.7,2016JJ00
GM0848,74.1,2017JJ00
GM0848,75.0,2018JJ00
GM0848,76.5,2019JJ00
GM0848,71.1,2020JJ00
GM0848,75.6,2021JJ00
GM0848,78.6,2022JJ00
GM0848,80.7,2023JJ00
GM0037,66.0,2013JJ00
GM0037,65.1,2014JJ00
GM0037,65.4,2015JJ00
GM0037,66.7,2016JJ00
GM0037,68.8,2017JJ00
GM0037,72.5,2018JJ00
GM0037,73.5,2019JJ00
GM0037,70.1,2020JJ00
GM0037,74.2,2021JJ00
GM0037,79.5,2022JJ00
GM0037,79.4,2023JJ00
GM0180,74.7,2013JJ00
GM0180,75.0,2014JJ00
GM0180,78.0,2015JJ00
GM0180,76.5,2016JJ00
GM0180,78.1,2017JJ00
GM0180,79.8,2018JJ00
GM0180,81.3,2019JJ00
GM0180,79.3,2020JJ00
GM0180,81.8,2021JJ00
GM0180,84.3,2022JJ00
GM0180,85.8,2023JJ00
GM0532,74.4,2013JJ00
GM0532,73.5,2014JJ00
GM0532,74.7,2015JJ00
GM0532,76.1,2016JJ00
GM0532,76.8,2017JJ00
GM0532,78.4,2018JJ00
GM0532,79.7,2019JJ00
GM0532,75.0,2020JJ00
GM0532,78.6,2021JJ00
GM0532,81.1,2022JJ00
GM0532,82.4,2023JJ00
GM0851,72.9,2013JJ00
GM0851,71.4,2014JJ00
GM0851,72.7,2015JJ00
GM0851,72.2,2016JJ00
GM0851,75.1,2017JJ00
GM0851,76.8,2018JJ00
GM0851,78.2,2019JJ00
GM0851,77.2,2020JJ00
GM0851,77.1,2021JJ00
GM0851,80.0,2022JJ00
GM0851,81.5,2023JJ00
GM1708,71.8,2013JJ00
GM1708,68.7,2014JJ00
GM1708,71.7,2015JJ00
GM1708,69.5,2016JJ00
GM1708,71.7,2017JJ00
GM1708,75.2,2018JJ00
GM1708,76.2,2019JJ00
GM1708,75.8,2020JJ00
GM1708,76.4,2021JJ00
GM1708,80.1,2022JJ00
GM1708,82.0,2023JJ00
GM0971,66.4,2013JJ00
GM0971,66.7,2014JJ00
GM0971,69.6,2015JJ00
GM0971,70.4,2016JJ00
GM0971,71.2,2017JJ00
GM0971,73.8,2018JJ00
GM0971,75.4,2019JJ00
GM0971,71.1,2020JJ00
GM0971,74.5,2021JJ00
GM0971,77.0,2022JJ00
GM0971,77.7,2023JJ00
GM1904,70.2,2013JJ00
GM1904,68.3,2014JJ00
GM1904,67.6,2015JJ00
GM1904,70.6,2016JJ00
GM1904,71.2,2017JJ00
GM1904,74.1,2018JJ00
GM1904,75.7,2019JJ00
GM1904,70.8,2020JJ00
GM1904,72.1,2021JJ00
GM1904,76.2,2022JJ00
GM1904,77.7,2023JJ00
GM1900,66.6,2013JJ00
GM1900,64.9,2014JJ00
GM1900,63.0,2015JJ00
GM1900,67.6,2016JJ00
GM1900,71.5,2017JJ00
GM1900,72.9,2018JJ00
GM1900,75.7,2019JJ00
GM1900,71.8,2020JJ00
GM1900,75.7,2021JJ00
GM1900,79.5,2022JJ00
GM1900,80.5,2023JJ00
GM0715,68.1,2013JJ00
GM0715,67.4,2014JJ00
GM0715,73.0,2015JJ00
GM0715,71.1,2016JJ00
GM0715,73.9,2017JJ00
GM0715,73.5,2018JJ00
GM0715,74.5,2019JJ00
GM0715,73.4,2020JJ00
GM0715,73.2,2021JJ00
GM0715,76.1,2022JJ00
GM0715,77.4,2023JJ00
GM0093,74.5,2013JJ00
GM0093,62.9,2014JJ00
GM0093,75.2,2015JJ00
GM0093,74.2,2016JJ00
GM0093,76.2,2017JJ00
GM0093,76.9,2018JJ00
GM0093,77.1,2019JJ00
GM0093,75.5,2020JJ00
GM0093,76.7,2021JJ00
GM0093,79.0,2022JJ00
GM0093,81.4,2023JJ00
GM0448,78.1,2013JJ00
GM0448,77.1,2014JJ00
GM0448,78.1,2015JJ00
GM0448,79.2,2016JJ00
GM0448,78.8,2017JJ00
GM0448,80.2,2018JJ00
GM0448,81.5,2019JJ00
GM0448,78.0,2020JJ00
GM0448,79.9,2021JJ00
GM0448,82.1,2022JJ00
GM0448,83.6,2023JJ00
GM1525,70.9,2013JJ00
GM1525,69.4,2014JJ00
GM1525,73.0,2015JJ00
GM1525,70.1,2016JJ00
GM1525,72.6,2017JJ00
GM1525,75.3,2018JJ00
GM1525,76.4,2019JJ00
GM1525,73.5,2020JJ00
GM1525,75.1,2021JJ00
GM1525,79.5,2022JJ00
GM1525,80.8,2023JJ00
GM0716,70.5,2013JJ00
GM0716,70.7,2014JJ00
GM0716,73.9,2015JJ00
GM0716,75.9,2016JJ00
GM0716,76.0,2017JJ00
GM0716,79.3,2018JJ00
GM0716,79.7,2019JJ00
GM0716,76.4,2020JJ00
GM0716,76.1,2021JJ00
GM0716,80.3,2022JJ00
GM0716,82.2,2023JJ00
GM0281,65.9,2013JJ00
GM0281,65.2,2014JJ00
GM0281,66.3,2015JJ00
GM0281,67.0,2016JJ00
GM0281,68.5,2017JJ00
GM0281,71.1,2018JJ00
GM0281,72.2,2019JJ00
GM0281,71.3,2020JJ00
GM0281,72.1,2021JJ00
GM0281,78.5,2022JJ00
GM0281,79.4,2023JJ00
GM0855,71.1,2013JJ00
GM0855,67.2,2014JJ00
GM0855,73.0,2015JJ00
GM0855,71.8,2016JJ00
GM0855,72.8,2017JJ00
GM0855,75.0,2018JJ00
GM0855,74.6,2019JJ00
GM0855,73.3,2020JJ00
GM0855,72.0,2021JJ00
GM0855,74.1,2022JJ00
GM0855,75.2,2023JJ00
GM0183,72.1,2013JJ00
GM0183,71.5,2014JJ00
GM0183,73.8,2015JJ00
GM0183,73.7,2016JJ00
GM0183,75.2,2017JJ00
GM0183,76.5,2018JJ00
GM0183,78.3,2019JJ00
GM0183,75.3,2020JJ00
GM0183,80.7,2021JJ00
GM0183,83.8,2022JJ00
GM0183,83.9,2023JJ00
GM1700,70.2,2013JJ00
GM1700,70.4,2014JJ00
GM1700,72.5,2015JJ00
GM1700,69.1,2016JJ00
GM1700,72.4,2017JJ00
GM1700,75.3,2018JJ00
GM1700,76.4,2019JJ00
GM1700,70.5,2020JJ00
GM1700,78.7,2021JJ00
GM1700,82.1,2022JJ00
GM1700,82.6,2023JJ00
GM1730,64.0,2013JJ00
GM1730,63.6,2014JJ00
GM1730,66.3,2015JJ00
GM1730,67.3,2016JJ00
GM1730,65.9,2017JJ00
GM1730,69.4,2018JJ00
GM1730,71.6,2019JJ00
GM1730,68.4,2020JJ00
GM1730,71.6,2021JJ00
GM1730,75.3,2022JJ00
GM1730,77.6,2023JJ00
GM0737,66.0,2013JJ00
GM0737,66.6,2014JJ00
GM0737,68.6,2015JJ00
GM0737,68.4,2016JJ00
GM0737,70.3,2017JJ00
GM0737,70.9,2018JJ00
GM0737,72.4,2019JJ00
GM0737,71.8,2020JJ00
GM0737,73.7,2021JJ00
GM0737,79.4,2022JJ00
GM0737,81.0,2023JJ00
GM0450,72.6,2013JJ00
GM0450,71.6,2014JJ00
GM0450,73.9,2015JJ00
GM0450,73.7,2016JJ00
GM0450,75.4,2017JJ00
GM0450,75.3,2018JJ00
GM0450,77.5,2019JJ00
GM0450,74.6,2020JJ00
GM0450,77.2,2021JJ00
GM0450,80.9,2022JJ00
GM0450,82.0,2023JJ00
GM0451,69.7,2013JJ00
GM0451,67.2,2014JJ00
GM0451,69.2,2015JJ00
GM0451,69.9,2016JJ00
GM0451,71.2,2017JJ00
GM0451,73.0,2018JJ00
GM0451,75.0,2019JJ00
GM0451,70.0,2020JJ00
GM0451,73.2,2021JJ00
GM0451,75.8,2022JJ00
GM0451,78.8,2023JJ00
GM0184,75.6,2013JJ00
GM0184,74.0,2014JJ00
GM0184,74.3,2015JJ00
GM0184,76.6,2016JJ00
GM0184,79.0,2017JJ00
GM0184,80.4,2018JJ00
GM0184,81.6,2019JJ00
GM0184,81.2,2020JJ00
GM0184,81.4,2021JJ00
GM0184,84.1,2022JJ00
GM0184,84.0,2023JJ00
GM0344,69.4,2013JJ00
GM0344,67.0,2014JJ00
GM0344,68.1,2015JJ00
GM0344,69.2,2016JJ00
GM0344,66.6,2017JJ00
GM0344,71.0,2018JJ00
GM0344,70.3,2019JJ00
GM0344,65.7,2020JJ00
GM0344,65.1,2021JJ00
GM0344,70.9,2022JJ00
GM0344,73.2,2023JJ00
GM1581,68.6,2013JJ00
GM1581,66.2,2014JJ00
GM1581,67.7,2015JJ00
GM1581,69.4,2016JJ00
GM1581,69.9,2017JJ00
GM1581,71.0,2018JJ00
GM1581,71.2,2019JJ00
GM1581,69.2,2020JJ00
GM1581,72.9,2021JJ00
GM1581,75.6,2022JJ00
GM1581,78.3,2023JJ00
GM0981,58.2,2013JJ00
GM0981,59.1,2014JJ00
GM0981,61.8,2015JJ00
GM0981,58.0,2016JJ00
GM0981,58.1,2017JJ00
GM0981,57.4,2018JJ00
GM0981,52.3,2019JJ00
GM0981,48.8,2020JJ00
GM0981,51.1,2021JJ00
GM0981,52.2,2022JJ00
GM0981,53.1,2023JJ00
GM0994,70.3,2013JJ00
GM0994,69.6,2014JJ00
GM0994,72.4,2015JJ00
GM0994,71.5,2016JJ00
GM0994,73.2,2017JJ00
GM0994,76.0,2018JJ00
GM0994,76.9,2019JJ00
GM0994,72.4,2020JJ00
GM0994,73.7,2021JJ00
GM0994,77.0,2022JJ00
GM0994,78.7,2023JJ00
GM0858,72.4,2013JJ00
GM0858,71.9,2014JJ00
GM0858,74.3,2015JJ00
GM0858,73.4,2016JJ00
GM0858,75.6,2017JJ00
GM0858,77.3,2018JJ00
GM0858,77.7,2019JJ00
GM0858,76.0,2020JJ00
GM0858,77.5,2021JJ00
GM0858,80.3,2022JJ00
GM0858,80.7,2023JJ00
GM0047,64.8,2013JJ00
GM0047,61.4,2014JJ00
GM0047,64.0,2015JJ00
GM0047,65.1,2016JJ00
GM0047,66.3,2017JJ00
GM0047,68.9,2018JJ00
GM0047,70.9,2019JJ00
GM0047,67.7,2020JJ00
GM0047,72.2,2021JJ00
GM0047,77.3,2022JJ00
GM0047,78.1,2023JJ00
GM0345,70.3,2013JJ00
GM0345,70.5,2014JJ00
GM0345,70.4,2015JJ00
GM0345,73.3,2016JJ00
GM0345,73.6,2017JJ00
GM0345,75.3,2018JJ00
GM0345,78.9,2019JJ00
GM0345,75.6,2020JJ00
GM0345,74.2,2021JJ00
GM0345,80.0,2022JJ00
GM0345,81.0,2023JJ00
GM0717,76.8,2013JJ00
GM0717,76.8,2014JJ00
GM0717,78.8,2015JJ00
GM0717,79.8,2016JJ00
GM0717,79.4,2017JJ00
GM0717,82.4,2018JJ00
GM0717,83.4,2019JJ00
GM0717,80.8,2020JJ00
GM0717,81.9,2021JJ00
GM0717,84.0,2022JJ00
GM0717,84.7,2023JJ00
GM0861,71.9,2013JJ00
GM0861,70.4,2014JJ00
GM0861,73.4,2015JJ00
GM0861,71.6,2016JJ00
GM0861,75.2,2017JJ00
GM0861,75.2,2018JJ00
GM0861,77.8,2019JJ00
GM0861,75.7,2020JJ00
GM0861,76.3,2021JJ00
GM0861,79.2,2022JJ00
GM0861,79.5,2023JJ00
GM0453,71.9,2013JJ00
GM0453,70.2,2014JJ00
GM0453,73.3,2015JJ00
GM0453,73.6,2016JJ00
GM0453,75.8,2017JJ00
GM0453,76.7,2018JJ00
GM0453,74.4,2019JJ00
GM0453,74.2,2020JJ00
GM0453,76.7,2021JJ00
GM0453,78.0,2022JJ00
GM0453,79.9,2023JJ00
GM0983,67.8,2013JJ00
GM0983,65.2,2014JJ00
GM0983,67.5,2015JJ00
GM0983,71.6,2016JJ00
GM0983,71.6,2017JJ00
GM0983,72.1,2018JJ00
GM0983,75.8,2019JJ00
GM0983,73.7,2020JJ00
GM0983,72.8,2021JJ00
GM0983,76.3,2022JJ00
GM0983,76.1,2023JJ00
GM0984,72.2,2013JJ00
GM0984,69.3,2014JJ00
GM0984,72.7,2015JJ00
GM0984,73.0,2016JJ00
GM0984,75.9,2017JJ00
GM0984,78.5,2018JJ00
GM0984,80.4,2019JJ00
GM0984,77.6,2020JJ00
GM0984,77.0,2021JJ00
GM0984,80.6,2022JJ00
GM0984,81.6,2023JJ00
GM1961,71.6,2013JJ00
GM1961,70.0,2014JJ00
GM1961,70.6,2015JJ00
GM1961,71.9,2016JJ00
GM1961,73.1,2017JJ00
GM1961,74.3,2018JJ00
GM1961,77.3,2019JJ00
GM1961,75.8,2020JJ00
GM1961,76.1,2021JJ00
GM1961,80.2,2022JJ00
GM1961,82.2,2023JJ00
GM0622,66.2,2013JJ00
GM0622,64.5,2014JJ00
GM0622,66.4,2015JJ00
GM0622,66.0,2016JJ00
GM0622,66.8,2017JJ00
GM0622,70.7,2018JJ00
GM0622,73.1,2019JJ00
GM0622,69.5,2020JJ00
GM0622,69.8,2021JJ00
GM0622,72.9,2022JJ00
GM0622,75.3,2023JJ00
GM0096,76.8,2013JJ00
GM0096,76.6,2014JJ00
GM0096,79.8,2015JJ00
GM0096,78.3,2016JJ00
GM0096,80.9,2017JJ00
GM0096,79.6,2018JJ00
GM0096,79.9,2019JJ00
GM0096,80.4,2020JJ00
GM0096,77.3,2021JJ00
GM0096,81.2,2022JJ00
GM0096,82.1,2023JJ00
GM0718,68.4,2013JJ00
GM0718,68.6,2014JJ00
GM0718,71.0,2015JJ00
GM0718,72.1,2016JJ00
GM0718,71.8,2017JJ00
GM0718,72.2,2018JJ00
GM0718,75.2,2019JJ00
GM0718,75.1,2020JJ00
GM0718,73.1,2021JJ00
GM0718,76.1,2022JJ00
GM0718,78.7,2023JJ00
GM0986,69.2,2013JJ00
GM0986,68.4,2014JJ00
GM0986,68.3,2015JJ00
GM0986,69.5,2016JJ00
GM0986,72.1,2017JJ00
GM0986,73.7,2018JJ00
GM0986,76.7,2019JJ00
GM0986,74.8,2020JJ00
GM0986,75.5,2021JJ00
GM0986,79.7,2022JJ00
GM0986,79.6,2023JJ00
GM1992,69.9,2013JJ00
GM1992,68.8,2014JJ00
GM1992,71.3,2015JJ00
GM1992,70.9,2016JJ00
GM1992,73.8,2017JJ00
GM1992,74.4,2018JJ00
GM1992,76.7,2019JJ00
GM1992,73.9,2020JJ00
GM1992,76.0,2021JJ00
GM1992,78.6,2022JJ00
GM1992,79.3,2023JJ00
GM0626,65.8,2013JJ00
GM0626,64.0,2014JJ00
GM0626,62.9,2015JJ00
GM0626,67.0,2016JJ00
GM0626,68.2,2017JJ00
GM0626,68.5,2018JJ00
GM0626,69.9,2019JJ00
GM0626,68.3,2020JJ00
GM0626,70.2,2021JJ00
GM0626,72.2,2022JJ00
GM0626,73.6,2023JJ00
GM0285,74.2,2013JJ00
GM0285,73.1,2014JJ00
GM0285,74.8,2015JJ00
GM0285,75.1,2016JJ00
GM0285,75.8,2017JJ00
GM0285,78.2,2018JJ00
GM0285,76.6,2019JJ00
GM0285,72.6,2020JJ00
GM0285,77.9,2021JJ00
GM0285,81.4,2022JJ00
GM0285,82.7,2023JJ00
GM0865,69.2,2013JJ00
GM0865,68.7,2014JJ00
GM0865,70.2,2015JJ00
GM0865,70.7,2016JJ00
GM0865,73.5,2017JJ00
GM0865,74.6,2018JJ00
GM0865,75.7,2019JJ00
GM0865,73.2,2020JJ00
GM0865,75.1,2021JJ00
GM0865,79.0,2022JJ00
GM0865,80.2,2023JJ00
GM1949,69.6,2013JJ00
GM1949,68.2,2014JJ00
GM1949,70.5,2015JJ00
GM1949,72.2,2016JJ00
GM1949,72.9,2017JJ00
GM1949,75.0,2018JJ00
GM1949,74.4,2019JJ00
GM1949,71.1,2020JJ00
GM1949,76.2,2021JJ00
GM1949,77.7,2022JJ00
GM1949,80.0,2023JJ00
GM0866,66.6,2013JJ00
GM0866,66.2,2014JJ00
GM0866,69.7,2015JJ00
GM0866,68.3,2016JJ00
GM0866,70.5,2017JJ00
GM0866,70.0,2018JJ00
GM0866,75.2,2019JJ00
GM0866,72.1,2020JJ00
GM0866,74.0,2021JJ00
GM0866,75.2,2022JJ00
GM0866,77.4,2023JJ00
GM0867,73.1,2013JJ00
GM0867,69.8,2014JJ00
GM0867,75.5,2015JJ00
GM0867,75.3,2016JJ00
GM0867,76.6,2017JJ00
GM0867,77.7,2018JJ00
GM0867,78.6,2019JJ00
GM0867,75.3,2020JJ00
GM0867,77.4,2021JJ00
GM0867,79.4,2022JJ00
GM0867,81.8,2023JJ00
GM0627,72.4,2013JJ00
GM0627,70.6,2014JJ00
GM0627,72.6,2015JJ00
GM0627,72.5,2016JJ00
GM0627,73.3,2017JJ00
GM0627,75.6,2018JJ00
GM0627,76.6,2019JJ00
GM0627,75.7,2020JJ00
GM0627,77.7,2021JJ00
GM0627,79.1,2022JJ00
GM0627,80.4,2023JJ00
GM0289,64.1,2013JJ00
GM0289,59.9,2014JJ00
GM0289,59.8,2015JJ00
GM0289,60.9,2016JJ00
GM0289,61.1,2017JJ00
GM0289,61.6,2018JJ00
GM0289,61.1,2019JJ00
GM0289,60.4,2020JJ00
GM0289,61.6,2021JJ00
GM0289,65.3,2022JJ00
GM0289,67.6,2023JJ00
GM0629,58.0,2013JJ00
GM0629,55.7,2014JJ00
GM0629,56.9,2015JJ00
GM0629,57.4,2016JJ00
GM0629,58.4,2017JJ00
GM0629,61.6,2018JJ00
GM0629,61.2,2019JJ00
GM0629,60.2,2020JJ00
GM0629,60.4,2021JJ00
GM0629,63.3,2022JJ00
GM0629,65.5,2023JJ00
GM0852,70.5,2013JJ00
GM0852,71.1,2014JJ00
GM0852,72.6,2015JJ00
GM0852,70.8,2016JJ00
GM0852,72.0,2017JJ00
GM0852,73.8,2018JJ00
GM0852,75.9,2019JJ00
GM0852,71.7,2020JJ00
GM0852,73.0,2021JJ00
GM0852,77.9,2022JJ00
GM0852,79.3,2023JJ00
GM0988,67.2,2013JJ00
GM0988,69.4,2014JJ00
GM0988,72.2,2015JJ00
GM0988,71.1,2016JJ00
GM0988,71.7,2017JJ00
GM0988,72.3,2018JJ00
GM0988,78.1,2019JJ00
GM0988,73.9,2020JJ00
GM0988,74.8,2021JJ00
GM0988,77.5,2022JJ00
GM0988,77.4,2023JJ00
GM1960,73.4,2013JJ00
GM1960,71.3,2014JJ00
GM1960,71.9,2015JJ00
GM1960,73.0,2016JJ00
GM1960,75.1,2017JJ00
GM1960,75.3,2018JJ00
GM1960,74.3,2019JJ00
GM1960,75.2,2020JJ00
GM1960,77.9,2021JJ00
GM1960,79.0,2022JJ00
GM1960,81.0,2023JJ00
GM0668,72.5,2013JJ00
GM0668,71.2,2014JJ00
GM0668,72.5,2015JJ00
GM0668,73.3,2016JJ00
GM0668,75.1,2017JJ00
GM0668,76.1,2018JJ00
GM0668,77.0,2019JJ00
GM0668,74.0,2020JJ00
GM0668,78.7,2021JJ00
GM0668,80.4,2022JJ00
GM0668,82.4,2023JJ00
GM1969,67.1,2013JJ00
GM1969,65.5,2014JJ00
GM1969,67.6,2015JJ00
GM1969,68.1,2016JJ00
GM1969,70.1,2017JJ00
GM1969,70.8,2018JJ00
GM1969,73.5,2019JJ00
GM1969,72.2,2020JJ00
GM1969,73.5,2021JJ00
GM1969,77.9,2022JJ00
GM1969,78.7,2023JJ00
GM1701,69.4,2013JJ00
GM1701,68.0,2014JJ00
GM1701,68.1,2015JJ00
GM1701,71.5,2016JJ00
GM1701,73.0,2017JJ00
GM1701,75.1,2018JJ00
GM1701,77.6,2019JJ00
GM1701,74.1,2020JJ00
GM1701,75.9,2021JJ00
GM1701,80.5,2022JJ00
GM1701,81.6,2023JJ00
GM0293,70.7,2013JJ00
GM0293,70.1,2014JJ00
GM0293,71.5,2015JJ00
GM0293,70.9,2016JJ00
GM0293,72.3,2017JJ00
GM0293,73.1,2018JJ00
GM0293,74.1,2019JJ00
GM0293,73.2,2020JJ00
GM0293,72.8,2021JJ00
GM0293,76.8,2022JJ00
GM0293,78.5,2023JJ00
GM1950,64.9,2013JJ00
GM1950,63.7,2014JJ00
GM1950,64.6,2015JJ00
GM1950,62.7,2016JJ00
GM1950,69.1,2017JJ00
GM1950,70.7,2018JJ00
GM1950,72.6,2019JJ00
GM1950,69.2,2020JJ00
GM1950,74.6,2021JJ00
GM1950,77.8,2022JJ00
GM1950,76.5,2023JJ00
GM1783,76.7,2013JJ00
GM1783,74.8,2014JJ00
GM1783,79.3,2015JJ00
