Regiokenmerken,LeerlingenStudenten_1,Perioden
GM0003 ,500.0,2012SJ00
GM0003 ,470.0,2013SJ00
GM0003 ,480.0,2014SJ00
GM0003 ,450.0,2015SJ00
GM0003 ,450.0,2016SJ00
GM0003 ,460.0,2017SJ00
GM0003 ,460.0,2018SJ00
GM0003 ,440.0,2019SJ00
GM0003 ,440.0,2020SJ00
GM0003 ,,2021SJ00
GM0003 ,,2022SJ00
GM0003 ,,2023SJ00
GM0202 ,6370.0,2011SJ00
GM0202 ,6430.0,2012SJ00
GM0202 ,6420.0,2013SJ00
GM0202 ,6520.0,2014SJ00
GM0202 ,6500.0,2015SJ00
GM0202 ,6530.0,2016SJ00
GM0202 ,6560.0,2017SJ00
GM0202 ,6550.0,2018SJ00
GM0202 ,6510.0,2019SJ00
GM0202 ,6420.0,2020SJ00
GM0202 ,6320.0,2021SJ00
GM0202 ,6220.0,2022SJ00
GM0202 ,6110.0,2023SJ00
GM0106 ,3380.0,2011SJ00
GM0106 ,3340.0,2012SJ00
GM0106 ,3300.0,2013SJ00
GM0106 ,3210.0,2014SJ00
GM0106 ,3120.0,2015SJ00
GM0106 ,3070.0,2016SJ00
GM0106 ,2960.0,2017SJ00
GM0106 ,2930.0,2018SJ00
GM0106 ,2840.0,2019SJ00
GM0106 ,2790.0,2020SJ00
GM0106 ,2690.0,2021SJ00
GM0106 ,2590.0,2022SJ00
GM0106 ,2510.0,2023SJ00
GM0743 ,780.0,2011SJ00
GM0743 ,770.0,2012SJ00
GM0743 ,740.0,2013SJ00
GM0743 ,730.0,2014SJ00
GM0743 ,690.0,2015SJ00
GM0743 ,670.0,2016SJ00
GM0743 ,630.0,2017SJ00
GM0743 ,620.0,2018SJ00
GM0743 ,610.0,2019SJ00
GM0743 ,570.0,2020SJ00
GM0743 ,570.0,2021SJ00
GM0743 ,580.0,2022SJ00
GM0743 ,580.0,2023SJ00
GM0744 ,200.0,2011SJ00
GM0744 ,200.0,2012SJ00
GM0744 ,200.0,2013SJ00
GM0744 ,200.0,2014SJ00
GM0744 ,190.0,2015SJ00
GM0744 ,180.0,2016SJ00
GM0744 ,190.0,2017SJ00
GM0744 ,200.0,2018SJ00
GM0744 ,200.0,2019SJ00
GM0744 ,200.0,2020SJ00
GM0744 ,200.0,2021SJ00
GM0744 ,190.0,2022SJ00
GM0744 ,200.0,2023SJ00
GM0308 ,1090.0,2011SJ00
GM0308 ,1080.0,2012SJ00
GM0308 ,1030.0,2013SJ00
GM0308 ,1030.0,2014SJ00
GM0308 ,1020.0,2015SJ00
GM0308 ,1010.0,2016SJ00
GM0308 ,1010.0,2017SJ00
GM0308 ,1010.0,2018SJ00
GM0308 ,980.0,2019SJ00
GM0308 ,990.0,2020SJ00
GM0308 ,980.0,2021SJ00
GM0308 ,1010.0,2022SJ00
GM0308 ,1010.0,2023SJ00
GM0489 ,2760.0,2011SJ00
GM0489 ,2730.0,2012SJ00
GM0489 ,2640.0,2013SJ00
GM0489 ,2570.0,2014SJ00
GM0489 ,2540.0,2015SJ00
GM0489 ,2460.0,2016SJ00
GM0489 ,2380.0,2017SJ00
GM0489 ,2320.0,2018SJ00
GM0489 ,2300.0,2019SJ00
GM0489 ,2280.0,2020SJ00
GM0489 ,2200.0,2021SJ00
GM0489 ,2180.0,2022SJ00
GM0489 ,2120.0,2023SJ00
GM0203 ,3130.0,2011SJ00
GM0203 ,3050.0,2012SJ00
GM0203 ,3040.0,2013SJ00
GM0203 ,3030.0,2014SJ00
GM0203 ,3060.0,2015SJ00
GM0203 ,3080.0,2016SJ00
GM0203 ,3120.0,2017SJ00
GM0203 ,3160.0,2018SJ00
GM0203 ,3240.0,2019SJ00
GM0203 ,3300.0,2020SJ00
GM0203 ,3320.0,2021SJ00
GM0203 ,3360.0,2022SJ00
GM0203 ,3410.0,2023SJ00
GM0005 ,500.0,2011SJ00
GM0005 ,490.0,2012SJ00
GM0005 ,480.0,2013SJ00
GM0005 ,440.0,2014SJ00
GM0005 ,440.0,2015SJ00
GM0005 ,440.0,2016SJ00
GM0005 ,430.0,2017SJ00
GM0005 ,440.0,2018SJ00
GM0005 ,,2019SJ00
GM0005 ,,2020SJ00
GM0005 ,,2021SJ00
GM0005 ,,2022SJ00
GM0005 ,,2023SJ00
GM0888 ,680.0,2011SJ00
GM0888 ,630.0,2012SJ00
GM0888 ,600.0,2013SJ00
GM0888 ,570.0,2014SJ00
GM0888 ,570.0,2015SJ00
GM0888 ,530.0,2016SJ00
GM0888 ,520.0,2017SJ00
GM0888 ,520.0,2018SJ00
GM0888 ,510.0,2019SJ00
GM0888 ,500.0,2020SJ00
GM0888 ,490.0,2021SJ00
GM0888 ,500.0,2022SJ00
GM0888 ,510.0,2023SJ00
GM1954 ,,2011SJ00
GM1954 ,,2012SJ00
GM1954 ,,2013SJ00
GM1954 ,,2014SJ00
GM1954 ,,2015SJ00
GM1954 ,,2016SJ00
GM1954 ,,2017SJ00
GM1954 ,,2018SJ00
GM1954 ,1230.0,2019SJ00
GM1954 ,1240.0,2020SJ00
GM1954 ,1230.0,2021SJ00
GM1954 ,1200.0,2022SJ00
GM1954 ,1190.0,2023SJ00
GM0370 ,390.0,2011SJ00
GM0370 ,370.0,2012SJ00
GM0370 ,350.0,2013SJ00
GM0370 ,370.0,2014SJ00
GM0370 ,360.0,2015SJ00
GM0370 ,370.0,2016SJ00
GM0370 ,400.0,2017SJ00
GM0370 ,420.0,2018SJ00
GM0370 ,460.0,2019SJ00
GM0370 ,480.0,2020SJ00
GM0370 ,510.0,2021SJ00
GM0370 ,,2022SJ00
GM0370 ,,2023SJ00
GM0889 ,630.0,2011SJ00
GM0889 ,600.0,2012SJ00
GM0889 ,590.0,2013SJ00
GM0889 ,550.0,2014SJ00
GM0889 ,560.0,2015SJ00
GM0889 ,510.0,2016SJ00
GM0889 ,480.0,2017SJ00
GM0889 ,460.0,2018SJ00
GM0889 ,440.0,2019SJ00
GM0889 ,460.0,2020SJ00
GM0889 ,440.0,2021SJ00
GM0889 ,440.0,2022SJ00
GM0889 ,450.0,2023SJ00
GM0007 ,350.0,2011SJ00
GM0007 ,320.0,2012SJ00
GM0007 ,320.0,2013SJ00
GM0007 ,320.0,2014SJ00
GM0007 ,300.0,2015SJ00
GM0007 ,280.0,2016SJ00
GM0007 ,290.0,2017SJ00
GM0007 ,,2018SJ00
GM0007 ,,2019SJ00
GM0007 ,,2020SJ00
GM0007 ,,2021SJ00
GM0007 ,,2022SJ00
GM0007 ,,2023SJ00
GM1945 ,,2011SJ00
GM1945 ,,2012SJ00
GM1945 ,,2013SJ00
GM1945 ,,2014SJ00
GM1945 ,,2015SJ00
GM1945 ,1190.0,2016SJ00
GM1945 ,1140.0,2017SJ00
GM1945 ,1130.0,2018SJ00
GM1945 ,1130.0,2019SJ00
GM1945 ,1130.0,2020SJ00
GM1945 ,1130.0,2021SJ00
GM1945 ,1150.0,2022SJ00
GM1945 ,1170.0,2023SJ00
GM0491 ,530.0,2011SJ00
GM0491 ,540.0,2012SJ00
GM0491 ,540.0,2013SJ00
GM0491 ,500.0,2014SJ00
GM0491 ,,2015SJ00
GM0491 ,,2016SJ00
GM0491 ,,2017SJ00
GM0491 ,,2018SJ00
GM0491 ,,2019SJ00
GM0491 ,,2020SJ00
GM0491 ,,2021SJ00
GM0491 ,,2022SJ00
GM0491 ,,2023SJ00
GM1724 ,860.0,2011SJ00
GM1724 ,820.0,2012SJ00
GM1724 ,770.0,2013SJ00
GM1724 ,750.0,2014SJ00
GM1724 ,690.0,2015SJ00
GM1724 ,700.0,2016SJ00
GM1724 ,690.0,2017SJ00
GM1724 ,690.0,2018SJ00
GM1724 ,670.0,2019SJ00
GM1724 ,650.0,2020SJ00
GM1724 ,650.0,2021SJ00
GM1724 ,650.0,2022SJ00
GM1724 ,650.0,2023SJ00
GM0893 ,610.0,2011SJ00
GM0893 ,580.0,2012SJ00
GM0893 ,530.0,2013SJ00
GM0893 ,510.0,2014SJ00
GM0893 ,510.0,2015SJ00
GM0893 ,490.0,2016SJ00
GM0893 ,490.0,2017SJ00
GM0893 ,480.0,2018SJ00
GM0893 ,470.0,2019SJ00
GM0893 ,460.0,2020SJ00
GM0893 ,460.0,2021SJ00
GM0893 ,450.0,2022SJ00
GM0893 ,450.0,2023SJ00
GM0373 ,1180.0,2011SJ00
GM0373 ,1130.0,2012SJ00
GM0373 ,1110.0,2013SJ00
GM0373 ,1040.0,2014SJ00
GM0373 ,1040.0,2015SJ00
GM0373 ,980.0,2016SJ00
GM0373 ,940.0,2017SJ00
GM0373 ,910.0,2018SJ00
GM0373 ,870.0,2019SJ00
GM0373 ,870.0,2020SJ00
GM0373 ,850.0,2021SJ00
GM0373 ,840.0,2022SJ00
GM0373 ,830.0,2023SJ00
GM0748 ,2870.0,2011SJ00
GM0748 ,2790.0,2012SJ00
GM0748 ,2710.0,2013SJ00
GM0748 ,2670.0,2014SJ00
GM0748 ,2640.0,2015SJ00
GM0748 ,2580.0,2016SJ00
GM0748 ,2570.0,2017SJ00
GM0748 ,2580.0,2018SJ00
GM0748 ,2610.0,2019SJ00
GM0748 ,2580.0,2020SJ00
GM0748 ,2550.0,2021SJ00
GM0748 ,2580.0,2022SJ00
GM0748 ,2550.0,2023SJ00
GM1859 ,2170.0,2011SJ00
GM1859 ,2130.0,2012SJ00
GM1859 ,2030.0,2013SJ00
GM1859 ,1950.0,2014SJ00
GM1859 ,1890.0,2015SJ00
GM1859 ,1810.0,2016SJ00
GM1859 ,1710.0,2017SJ00
GM1859 ,1610.0,2018SJ00
GM1859 ,1550.0,2019SJ00
GM1859 ,1500.0,2020SJ00
GM1859 ,1440.0,2021SJ00
GM1859 ,1440.0,2022SJ00
GM1859 ,1440.0,2023SJ00
GM1721 ,1550.0,2011SJ00
GM1721 ,1520.0,2012SJ00
GM1721 ,1470.0,2013SJ00
GM1721 ,1410.0,2014SJ00
GM1721 ,1350.0,2015SJ00
GM1721 ,1320.0,2016SJ00
GM1721 ,1260.0,2017SJ00
GM1721 ,1230.0,2018SJ00
GM1721 ,1210.0,2019SJ00
GM1721 ,1190.0,2020SJ00
GM1721 ,1190.0,2021SJ00
GM1721 ,1210.0,2022SJ00
GM1721 ,1240.0,2023SJ00
GM0568 ,500.0,2011SJ00
GM0568 ,490.0,2012SJ00
GM0568 ,470.0,2013SJ00
GM0568 ,450.0,2014SJ00
GM0568 ,,2015SJ00
GM0568 ,,2016SJ00
GM0568 ,,2017SJ00
GM0568 ,,2018SJ00
GM0568 ,,2019SJ00
GM0568 ,,2020SJ00
GM0568 ,,2021SJ00
GM0568 ,,2022SJ00
GM0568 ,,2023SJ00
GM0753 ,1490.0,2011SJ00
GM0753 ,1400.0,2012SJ00
GM0753 ,1340.0,2013SJ00
GM0753 ,1320.0,2014SJ00
GM0753 ,1250.0,2015SJ00
GM0753 ,1180.0,2016SJ00
GM0753 ,1180.0,2017SJ00
GM0753 ,1160.0,2018SJ00
GM0753 ,1170.0,2019SJ00
GM0753 ,1130.0,2020SJ00
GM0753 ,1130.0,2021SJ00
GM0753 ,1140.0,2022SJ00
GM0753 ,1150.0,2023SJ00
GM0209 ,1210.0,2011SJ00
GM0209 ,1130.0,2012SJ00
GM0209 ,1070.0,2013SJ00
GM0209 ,1060.0,2014SJ00
GM0209 ,980.0,2015SJ00
GM0209 ,960.0,2016SJ00
GM0209 ,970.0,2017SJ00
GM0209 ,950.0,2018SJ00
GM0209 ,980.0,2019SJ00
GM0209 ,1010.0,2020SJ00
GM0209 ,1010.0,2021SJ00
GM0209 ,1040.0,2022SJ00
GM0209 ,1060.0,2023SJ00
GM0375 ,1770.0,2011SJ00
GM0375 ,1750.0,2012SJ00
GM0375 ,1790.0,2013SJ00
GM0375 ,1770.0,2014SJ00
GM0375 ,1740.0,2015SJ00
GM0375 ,1670.0,2016SJ00
GM0375 ,1620.0,2017SJ00
GM0375 ,1630.0,2018SJ00
GM0375 ,1640.0,2019SJ00
GM0375 ,1610.0,2020SJ00
GM0375 ,1600.0,2021SJ00
GM0375 ,1660.0,2022SJ00
GM0375 ,1660.0,2023SJ00
GM0063 ,560.0,2011SJ00
GM0063 ,550.0,2012SJ00
GM0063 ,560.0,2013SJ00
GM0063 ,540.0,2014SJ00
GM0063 ,520.0,2015SJ00
GM0063 ,470.0,2016SJ00
GM0063 ,480.0,2017SJ00
GM0063 ,,2018SJ00
GM0063 ,,2019SJ00
GM0063 ,,2020SJ00
GM0063 ,,2021SJ00
GM0063 ,,2022SJ00
GM0063 ,,2023SJ00
GM0310 ,2050.0,2011SJ00
GM0310 ,2010.0,2012SJ00
GM0310 ,1950.0,2013SJ00
GM0310 ,1900.0,2014SJ00
GM0310 ,1910.0,2015SJ00
GM0310 ,1900.0,2016SJ00
GM0310 ,1870.0,2017SJ00
GM0310 ,1860.0,2018SJ00
GM0310 ,1890.0,2019SJ00
GM0310 ,1910.0,2020SJ00
GM0310 ,1930.0,2021SJ00
GM0310 ,1930.0,2022SJ00
GM0310 ,1930.0,2023SJ00
GM0585 ,1350.0,2011SJ00
GM0585 ,1300.0,2012SJ00
GM0585 ,1270.0,2013SJ00
GM0585 ,1250.0,2014SJ00
GM0585 ,1230.0,2015SJ00
GM0585 ,1280.0,2016SJ00
GM0585 ,1230.0,2017SJ00
GM0585 ,1240.0,2018SJ00
GM0585 ,,2019SJ00
GM0585 ,,2020SJ00
GM0585 ,,2021SJ00
GM0585 ,,2022SJ00
GM0585 ,,2023SJ00
GM1728 ,920.0,2011SJ00
GM1728 ,880.0,2012SJ00
GM1728 ,880.0,2013SJ00
GM1728 ,830.0,2014SJ00
GM1728 ,810.0,2015SJ00
GM1728 ,790.0,2016SJ00
GM1728 ,780.0,2017SJ00
GM1728 ,750.0,2018SJ00
GM1728 ,770.0,2019SJ00
GM1728 ,770.0,2020SJ00
GM1728 ,790.0,2021SJ00
GM1728 ,790.0,2022SJ00
GM1728 ,770.0,2023SJ00
GM0376 ,410.0,2011SJ00
GM0376 ,410.0,2012SJ00
GM0376 ,390.0,2013SJ00
GM0376 ,380.0,2014SJ00
GM0376 ,360.0,2015SJ00
GM0376 ,390.0,2016SJ00
GM0376 ,440.0,2017SJ00
GM0376 ,480.0,2018SJ00
GM0376 ,510.0,2019SJ00
GM0376 ,550.0,2020SJ00
GM0376 ,590.0,2021SJ00
GM0376 ,650.0,2022SJ00
GM0376 ,690.0,2023SJ00
GM0377 ,1160.0,2011SJ00
GM0377 ,1140.0,2012SJ00
GM0377 ,1100.0,2013SJ00
GM0377 ,1090.0,2014SJ00
GM0377 ,1090.0,2015SJ00
GM0377 ,1090.0,2016SJ00
GM0377 ,1080.0,2017SJ00
GM0377 ,1110.0,2018SJ00
GM0377 ,1130.0,2019SJ00
GM0377 ,1150.0,2020SJ00
GM0377 ,1100.0,2021SJ00
GM0377 ,1100.0,2022SJ00
GM0377 ,1040.0,2023SJ00
GM0055 ,1060.0,2011SJ00
GM0055 ,1030.0,2012SJ00
GM0055 ,1010.0,2013SJ00
GM0055 ,,2014SJ00
GM0055 ,,2015SJ00
GM0055 ,,2016SJ00
GM0055 ,,2017SJ00
GM0055 ,,2018SJ00
GM0055 ,,2019SJ00
GM0055 ,,2020SJ00
GM0055 ,,2021SJ00
GM0055 ,,2022SJ00
GM0055 ,,2023SJ00
GM1901 ,1710.0,2011SJ00
GM1901 ,1650.0,2012SJ00
GM1901 ,1630.0,2013SJ00
GM1901 ,1610.0,2014SJ00
GM1901 ,1610.0,2015SJ00
GM1901 ,1600.0,2016SJ00
GM1901 ,1540.0,2017SJ00
GM1901 ,1540.0,2018SJ00
GM1901 ,1530.0,2019SJ00
GM1901 ,1560.0,2020SJ00
GM1901 ,1600.0,2021SJ00
GM1901 ,1610.0,2022SJ00
GM1901 ,1600.0,2023SJ00
GM0755 ,570.0,2011SJ00
GM0755 ,540.0,2012SJ00
GM0755 ,530.0,2013SJ00
GM0755 ,500.0,2014SJ00
GM0755 ,500.0,2015SJ00
GM0755 ,470.0,2016SJ00
GM0755 ,480.0,2017SJ00
GM0755 ,460.0,2018SJ00
GM0755 ,450.0,2019SJ00
GM0755 ,450.0,2020SJ00
GM0755 ,450.0,2021SJ00
GM0755 ,450.0,2022SJ00
GM0755 ,450.0,2023SJ00
GM0009 ,410.0,2011SJ00
GM0009 ,410.0,2012SJ00
GM0009 ,380.0,2013SJ00
GM0009 ,360.0,2014SJ00
GM0009 ,340.0,2015SJ00
GM0009 ,320.0,2016SJ00
GM0009 ,320.0,2017SJ00
GM0009 ,320.0,2018SJ00
GM0009 ,,2019SJ00
GM0009 ,,2020SJ00
GM0009 ,,2021SJ00
GM0009 ,,2022SJ00
GM0009 ,,2023SJ00
GM1681 ,1120.0,2011SJ00
GM1681 ,1070.0,2012SJ00
GM1681 ,1030.0,2013SJ00
GM1681 ,990.0,2014SJ00
GM1681 ,1000.0,2015SJ00
GM1681 ,950.0,2016SJ00
GM1681 ,920.0,2017SJ00
GM1681 ,920.0,2018SJ00
GM1681 ,920.0,2019SJ00
GM1681 ,930.0,2020SJ00
GM1681 ,930.0,2021SJ00
GM1681 ,920.0,2022SJ00
GM1681 ,930.0,2023SJ00
GM0147 ,1040.0,2011SJ00
GM0147 ,1050.0,2012SJ00
GM0147 ,1020.0,2013SJ00
GM0147 ,970.0,2014SJ00
GM0147 ,970.0,2015SJ00
GM0147 ,970.0,2016SJ00
GM0147 ,990.0,2017SJ00
GM0147 ,1000.0,2018SJ00
GM0147 ,1010.0,2019SJ00
GM0147 ,1030.0,2020SJ00
GM0147 ,1070.0,2021SJ00
GM0147 ,1100.0,2022SJ00
GM0147 ,1100.0,2023SJ00
GM0654 ,1160.0,2011SJ00
GM0654 ,1130.0,2012SJ00
GM0654 ,1090.0,2013SJ00
GM0654 ,1060.0,2014SJ00
GM0654 ,1050.0,2015SJ00
GM0654 ,1050.0,2016SJ00
GM0654 ,1030.0,2017SJ00
GM0654 ,1030.0,2018SJ00
GM0654 ,1030.0,2019SJ00
GM0654 ,1020.0,2020SJ00
GM0654 ,1000.0,2021SJ00
GM0654 ,1010.0,2022SJ00
GM0654 ,990.0,2023SJ00
GM0499 ,810.0,2011SJ00
GM0499 ,780.0,2012SJ00
GM0499 ,770.0,2013SJ00
GM0499 ,,2014SJ00
GM0499 ,,2015SJ00
GM0499 ,,2016SJ00
GM0499 ,,2017SJ00
GM0499 ,,2018SJ00
GM0499 ,,2019SJ00
GM0499 ,,2020SJ00
GM0499 ,,2021SJ00
GM0499 ,,2022SJ00
GM0499 ,,2023SJ00
GM0756 ,1340.0,2011SJ00
GM0756 ,1300.0,2012SJ00
GM0756 ,1250.0,2013SJ00
GM0756 ,1230.0,2014SJ00
GM0756 ,1200.0,2015SJ00
GM0756 ,1110.0,2016SJ00
GM0756 ,1050.0,2017SJ00
GM0756 ,1020.0,2018SJ00
GM0756 ,980.0,2019SJ00
GM0756 ,950.0,2020SJ00
GM0756 ,940.0,2021SJ00
GM0756 ,,2022SJ00
GM0756 ,,2023SJ00
GM0757 ,1530.0,2011SJ00
GM0757 ,1530.0,2012SJ00
GM0757 ,1510.0,2013SJ00
GM0757 ,1470.0,2014SJ00
GM0757 ,1410.0,2015SJ00
GM0757 ,1370.0,2016SJ00
GM0757 ,1330.0,2017SJ00
GM0757 ,1310.0,2018SJ00
GM0757 ,1230.0,2019SJ00
GM0757 ,1190.0,2020SJ00
GM0757 ,1190.0,2021SJ00
GM0757 ,1200.0,2022SJ00
GM0757 ,1200.0,2023SJ00
GM0758 ,7860.0,2011SJ00
GM0758 ,7830.0,2012SJ00
GM0758 ,7750.0,2013SJ00
GM0758 ,7690.0,2014SJ00
GM0758 ,7760.0,2015SJ00
GM0758 ,7690.0,2016SJ00
GM0758 ,7570.0,2017SJ00
GM0758 ,7460.0,2018SJ00
GM0758 ,7370.0,2019SJ00
GM0758 ,7230.0,2020SJ00
GM0758 ,7170.0,2021SJ00
GM0758 ,7060.0,2022SJ00
GM0758 ,7010.0,2023SJ00
GM0501 ,700.0,2011SJ00
GM0501 ,680.0,2012SJ00
GM0501 ,650.0,2013SJ00
GM0501 ,630.0,2014SJ00
GM0501 ,630.0,2015SJ00
GM0501 ,630.0,2016SJ00
GM0501 ,630.0,2017SJ00
GM0501 ,630.0,2018SJ00
GM0501 ,660.0,2019SJ00
GM0501 ,650.0,2020SJ00
GM0501 ,680.0,2021SJ00
GM0501 ,670.0,2022SJ00
GM0501 ,,2023SJ00
GM1876 ,1870.0,2011SJ00
GM1876 ,1780.0,2012SJ00
GM1876 ,1700.0,2013SJ00
GM1876 ,1580.0,2014SJ00
GM1876 ,1530.0,2015SJ00
GM1876 ,1460.0,2016SJ00
GM1876 ,1380.0,2017SJ00
GM1876 ,1310.0,2018SJ00
GM1876 ,1240.0,2019SJ00
GM1876 ,1220.0,2020SJ00
GM1876 ,1160.0,2021SJ00
GM1876 ,1150.0,2022SJ00
GM1876 ,1110.0,2023SJ00
GM0213 ,940.0,2011SJ00
GM0213 ,890.0,2012SJ00
GM0213 ,860.0,2013SJ00
GM0213 ,850.0,2014SJ00
GM0213 ,770.0,2015SJ00
GM0213 ,740.0,2016SJ00
GM0213 ,710.0,2017SJ00
GM0213 ,710.0,2018SJ00
GM0213 ,710.0,2019SJ00
GM0213 ,710.0,2020SJ00
GM0213 ,680.0,2021SJ00
GM0213 ,690.0,2022SJ00
GM0213 ,720.0,2023SJ00
GM0899 ,1100.0,2011SJ00
GM0899 ,1090.0,2012SJ00
GM0899 ,1060.0,2013SJ00
GM0899 ,1040.0,2014SJ00
GM0899 ,1040.0,2015SJ00
GM0899 ,1020.0,2016SJ00
GM0899 ,970.0,2017SJ00
GM0899 ,940.0,2018SJ00
GM0899 ,900.0,2019SJ00
GM0899 ,890.0,2020SJ00
GM0899 ,900.0,2021SJ00
GM0899 ,910.0,2022SJ00
GM0899 ,860.0,2023SJ00
GM0312 ,730.0,2011SJ00
GM0312 ,710.0,2012SJ00
GM0312 ,710.0,2013SJ00
GM0312 ,690.0,2014SJ00
GM0312 ,700.0,2015SJ00
GM0312 ,690.0,2016SJ00
GM0312 ,700.0,2017SJ00
GM0312 ,690.0,2018SJ00
GM0312 ,720.0,2019SJ00
GM0312 ,760.0,2020SJ00
GM0312 ,750.0,2021SJ00
GM0312 ,760.0,2022SJ00
GM0312 ,730.0,2023SJ00
GM0313 ,1120.0,2011SJ00
GM0313 ,1120.0,2012SJ00
GM0313 ,1110.0,2013SJ00
GM0313 ,1120.0,2014SJ00
GM0313 ,1120.0,2015SJ00
GM0313 ,1120.0,2016SJ00
GM0313 ,1090.0,2017SJ00
GM0313 ,1090.0,2018SJ00
GM0313 ,1100.0,2019SJ00
GM0313 ,1080.0,2020SJ00
GM0313 ,1070.0,2021SJ00
GM0313 ,1080.0,2022SJ00
GM0313 ,1080.0,2023SJ00
GM0214 ,1300.0,2011SJ00
GM0214 ,1250.0,2012SJ00
GM0214 ,1230.0,2013SJ00
GM0214 ,1200.0,2014SJ00
GM0214 ,1190.0,2015SJ00
GM0214 ,1150.0,2016SJ00
GM0214 ,1130.0,2017SJ00
GM0214 ,1100.0,2018SJ00
GM0214 ,1090.0,2019SJ00
GM0214 ,1110.0,2020SJ00
GM0214 ,1090.0,2021SJ00
GM0214 ,1060.0,2022SJ00
GM0214 ,1040.0,2023SJ00
GM0381 ,1740.0,2011SJ00
GM0381 ,1720.0,2012SJ00
GM0381 ,1720.0,2013SJ00
GM0381 ,1720.0,2014SJ00
GM0381 ,1700.0,2015SJ00
GM0381 ,,2016SJ00
GM0381 ,,2017SJ00
GM0381 ,,2018SJ00
GM0381 ,,2019SJ00
GM0381 ,,2020SJ00
GM0381 ,,2021SJ00
GM0381 ,,2022SJ00
GM0381 ,,2023SJ00
GM0502 ,2870.0,2011SJ00
GM0502 ,2860.0,2012SJ00
GM0502 ,2850.0,2013SJ00
GM0502 ,2890.0,2014SJ00
GM0502 ,2910.0,2015SJ00
GM0502 ,2850.0,2016SJ00
GM0502 ,2850.0,2017SJ00
GM0502 ,2840.0,2018SJ00
GM0502 ,2850.0,2019SJ00
GM0502 ,2870.0,2020SJ00
GM0502 ,2790.0,2021SJ00
GM0502 ,2780.0,2022SJ00
GM0502 ,2730.0,2023SJ00
GM0383 ,1580.0,2011SJ00
GM0383 ,1510.0,2012SJ00
GM0383 ,1460.0,2013SJ00
GM0383 ,1400.0,2014SJ00
GM0383 ,1360.0,2015SJ00
GM0383 ,1350.0,2016SJ00
GM0383 ,1330.0,2017SJ00
GM0383 ,1320.0,2018SJ00
GM0383 ,1350.0,2019SJ00
GM0383 ,1330.0,2020SJ00
GM0383 ,1350.0,2021SJ00
GM0383 ,1340.0,2022SJ00
GM0383 ,1310.0,2023SJ00
GM0109 ,1700.0,2011SJ00
GM0109 ,1640.0,2012SJ00
GM0109 ,1600.0,2013SJ00
GM0109 ,1500.0,2014SJ00
GM0109 ,1420.0,2015SJ00
GM0109 ,1380.0,2016SJ00
GM0109 ,1340.0,2017SJ00
GM0109 ,1330.0,2018SJ00
GM0109 ,1330.0,2019SJ00
GM0109 ,1300.0,2020SJ00
GM0109 ,1310.0,2021SJ00
GM0109 ,1300.0,2022SJ00
GM0109 ,1280.0,2023SJ00
GM1706 ,810.0,2011SJ00
GM1706 ,790.0,2012SJ00
GM1706 ,750.0,2013SJ00
GM1706 ,820.0,2014SJ00
GM1706 ,790.0,2015SJ00
GM1706 ,750.0,2016SJ00
GM1706 ,790.0,2017SJ00
GM1706 ,730.0,2018SJ00
GM1706 ,800.0,2019SJ00
GM1706 ,780.0,2020SJ00
GM1706 ,740.0,2021SJ00
GM1706 ,740.0,2022SJ00
GM1706 ,700.0,2023SJ00
GM0611 ,560.0,2011SJ00
GM0611 ,560.0,2012SJ00
GM0611 ,530.0,2013SJ00
GM0611 ,530.0,2014SJ00
GM0611 ,510.0,2015SJ00
GM0611 ,490.0,2016SJ00
GM0611 ,480.0,2017SJ00
GM0611 ,480.0,2018SJ00
GM0611 ,,2019SJ00
GM0611 ,,2020SJ00
GM0611 ,,2021SJ00
GM0611 ,,2022SJ00
GM0611 ,,2023SJ00
GM1684 ,1160.0,2011SJ00
GM1684 ,1120.0,2012SJ00
GM1684 ,1080.0,2013SJ00
GM1684 ,1070.0,2014SJ00
GM1684 ,1050.0,2015SJ00
GM1684 ,1010.0,2016SJ00
GM1684 ,970.0,2017SJ00
GM1684 ,970.0,2018SJ00
GM1684 ,980.0,2019SJ00
GM1684 ,970.0,2020SJ00
GM1684 ,960.0,2021SJ00
GM1684 ,,2022SJ00
GM1684 ,,2023SJ00
GM0216 ,1460.0,2011SJ00
GM0216 ,1410.0,2012SJ00
GM0216 ,1360.0,2013SJ00
GM0216 ,1340.0,2014SJ00
GM0216 ,1270.0,2015SJ00
GM0216 ,1210.0,2016SJ00
GM0216 ,1200.0,2017SJ00
GM0216 ,1200.0,2018SJ00
GM0216 ,1210.0,2019SJ00
GM0216 ,1210.0,2020SJ00
GM0216 ,1200.0,2021SJ00
GM0216 ,1190.0,2022SJ00
GM0216 ,1220.0,2023SJ00
GM0148 ,1500.0,2011SJ00
GM0148 ,1450.0,2012SJ00
GM0148 ,1390.0,2013SJ00
GM0148 ,1310.0,2014SJ00
GM0148 ,1270.0,2015SJ00
GM0148 ,1260.0,2016SJ00
GM0148 ,1250.0,2017SJ00
GM0148 ,1230.0,2018SJ00
GM0148 ,1210.0,2019SJ00
GM0148 ,1250.0,2020SJ00
GM0148 ,1290.0,2021SJ00
GM0148 ,1320.0,2022SJ00
GM0148 ,1310.0,2023SJ00
GM1891 ,940.0,2011SJ00
GM1891 ,910.0,2012SJ00
GM1891 ,880.0,2013SJ00
GM1891 ,870.0,2014SJ00
GM1891 ,860.0,2015SJ00
