RegioS,Werkloosheidspercentage_13,Perioden
GM0285,5.4,2013JJ00
GM0285,5.9,2014JJ00
GM0285,6.1,2015JJ00
GM0285,5.4,2016JJ00
GM0285,4.2,2017JJ00
GM0285,3.7,2018JJ00
GM0285,2.8,2019JJ00
GM0285,2.6,2020JJ00
GM0285,2.1,2021JJ00
GM0285,1.9,2022JJ00
GM0285,1.7,2023JJ00
GM0865,5.4,2013JJ00
GM0865,6.2,2014JJ00
GM0865,6.0,2015JJ00
GM0865,5.3,2016JJ00
GM0865,4.5,2017JJ00
GM0865,3.6,2018JJ00
GM0865,3.2,2019JJ00
GM0865,2.8,2020JJ00
GM0865,2.2,2021JJ00
GM0865,2.2,2022JJ00
GM0865,1.9,2023JJ00
GM1949,6.7,2013JJ00
GM1949,7.6,2014JJ00
GM1949,7.7,2015JJ00
GM1949,6.8,2016JJ00
GM1949,5.5,2017JJ00
GM1949,4.3,2018JJ00
GM1949,3.3,2019JJ00
GM1949,3.5,2020JJ00
GM1949,2.7,2021JJ00
GM1949,2.3,2022JJ00
GM1949,2.2,2023JJ00
GM0866,6.2,2013JJ00
GM0866,6.9,2014JJ00
GM0866,6.8,2015JJ00
GM0866,5.8,2016JJ00
GM0866,4.5,2017JJ00
GM0866,3.8,2018JJ00
GM0866,2.9,2019JJ00
GM0866,3.1,2020JJ00
GM0866,2.6,2021JJ00
GM0866,2.0,2022JJ00
GM0866,2.0,2023JJ00
GM0867,6.5,2013JJ00
GM0867,7.3,2014JJ00
GM0867,7.8,2015JJ00
GM0867,6.5,2016JJ00
GM0867,5.3,2017JJ00
GM0867,4.2,2018JJ00
GM0867,3.8,2019JJ00
GM0867,3.3,2020JJ00
GM0867,2.5,2021JJ00
GM0867,2.2,2022JJ00
GM0867,2.2,2023JJ00
GM0627,5.8,2013JJ00
GM0627,6.7,2014JJ00
GM0627,6.4,2015JJ00
GM0627,5.6,2016JJ00
GM0627,4.8,2017JJ00
GM0627,4.1,2018JJ00
GM0627,3.0,2019JJ00
GM0627,3.0,2020JJ00
GM0627,2.3,2021JJ00
GM0627,2.1,2022JJ00
GM0627,1.8,2023JJ00
GM0289,5.9,2013JJ00
GM0289,6.8,2014JJ00
GM0289,6.7,2015JJ00
GM0289,5.8,2016JJ00
GM0289,4.9,2017JJ00
GM0289,4.3,2018JJ00
GM0289,3.2,2019JJ00
GM0289,2.8,2020JJ00
GM0289,2.5,2021JJ00
GM0289,2.1,2022JJ00
GM0289,1.8,2023JJ00
GM0629,6.1,2013JJ00
GM0629,6.3,2014JJ00
GM0629,6.2,2015JJ00
GM0629,5.3,2016JJ00
GM0629,4.5,2017JJ00
GM0629,3.9,2018JJ00
GM0629,3.1,2019JJ00
GM0629,3.0,2020JJ00
GM0629,2.6,2021JJ00
GM0629,2.0,2022JJ00
GM0629,1.8,2023JJ00
GM0852,5.2,2013JJ00
GM0852,5.2,2014JJ00
GM0852,5.5,2015JJ00
GM0852,4.7,2016JJ00
GM0852,4.2,2017JJ00
GM0852,3.9,2018JJ00
GM0852,2.7,2019JJ00
GM0852,2.8,2020JJ00
GM0852,2.3,2021JJ00
GM0852,2.0,2022JJ00
GM0852,1.8,2023JJ00
GM0988,6.8,2013JJ00
GM0988,6.7,2014JJ00
GM0988,6.8,2015JJ00
GM0988,6.3,2016JJ00
GM0988,5.5,2017JJ00
GM0988,4.6,2018JJ00
GM0988,3.6,2019JJ00
GM0988,3.7,2020JJ00
GM0988,2.7,2021JJ00
GM0988,2.6,2022JJ00
GM0988,2.1,2023JJ00
GM1960,5.6,2013JJ00
GM1960,6.3,2014JJ00
GM1960,5.8,2015JJ00
GM1960,4.7,2016JJ00
GM1960,3.9,2017JJ00
GM1960,3.4,2018JJ00
GM1960,2.6,2019JJ00
GM1960,2.5,2020JJ00
GM1960,2.4,2021JJ00
GM1960,1.8,2022JJ00
GM1960,1.5,2023JJ00
GM0668,6.0,2013JJ00
GM0668,6.9,2014JJ00
GM0668,6.5,2015JJ00
GM0668,5.6,2016JJ00
GM0668,4.4,2017JJ00
GM0668,3.9,2018JJ00
GM0668,3.0,2019JJ00
GM0668,2.9,2020JJ00
GM0668,2.5,2021JJ00
GM0668,2.0,2022JJ00
GM0668,1.8,2023JJ00
GM1969,6.3,2013JJ00
GM1969,6.8,2014JJ00
GM1969,7.0,2015JJ00
GM1969,6.0,2016JJ00
GM1969,4.9,2017JJ00
GM1969,4.1,2018JJ00
GM1969,3.6,2019JJ00
GM1969,3.1,2020JJ00
GM1969,2.8,2021JJ00
GM1969,2.1,2022JJ00
GM1969,1.7,2023JJ00
GM1701,6.9,2013JJ00
GM1701,6.7,2014JJ00
GM1701,7.3,2015JJ00
GM1701,6.2,2016JJ00
GM1701,5.1,2017JJ00
GM1701,4.0,2018JJ00
GM1701,3.1,2019JJ00
GM1701,3.2,2020JJ00
GM1701,2.3,2021JJ00
GM1701,2.1,2022JJ00
GM1701,1.7,2023JJ00
GM0293,7.7,2013JJ00
GM0293,8.5,2014JJ00
GM0293,8.6,2015JJ00
GM0293,7.4,2016JJ00
GM0293,6.3,2017JJ00
GM0293,4.9,2018JJ00
GM0293,3.9,2019JJ00
GM0293,3.5,2020JJ00
GM0293,2.9,2021JJ00
GM0293,2.5,2022JJ00
GM0293,2.2,2023JJ00
GM1950,7.3,2013JJ00
GM1950,7.9,2014JJ00
GM1950,8.2,2015JJ00
GM1950,7.4,2016JJ00
GM1950,6.1,2017JJ00
GM1950,5.0,2018JJ00
GM1950,4.2,2019JJ00
GM1950,3.9,2020JJ00
GM1950,3.0,2021JJ00
GM1950,2.5,2022JJ00
GM1950,2.0,2023JJ00
GM1783,5.5,2013JJ00
GM1783,6.0,2014JJ00
GM1783,5.8,2015JJ00
GM1783,5.1,2016JJ00
GM1783,4.2,2017JJ00
GM1783,3.6,2018JJ00
GM1783,2.8,2019JJ00
GM1783,2.4,2020JJ00
GM1783,2.3,2021JJ00
GM1783,1.8,2022JJ00
GM1783,1.5,2023JJ00
GM0098,7.2,2013JJ00
GM0098,7.9,2014JJ00
GM0098,7.6,2015JJ00
GM0098,6.7,2016JJ00
GM0098,5.4,2017JJ00
GM0098,4.3,2018JJ00
GM0098,3.3,2019JJ00
GM0098,3.3,2020JJ00
GM0098,2.9,2021JJ00
GM0098,2.4,2022JJ00
GM0098,2.2,2023JJ00
GM0189,5.8,2013JJ00
GM0189,6.2,2014JJ00
GM0189,6.1,2015JJ00
GM0189,5.7,2016JJ00
GM0189,4.1,2017JJ00
GM0189,3.5,2018JJ00
GM0189,2.9,2019JJ00
GM0189,2.6,2020JJ00
GM0189,2.1,2021JJ00
GM0189,1.8,2022JJ00
GM0189,1.6,2023JJ00
GM0296,6.4,2013JJ00
GM0296,6.9,2014JJ00
GM0296,7.3,2015JJ00
GM0296,6.0,2016JJ00
GM0296,4.9,2017JJ00
GM0296,4.1,2018JJ00
GM0296,3.5,2019JJ00
GM0296,3.1,2020JJ00
GM0296,2.7,2021JJ00
GM0296,2.1,2022JJ00
GM0296,1.8,2023JJ00
GM1696,5.6,2013JJ00
GM1696,6.1,2014JJ00
GM1696,6.1,2015JJ00
GM1696,5.0,2016JJ00
GM1696,4.5,2017JJ00
GM1696,3.8,2018JJ00
GM1696,2.9,2019JJ00
GM1696,3.0,2020JJ00
GM1696,2.6,2021JJ00
GM1696,2.2,2022JJ00
GM1696,1.8,2023JJ00
GM0352,5.7,2013JJ00
GM0352,5.5,2014JJ00
GM0352,5.8,2015JJ00
GM0352,4.7,2016JJ00
GM0352,4.3,2017JJ00
GM0352,3.8,2018JJ00
GM0352,3.0,2019JJ00
GM0352,2.8,2020JJ00
GM0352,2.4,2021JJ00
GM0352,2.0,2022JJ00
GM0352,1.7,2023JJ00
GM0294,6.7,2013JJ00
GM0294,7.6,2014JJ00
GM0294,7.4,2015JJ00
GM0294,5.9,2016JJ00
GM0294,4.9,2017JJ00
GM0294,4.1,2018JJ00
GM0294,3.4,2019JJ00
GM0294,3.0,2020JJ00
GM0294,2.4,2021JJ00
GM0294,2.1,2022JJ00
GM0294,1.8,2023JJ00
GM0873,5.9,2013JJ00
GM0873,6.5,2014JJ00
GM0873,6.9,2015JJ00
GM0873,6.2,2016JJ00
GM0873,4.8,2017JJ00
GM0873,3.8,2018JJ00
GM0873,3.3,2019JJ00
GM0873,3.3,2020JJ00
GM0873,2.7,2021JJ00
GM0873,2.2,2022JJ00
GM0873,1.9,2023JJ00
GM0632,5.2,2013JJ00
GM0632,5.8,2014JJ00
GM0632,5.8,2015JJ00
GM0632,5.6,2016JJ00
GM0632,4.1,2017JJ00
GM0632,3.5,2018JJ00
GM0632,3.0,2019JJ00
GM0632,2.8,2020JJ00
GM0632,2.8,2021JJ00
GM0632,1.8,2022JJ00
GM0632,1.7,2023JJ00
GM1690,5.6,2013JJ00
GM1690,5.9,2014JJ00
GM1690,5.9,2015JJ00
GM1690,5.0,2016JJ00
GM1690,4.2,2017JJ00
GM1690,3.4,2018JJ00
GM1690,2.5,2019JJ00
GM1690,2.7,2020JJ00
GM1690,2.2,2021JJ00
GM1690,1.9,2022JJ00
GM1690,1.5,2023JJ00
GM0880,5.7,2013JJ00
GM0880,6.0,2014JJ00
GM0880,6.0,2015JJ00
GM0880,5.1,2016JJ00
GM0880,4.3,2017JJ00
GM0880,3.8,2018JJ00
GM0880,2.8,2019JJ00
GM0880,2.6,2020JJ00
GM0880,2.0,2021JJ00
GM0880,2.1,2022JJ00
GM0880,1.8,2023JJ00
GM0351,5.2,2013JJ00
GM0351,6.0,2014JJ00
GM0351,6.0,2015JJ00
GM0351,5.3,2016JJ00
GM0351,4.1,2017JJ00
GM0351,3.4,2018JJ00
GM0351,2.7,2019JJ00
GM0351,2.4,2020JJ00
GM0351,1.9,2021JJ00
GM0351,1.6,2022JJ00
GM0351,1.5,2023JJ00
GM0479,7.4,2013JJ00
GM0479,7.4,2014JJ00
GM0479,7.1,2015JJ00
GM0479,6.7,2016JJ00
GM0479,5.5,2017JJ00
GM0479,4.5,2018JJ00
GM0479,3.5,2019JJ00
GM0479,3.6,2020JJ00
GM0479,3.5,2021JJ00
GM0479,2.5,2022JJ00
GM0479,2.3,2023JJ00
GM0297,5.8,2013JJ00
GM0297,6.7,2014JJ00
GM0297,6.5,2015JJ00
GM0297,4.9,2016JJ00
GM0297,4.2,2017JJ00
GM0297,3.4,2018JJ00
GM0297,2.7,2019JJ00
GM0297,2.7,2020JJ00
GM0297,2.3,2021JJ00
GM0297,1.9,2022JJ00
GM0297,1.8,2023JJ00
GM0473,7.1,2013JJ00
GM0473,7.5,2014JJ00
GM0473,7.3,2015JJ00
GM0473,6.6,2016JJ00
GM0473,5.8,2017JJ00
GM0473,4.7,2018JJ00
GM0473,3.8,2019JJ00
GM0473,3.7,2020JJ00
GM0473,3.1,2021JJ00
GM0473,2.9,2022JJ00
GM0473,2.5,2023JJ00
GM0050,5.7,2013JJ00
GM0050,6.0,2014JJ00
GM0050,6.5,2015JJ00
GM0050,5.5,2016JJ00
GM0050,4.4,2017JJ00
GM0050,3.6,2018JJ00
GM0050,2.8,2019JJ00
GM0050,2.7,2020JJ00
GM0050,2.3,2021JJ00
GM0050,1.8,2022JJ00
GM0050,1.8,2023JJ00
GM0355,6.3,2013JJ00
GM0355,6.4,2014JJ00
GM0355,6.2,2015JJ00
GM0355,5.7,2016JJ00
GM0355,4.7,2017JJ00
GM0355,4.3,2018JJ00
GM0355,3.2,2019JJ00
GM0355,3.2,2020JJ00
GM0355,2.4,2021JJ00
GM0355,2.2,2022JJ00
GM0355,2.0,2023JJ00
GM0299,7.3,2013JJ00
GM0299,8.0,2014JJ00
GM0299,7.6,2015JJ00
GM0299,6.9,2016JJ00
GM0299,5.7,2017JJ00
GM0299,4.6,2018JJ00
GM0299,3.7,2019JJ00
GM0299,3.5,2020JJ00
GM0299,2.9,2021JJ00
GM0299,2.8,2022JJ00
GM0299,2.2,2023JJ00
GM0637,7.4,2013JJ00
GM0637,8.5,2014JJ00
GM0637,8.2,2015JJ00
GM0637,7.0,2016JJ00
GM0637,5.9,2017JJ00
GM0637,4.9,2018JJ00
GM0637,4.2,2019JJ00
GM0637,3.7,2020JJ00
GM0637,3.9,2021JJ00
GM0637,2.7,2022JJ00
GM0637,2.4,2023JJ00
GM0638,4.9,2013JJ00
GM0638,5.4,2014JJ00
GM0638,5.1,2015JJ00
GM0638,4.6,2016JJ00
GM0638,3.8,2017JJ00
GM0638,3.1,2018JJ00
GM0638,2.4,2019JJ00
GM0638,2.3,2020JJ00
GM0638,2.0,2021JJ00
GM0638,1.8,2022JJ00
GM0638,1.5,2023JJ00
GM1892,5.7,2013JJ00
GM1892,6.4,2014JJ00
GM1892,6.4,2015JJ00
GM1892,5.4,2016JJ00
GM1892,4.2,2017JJ00
GM1892,3.6,2018JJ00
GM1892,2.9,2019JJ00
GM1892,2.9,2020JJ00
GM1892,2.4,2021JJ00
GM1892,1.9,2022JJ00
GM1892,1.7,2023JJ00
GM0879,5.5,2013JJ00
GM0879,6.1,2014JJ00
GM0879,6.0,2015JJ00
GM0879,5.1,2016JJ00
GM0879,4.2,2017JJ00
GM0879,3.8,2018JJ00
GM0879,3.0,2019JJ00
GM0879,2.9,2020JJ00
GM0879,2.2,2021JJ00
GM0879,2.0,2022JJ00
GM0879,1.7,2023JJ00
GM0301,7.9,2013JJ00
GM0301,9.5,2014JJ00
GM0301,9.0,2015JJ00
GM0301,8.2,2016JJ00
GM0301,6.2,2017JJ00
GM0301,5.8,2018JJ00
GM0301,3.5,2019JJ00
GM0301,3.6,2020JJ00
GM0301,2.9,2021JJ00
GM0301,2.5,2022JJ00
GM0301,2.3,2023JJ00
GM1896,5.3,2013JJ00
GM1896,5.7,2014JJ00
GM1896,5.6,2015JJ00
GM1896,4.8,2016JJ00
GM1896,4.3,2017JJ00
GM1896,3.5,2018JJ00
GM1896,2.6,2019JJ00
GM1896,2.5,2020JJ00
GM1896,1.8,2021JJ00
GM1896,1.6,2022JJ00
GM1896,1.5,2023JJ00
GM0642,6.3,2013JJ00
GM0642,6.9,2014JJ00
GM0642,7.5,2015JJ00
GM0642,6.3,2016JJ00
GM0642,5.1,2017JJ00
GM0642,4.8,2018JJ00
GM0642,4.0,2019JJ00
GM0642,3.7,2020JJ00
GM0642,2.9,2021JJ00
GM0642,2.4,2022JJ00
GM0642,2.1,2023JJ00
GM0193,6.3,2013JJ00
GM0193,6.9,2014JJ00
GM0193,7.6,2015JJ00
GM0193,7.2,2016JJ00
GM0193,5.2,2017JJ00
GM0193,4.7,2018JJ00
GM0193,3.7,2019JJ00
GM0193,3.3,2020JJ00
GM0193,2.5,2021JJ00
GM0193,2.3,2022JJ00
GM0193,2.4,2023JJ00
AM01  ,7.1,2013JJ00
AM01  ,7.6,2014JJ00
AM01  ,8.4,2015JJ00
AM01  ,7.3,2016JJ00
AM01  ,5.9,2017JJ00
AM01  ,5.1,2018JJ00
AM01  ,4.3,2019JJ00
AM01  ,3.6,2020JJ00
AM01  ,3.2,2021JJ00
AM01  ,2.6,2022JJ00
AM01  ,2.0,2023JJ00
AM02  ,7.5,2013JJ00
AM02  ,8.1,2014JJ00
AM02  ,7.9,2015JJ00
AM02  ,7.1,2016JJ00
AM02  ,5.9,2017JJ00
AM02  ,4.9,2018JJ00
AM02  ,3.5,2019JJ00
AM02  ,3.4,2020JJ00
AM02  ,3.2,2021JJ00
AM02  ,2.6,2022JJ00
AM02  ,2.4,2023JJ00
AM03  ,7.3,2013JJ00
AM03  ,7.5,2014JJ00
AM03  ,7.8,2015JJ00
AM03  ,6.9,2016JJ00
AM03  ,6.1,2017JJ00
AM03  ,4.9,2018JJ00
AM03  ,3.4,2019JJ00
AM03  ,3.6,2020JJ00
AM03  ,2.4,2021JJ00
AM03  ,2.3,2022JJ00
AM03  ,1.8,2023JJ00
AM05  ,7.2,2013JJ00
AM05  ,7.7,2014JJ00
AM05  ,7.6,2015JJ00
AM05  ,7.3,2016JJ00
AM05  ,5.6,2017JJ00
AM05  ,4.5,2018JJ00
AM05  ,3.5,2019JJ00
AM05  ,3.3,2020JJ00
AM05  ,2.7,2021JJ00
AM05  ,2.4,2022JJ00
AM05  ,2.2,2023JJ00
AM06  ,6.2,2013JJ00
AM06  ,7.3,2014JJ00
AM06  ,7.0,2015JJ00
AM06  ,6.4,2016JJ00
AM06  ,5.0,2017JJ00
AM06  ,4.4,2018JJ00
AM06  ,3.2,2019JJ00
AM06  ,3.1,2020JJ00
AM06  ,2.5,2021JJ00
AM06  ,2.2,2022JJ00
AM06  ,1.9,2023JJ00
AM07  ,7.6,2013JJ00
AM07  ,8.8,2014JJ00
AM07  ,8.4,2015JJ00
AM07  ,7.1,2016JJ00
AM07  ,6.0,2017JJ00
AM07  ,4.9,2018JJ00
AM07  ,4.0,2019JJ00
AM07  ,3.4,2020JJ00
AM07  ,3.5,2021JJ00
AM07  ,2.5,2022JJ00
AM07  ,2.1,2023JJ00
AM08  ,7.6,2013JJ00
AM08  ,8.3,2014JJ00
AM08  ,7.9,2015JJ00
AM08  ,6.9,2016JJ00
AM08  ,5.5,2017JJ00
AM08  ,5.0,2018JJ00
AM08  ,3.9,2019JJ00
AM08  ,3.4,2020JJ00
AM08  ,3.6,2021JJ00
AM08  ,2.4,2022JJ00
AM08  ,2.0,2023JJ00
AM09  ,6.4,2013JJ00
AM09  ,7.3,2014JJ00
AM09  ,6.9,2015JJ00
AM09  ,6.0,2016JJ00
AM09  ,4.8,2017JJ00
AM09  ,3.9,2018JJ00
AM09  ,3.0,2019JJ00
AM09  ,2.8,2020JJ00
AM09  ,2.3,2021JJ00
AM09  ,1.9,2022JJ00
AM09  ,1.7,2023JJ00
AM10  ,6.1,2013JJ00
AM10  ,6.9,2014JJ00
AM10  ,6.5,2015JJ00
AM10  ,5.5,2016JJ00
AM10  ,4.5,2017JJ00
AM10  ,3.8,2018JJ00
AM10  ,3.0,2019JJ00
AM10  ,2.8,2020JJ00
AM10  ,2.5,2021JJ00
AM10  ,2.0,2022JJ00
AM10  ,1.8,2023JJ00
AM11  ,7.6,2013JJ00
AM11  ,8.7,2014JJ00
AM11  ,7.8,2015JJ00
AM11  ,7.3,2016JJ00
AM11  ,5.9,2017JJ00
AM11  ,4.8,2018JJ00
AM11  ,3.5,2019JJ00
AM11  ,3.3,2020JJ00
AM11  ,3.7,2021JJ00
AM11  ,2.5,2022JJ00
AM11  ,2.1,2023JJ00
AM12  ,6.5,2013JJ00
AM12  ,7.1,2014JJ00
AM12  ,6.8,2015JJ00
AM12  ,5.9,2016JJ00
AM12  ,5.0,2017JJ00
AM12  ,4.3,2018JJ00
AM12  ,3.3,2019JJ00
AM12  ,3.2,2020JJ00
AM12  ,2.8,2021JJ00
AM12  ,2.3,2022JJ00
AM12  ,2.1,2023JJ00
AM13  ,6.1,2013JJ00
AM13  ,7.0,2014JJ00
AM13  ,7.0,2015JJ00
AM13  ,6.0,2016JJ00
AM13  ,4.9,2017JJ00
AM13  ,4.3,2018JJ00
AM13  ,3.2,2019JJ00
AM13  ,3.1,2020JJ00
AM13  ,2.7,2021JJ00
AM13  ,2.2,2022JJ00
AM13  ,2.0,2023JJ00
AM14  ,5.9,2013JJ00
AM14  ,6.8,2014JJ00
AM14  ,6.9,2015JJ00
AM14  ,5.6,2016JJ00
AM14  ,4.6,2017JJ00
AM14  ,3.8,2018JJ00
AM14  ,3.0,2019JJ00
AM14  ,2.9,2020JJ00
AM14  ,2.6,2021JJ00
AM14  ,2.1,2022JJ00
AM14  ,1.9,2023JJ00
AM15  ,6.1,2013JJ00
AM15  ,6.4,2014JJ00
AM15  ,6.1,2015JJ00
AM15  ,5.5,2016JJ00
AM15  ,4.8,2017JJ00
AM15  ,4.0,2018JJ00
AM15  ,3.2,2019JJ00
AM15  ,2.9,2020JJ00
AM15  ,2.4,2021JJ00
AM15  ,2.1,2022JJ00
AM15  ,1.9,2023JJ00
AM17  ,6.5,2013JJ00
AM17  ,6.7,2014JJ00
AM17  ,6.5,2015JJ00
AM17  ,6.0,2016JJ00
AM17  ,5.0,2017JJ00
AM17  ,4.3,2018JJ00
AM17  ,3.2,2019JJ00
AM17  ,3.2,2020JJ00
AM17  ,3.1,2021JJ00
AM17  ,2.3,2022JJ00
AM17  ,2.0,2023JJ00
AM18  ,8.0,2013JJ00
AM18  ,8.0,2014JJ00
AM18  ,8.3,2015JJ00
AM18  ,6.9,2016JJ00
AM18  ,6.0,2017JJ00
AM18  ,5.4,2018JJ00
AM18  ,4.3,2019JJ00
AM18  ,4.3,2020JJ00
AM18  ,4.2,2021JJ00
AM18  ,3.4,2022JJ00
AM18  ,3.1,2023JJ00
AM19  ,5.8,2013JJ00
AM19  ,6.1,2014JJ00
AM19  ,6.0,2015JJ00
AM19  ,5.5,2016JJ00
AM19  ,4.5,2017JJ00
AM19  ,3.8,2018JJ00
AM19  ,3.1,2019JJ00
AM19  ,3.0,2020JJ00
AM19  ,2.7,2021JJ00
AM19  ,2.2,2022JJ00
AM19  ,1.9,2023JJ00
AM20  ,6.3,2013JJ00
AM20  ,6.7,2014JJ00
AM20  ,6.6,2015JJ00
AM20  ,5.8,2016JJ00
AM20  ,4.7,2017JJ00
AM20  ,4.0,2018JJ00
AM20  ,3.4,2019JJ00
AM20  ,3.0,2020JJ00
AM20  ,2.7,2021JJ00
AM20  ,2.1,2022JJ00
AM20  ,1.8,2023JJ00
AM21  ,8.4,2013JJ00
AM21  ,9.2,2014JJ00
AM21  ,9.3,2015JJ00
AM21  ,8.1,2016JJ00
AM21  ,6.6,2017JJ00
AM21  ,5.4,2018JJ00
AM21  ,4.8,2019JJ00
AM21  ,4.0,2020JJ00
AM21  ,3.8,2021JJ00
AM21  ,2.9,2022JJ00
AM21  ,2.5,2023JJ00
AM22  ,8.9,2013JJ00
AM22  ,9.1,2014JJ00
AM22  ,9.6,2015JJ00
AM22  ,8.6,2016JJ00
AM22  ,6.6,2017JJ00
AM22  ,5.6,2018JJ00
AM22  ,4.8,2019JJ00
AM22  ,4.0,2020JJ00
AM22  ,4.0,2021JJ00
AM22  ,3.1,2022JJ00
AM22  ,2.7,2023JJ00
AM23  ,6.3,2013JJ00
AM23  ,7.0,2014JJ00
AM23  ,6.9,2015JJ00
AM23  ,6.2,2016JJ00
AM23  ,5.0,2017JJ00
AM23  ,4.6,2018JJ00
AM23  ,3.7,2019JJ00
AM23  ,3.4,2020JJ00
AM23  ,3.0,2021JJ00
AM23  ,2.3,2022JJ00
AM23  ,1.9,2023JJ00
AM24  ,5.9,2013JJ00
AM24  ,5.6,2014JJ00
AM24  ,6.1,2015JJ00
AM24  ,4.9,2016JJ00
AM24  ,4.4,2017JJ00
AM24  ,3.9,2018JJ00
AM24  ,3.3,2019JJ00
AM24  ,2.9,2020JJ00
AM24  ,2.6,2021JJ00
AM24  ,1.9,2022JJ00
AM24  ,1.6,2023JJ00
AM25  ,6.6,2013JJ00
AM25  ,7.4,2014JJ00
AM25  ,7.4,2015JJ00
AM25  ,6.4,2016JJ00
AM25  ,5.3,2017JJ00
AM25  ,4.3,2018JJ00
AM25  ,3.7,2019JJ00
AM25  ,3.4,2020JJ00
AM25  ,2.5,2021JJ00
AM25  ,2.4,2022JJ00
AM25  ,2.1,2023JJ00
AM26  ,6.8,2013JJ00
AM26  ,7.5,2014JJ00
AM26  ,7.8,2015JJ00
AM26  ,6.3,2016JJ00
AM26  ,5.2,2017JJ00
AM26  ,4.3,2018JJ00
AM26  ,3.9,2019JJ00
AM26  ,3.4,2020JJ00
AM26  ,2.4,2021JJ00
AM26  ,2.3,2022JJ00
AM26  ,2.3,2023JJ00
AM27  ,6.4,2013JJ00
AM27  ,7.4,2014JJ00
AM27  ,7.1,2015JJ00
AM27  ,6.0,2016JJ00
AM27  ,4.9,2017JJ00
AM27  ,4.1,2018JJ00
AM27  ,3.5,2019JJ00
AM27  ,3.2,2020JJ00
AM27  ,2.2,2021JJ00
AM27  ,2.2,2022JJ00
AM27  ,1.9,2023JJ00
AM28  ,7.2,2013JJ00
AM28  ,8.0,2014JJ00
AM28  ,7.5,2015JJ00
AM28  ,6.5,2016JJ00
AM28  ,5.3,2017JJ00
AM28  ,4.4,2018JJ00
AM28  ,3.7,2019JJ00
AM28  ,3.6,2020JJ00
AM28  ,2.7,2021JJ00
AM28  ,2.3,2022JJ00
AM28  ,2.2,2023JJ00
AM29  ,6.8,2013JJ00
AM29  ,7.4,2014JJ00
AM29  ,7.3,2015JJ00
AM29  ,5.8,2016JJ00
AM29  ,5.2,2017JJ00
AM29  ,4.1,2018JJ00
AM29  ,3.2,2019JJ00
AM29  ,3.6,2020JJ00
AM29  ,2.6,2021JJ00
AM29  ,2.6,2022JJ00
AM29  ,2.0,2023JJ00
AM30  ,7.4,2013JJ00
AM30  ,7.7,2014JJ00
AM30  ,7.7,2015JJ00
AM30  ,6.4,2016JJ00
AM30  ,5.8,2017JJ00
AM30  ,4.7,2018JJ00
AM30  ,3.8,2019JJ00
AM30  ,3.7,2020JJ00
AM30  ,2.8,2021JJ00
AM30  ,2.8,2022JJ00
AM30  ,2.2,2023JJ00
AM32  ,6.7,2013JJ00
AM32  ,7.6,2014JJ00
AM32  ,7.5,2015JJ00
AM32  ,6.3,2016JJ00
AM32  ,5.1,2017JJ00
AM32  ,4.2,2018JJ00
AM32  ,3.7,2019JJ00
AM32  ,3.6,2020JJ00
AM32  ,2.5,2021JJ00
AM32  ,2.3,2022JJ00
AM32  ,2.1,2023JJ00
AM33  ,6.4,2013JJ00
AM33  ,6.8,2014JJ00
AM33  ,6.8,2015JJ00
AM33  ,5.8,2016JJ00
AM33  ,5.1,2017JJ00
AM33  ,4.3,2018JJ00
AM33  ,3.4,2019JJ00
AM33  ,3.4,2020JJ00
AM33  ,2.6,2021JJ00
AM33  ,2.5,2022JJ00
AM33  ,2.1,2023JJ00
AM34  ,6.6,2013JJ00
AM34  ,7.0,2014JJ00
AM34  ,6.9,2015JJ00
AM34  ,6.0,2016JJ00
AM34  ,4.9,2017JJ00
AM34  ,4.1,2018JJ00
AM34  ,3.5,2019JJ00
AM34  ,3.2,2020JJ00
AM34  ,2.9,2021JJ00
AM34  ,2.3,2022JJ00
AM34  ,2.0,2023JJ00
AM35  ,5.7,2013JJ00
AM35  ,6.1,2014JJ00
AM35  ,6.0,2015JJ00
AM35  ,5.5,2016JJ00
AM35  ,4.2,2017JJ00
AM35  ,3.8,2018JJ00
AM35  ,2.9,2019JJ00
AM35  ,2.7,2020JJ00
AM35  ,2.4,2021JJ00
AM35  ,2.0,2022JJ00
AM35  ,1.7,2023JJ00
AM36  ,6.2,2013JJ00
AM36  ,6.5,2014JJ00
AM36  ,6.6,2015JJ00
AM36  ,6.1,2016JJ00
AM36  ,4.7,2017JJ00
AM36  ,4.1,2018JJ00
AM36  ,3.1,2019JJ00
AM36  ,2.9,2020JJ00
AM36  ,2.3,2021JJ00
AM36  ,2.0,2022JJ00
AM36  ,1.9,2023JJ00
AM37  ,6.3,2013JJ00
AM37  ,6.5,2014JJ00
AM37  ,6.8,2015JJ00
AM37  ,5.7,2016JJ00
AM37  ,5.1,2017JJ00
AM37  ,4.2,2018JJ00
AM37  ,3.4,2019JJ00
AM37  ,3.3,2020JJ00
AM37  ,2.9,2021JJ00
AM37  ,2.6,2022JJ00
AM37  ,2.4,2023JJ00
AM38  ,6.3,2013JJ00
AM38  ,6.9,2014JJ00
AM38  ,6.8,2015JJ00
AM38  ,6.0,2016JJ00
AM38  ,4.7,2017JJ00
AM38  ,4.0,2018JJ00
AM38  ,3.0,2019JJ00
AM38  ,2.7,2020JJ00
AM38  ,2.4,2021JJ00
AM38  ,1.9,2022JJ00
AM38  ,1.7,2023JJ00
AM99  ,,2013JJ00
AM99  ,,2014JJ00
