Regiokenmerken,VoortijdigSchoolverlaters_2,Perioden
GM0153 ,140.0,2016SJ00
GM0153 ,120.0,2017SJ00
GM0153 ,120.0,2018SJ00
GM0153 ,130.0,2019SJ00
GM0153 ,100.0,2020SJ00
GM0153 ,180.0,2021SJ00
GM0153 ,160.0,2022SJ00
GM0232 ,20.0,2012SJ00
GM0232 ,20.0,2013SJ00
GM0232 ,20.0,2014SJ00
GM0232 ,20.0,2015SJ00
GM0232 ,20.0,2016SJ00
GM0232 ,30.0,2017SJ00
GM0232 ,20.0,2018SJ00
GM0232 ,20.0,2019SJ00
GM0232 ,20.0,2020SJ00
GM0232 ,30.0,2021SJ00
GM0232 ,20.0,2022SJ00
GM0233 ,20.0,2012SJ00
GM0233 ,20.0,2013SJ00
GM0233 ,10.0,2014SJ00
GM0233 ,20.0,2015SJ00
GM0233 ,20.0,2016SJ00
GM0233 ,10.0,2017SJ00
GM0233 ,10.0,2018SJ00
GM0233 ,10.0,2019SJ00
GM0233 ,10.0,2020SJ00
GM0233 ,30.0,2021SJ00
GM0233 ,30.0,2022SJ00
GM0777 ,30.0,2012SJ00
GM0777 ,30.0,2013SJ00
GM0777 ,20.0,2014SJ00
GM0777 ,20.0,2015SJ00
GM0777 ,30.0,2016SJ00
GM0777 ,30.0,2017SJ00
GM0777 ,20.0,2018SJ00
GM0777 ,20.0,2019SJ00
GM0777 ,30.0,2020SJ00
GM0777 ,30.0,2021SJ00
GM0777 ,30.0,2022SJ00
GM1722 ,10.0,2012SJ00
GM1722 ,0.0,2013SJ00
GM1722 ,10.0,2014SJ00
GM1722 ,10.0,2015SJ00
GM1722 ,10.0,2016SJ00
GM1722 ,0.0,2017SJ00
GM1722 ,10.0,2018SJ00
GM1722 ,,2019SJ00
GM1722 ,,2020SJ00
GM1722 ,,2021SJ00
GM1722 ,,2022SJ00
GM0070 ,10.0,2012SJ00
GM0070 ,10.0,2013SJ00
GM0070 ,10.0,2014SJ00
GM0070 ,10.0,2015SJ00
GM0070 ,10.0,2016SJ00
GM0070 ,10.0,2017SJ00
GM0070 ,,2018SJ00
GM0070 ,,2019SJ00
GM0070 ,,2020SJ00
GM0070 ,,2021SJ00
GM0070 ,,2022SJ00
GM1921 ,,2012SJ00
GM1921 ,,2013SJ00
GM1921 ,20.0,2014SJ00
GM1921 ,10.0,2015SJ00
GM1921 ,,2016SJ00
GM1921 ,,2017SJ00
GM1921 ,,2018SJ00
GM1921 ,,2019SJ00
GM1921 ,,2020SJ00
GM1921 ,,2021SJ00
GM1921 ,,2022SJ00
GM1940 ,,2012SJ00
GM1940 ,,2013SJ00
GM1940 ,,2014SJ00
GM1940 ,,2015SJ00
GM1940 ,20.0,2016SJ00
GM1940 ,20.0,2017SJ00
GM1940 ,20.0,2018SJ00
GM1940 ,20.0,2019SJ00
GM1940 ,40.0,2020SJ00
GM1940 ,20.0,2021SJ00
GM1940 ,40.0,2022SJ00
GM0653 ,0.0,2012SJ00
GM0653 ,10.0,2013SJ00
GM0653 ,,2014SJ00
GM0653 ,,2015SJ00
GM0653 ,,2016SJ00
GM0653 ,,2017SJ00
GM0653 ,,2018SJ00
GM0653 ,,2019SJ00
GM0653 ,,2020SJ00
GM0653 ,,2021SJ00
GM0653 ,,2022SJ00
GM0779 ,10.0,2012SJ00
GM0779 ,10.0,2013SJ00
GM0779 ,10.0,2014SJ00
GM0779 ,10.0,2015SJ00
GM0779 ,10.0,2016SJ00
GM0779 ,10.0,2017SJ00
GM0779 ,10.0,2018SJ00
GM0779 ,10.0,2019SJ00
GM0779 ,10.0,2020SJ00
GM0779 ,20.0,2021SJ00
GM0779 ,20.0,2022SJ00
GM0236 ,10.0,2012SJ00
GM0236 ,20.0,2013SJ00
GM0236 ,10.0,2014SJ00
GM0236 ,20.0,2015SJ00
GM0236 ,10.0,2016SJ00
GM0236 ,10.0,2017SJ00
GM0236 ,10.0,2018SJ00
GM0236 ,,2019SJ00
GM0236 ,,2020SJ00
GM0236 ,,2021SJ00
GM0236 ,,2022SJ00
GM1771 ,20.0,2012SJ00
GM1771 ,30.0,2013SJ00
GM1771 ,20.0,2014SJ00
GM1771 ,30.0,2015SJ00
GM1771 ,30.0,2016SJ00
GM1771 ,30.0,2017SJ00
GM1771 ,30.0,2018SJ00
GM1771 ,20.0,2019SJ00
GM1771 ,30.0,2020SJ00
GM1771 ,50.0,2021SJ00
GM1771 ,30.0,2022SJ00
GM1652 ,20.0,2012SJ00
GM1652 ,20.0,2013SJ00
GM1652 ,20.0,2014SJ00
GM1652 ,20.0,2015SJ00
GM1652 ,20.0,2016SJ00
GM1652 ,10.0,2017SJ00
GM1652 ,10.0,2018SJ00
GM1652 ,20.0,2019SJ00
GM1652 ,10.0,2020SJ00
GM1652 ,10.0,2021SJ00
GM1652 ,20.0,2022SJ00
GM0907 ,10.0,2012SJ00
GM0907 ,10.0,2013SJ00
GM0907 ,0.0,2014SJ00
GM0907 ,10.0,2015SJ00
GM0907 ,10.0,2016SJ00
GM0907 ,10.0,2017SJ00
GM0907 ,10.0,2018SJ00
GM0907 ,10.0,2019SJ00
GM0907 ,10.0,2020SJ00
GM0907 ,10.0,2021SJ00
GM0907 ,10.0,2022SJ00
GM0689 ,10.0,2012SJ00
GM0689 ,10.0,2013SJ00
GM0689 ,10.0,2014SJ00
GM0689 ,10.0,2015SJ00
GM0689 ,10.0,2016SJ00
GM0689 ,10.0,2017SJ00
GM0689 ,10.0,2018SJ00
GM0689 ,,2019SJ00
GM0689 ,,2020SJ00
GM0689 ,,2021SJ00
GM0689 ,,2022SJ00
GM0784 ,20.0,2012SJ00
GM0784 ,20.0,2013SJ00
GM0784 ,10.0,2014SJ00
GM0784 ,10.0,2015SJ00
GM0784 ,10.0,2016SJ00
GM0784 ,20.0,2017SJ00
GM0784 ,10.0,2018SJ00
GM0784 ,10.0,2019SJ00
GM0784 ,10.0,2020SJ00
GM0784 ,20.0,2021SJ00
GM0784 ,20.0,2022SJ00
GM0511 ,0.0,2012SJ00
GM0511 ,,2013SJ00
GM0511 ,,2014SJ00
GM0511 ,,2015SJ00
GM0511 ,,2016SJ00
GM0511 ,,2017SJ00
GM0511 ,,2018SJ00
GM0511 ,,2019SJ00
GM0511 ,,2020SJ00
GM0511 ,,2021SJ00
GM0511 ,,2022SJ00
GM1924 ,,2012SJ00
GM1924 ,20.0,2013SJ00
GM1924 ,20.0,2014SJ00
GM1924 ,30.0,2015SJ00
GM1924 ,20.0,2016SJ00
GM1924 ,20.0,2017SJ00
GM1924 ,10.0,2018SJ00
GM1924 ,20.0,2019SJ00
GM1924 ,20.0,2020SJ00
GM1924 ,30.0,2021SJ00
GM1924 ,30.0,2022SJ00
GM0664 ,40.0,2012SJ00
GM0664 ,20.0,2013SJ00
GM0664 ,30.0,2014SJ00
GM0664 ,30.0,2015SJ00
GM0664 ,20.0,2016SJ00
GM0664 ,20.0,2017SJ00
GM0664 ,20.0,2018SJ00
GM0664 ,20.0,2019SJ00
GM0664 ,20.0,2020SJ00
GM0664 ,40.0,2021SJ00
GM0664 ,20.0,2022SJ00
GM0785 ,20.0,2012SJ00
GM0785 ,20.0,2013SJ00
GM0785 ,10.0,2014SJ00
GM0785 ,10.0,2015SJ00
GM0785 ,20.0,2016SJ00
GM0785 ,20.0,2017SJ00
GM0785 ,20.0,2018SJ00
GM0785 ,10.0,2019SJ00
GM0785 ,10.0,2020SJ00
GM0785 ,20.0,2021SJ00
GM0785 ,20.0,2022SJ00
GM1942 ,,2012SJ00
GM1942 ,,2013SJ00
GM1942 ,,2014SJ00
GM1942 ,,2015SJ00
GM1942 ,40.0,2016SJ00
GM1942 ,40.0,2017SJ00
GM1942 ,30.0,2018SJ00
GM1942 ,30.0,2019SJ00
GM1942 ,30.0,2020SJ00
GM1942 ,40.0,2021SJ00
GM1942 ,40.0,2022SJ00
GM0512 ,40.0,2012SJ00
GM0512 ,40.0,2013SJ00
GM0512 ,20.0,2014SJ00
GM0512 ,20.0,2015SJ00
GM0512 ,30.0,2016SJ00
GM0512 ,30.0,2017SJ00
GM0512 ,30.0,2018SJ00
GM0512 ,20.0,2019SJ00
GM0512 ,30.0,2020SJ00
GM0512 ,30.0,2021SJ00
GM0512 ,50.0,2022SJ00
GM0513 ,60.0,2012SJ00
GM0513 ,50.0,2013SJ00
GM0513 ,60.0,2014SJ00
GM0513 ,50.0,2015SJ00
GM0513 ,50.0,2016SJ00
GM0513 ,60.0,2017SJ00
GM0513 ,60.0,2018SJ00
GM0513 ,40.0,2019SJ00
GM0513 ,50.0,2020SJ00
GM0513 ,50.0,2021SJ00
GM0513 ,50.0,2022SJ00
GM0693 ,0.0,2012SJ00
GM0693 ,,2013SJ00
GM0693 ,,2014SJ00
GM0693 ,,2015SJ00
GM0693 ,,2016SJ00
GM0693 ,,2017SJ00
GM0693 ,,2018SJ00
GM0693 ,,2019SJ00
GM0693 ,,2020SJ00
GM0693 ,,2021SJ00
GM0693 ,,2022SJ00
GM0365 ,10.0,2012SJ00
GM0365 ,0.0,2013SJ00
GM0365 ,0.0,2014SJ00
GM0365 ,,2015SJ00
GM0365 ,,2016SJ00
GM0365 ,,2017SJ00
GM0365 ,,2018SJ00
GM0365 ,,2019SJ00
GM0365 ,,2020SJ00
GM0365 ,,2021SJ00
GM0365 ,,2022SJ00
GM0786 ,0.0,2012SJ00
GM0786 ,10.0,2013SJ00
GM0786 ,0.0,2014SJ00
GM0786 ,10.0,2015SJ00
GM0786 ,10.0,2016SJ00
GM0786 ,10.0,2017SJ00
GM0786 ,10.0,2018SJ00
GM0786 ,0.0,2019SJ00
GM0786 ,0.0,2020SJ00
GM0786 ,10.0,2021SJ00
GM0786 ,,2022SJ00
GM0518 ,500.0,2012SJ00
GM0518 ,510.0,2013SJ00
GM0518 ,490.0,2014SJ00
GM0518 ,450.0,2015SJ00
GM0518 ,440.0,2016SJ00
GM0518 ,440.0,2017SJ00
GM0518 ,430.0,2018SJ00
GM0518 ,310.0,2019SJ00
GM0518 ,310.0,2020SJ00
GM0518 ,430.0,2021SJ00
GM0518 ,470.0,2022SJ00
GM0241 ,10.0,2012SJ00
GM0241 ,10.0,2013SJ00
GM0241 ,10.0,2014SJ00
GM0241 ,10.0,2015SJ00
GM0241 ,,2016SJ00
GM0241 ,,2017SJ00
GM0241 ,,2018SJ00
GM0241 ,,2019SJ00
GM0241 ,,2020SJ00
GM0241 ,,2021SJ00
GM0241 ,,2022SJ00
GM0014 ,160.0,2012SJ00
GM0014 ,140.0,2013SJ00
GM0014 ,120.0,2014SJ00
GM0014 ,120.0,2015SJ00
GM0014 ,120.0,2016SJ00
GM0014 ,140.0,2017SJ00
GM0014 ,140.0,2018SJ00
GM0014 ,100.0,2019SJ00
GM0014 ,140.0,2020SJ00
GM0014 ,200.0,2021SJ00
GM0014 ,200.0,2022SJ00
GM0015 ,10.0,2012SJ00
GM0015 ,10.0,2013SJ00
GM0015 ,0.0,2014SJ00
GM0015 ,10.0,2015SJ00
GM0015 ,10.0,2016SJ00
GM0015 ,0.0,2017SJ00
GM0015 ,0.0,2018SJ00
GM0015 ,,2019SJ00
GM0015 ,,2020SJ00
GM0015 ,,2021SJ00
GM0015 ,,2022SJ00
GM1729 ,10.0,2012SJ00
GM1729 ,0.0,2013SJ00
GM1729 ,0.0,2014SJ00
GM1729 ,0.0,2015SJ00
GM1729 ,0.0,2016SJ00
GM1729 ,0.0,2017SJ00
GM1729 ,0.0,2018SJ00
GM1729 ,0.0,2019SJ00
GM1729 ,10.0,2020SJ00
GM1729 ,10.0,2021SJ00
GM1729 ,10.0,2022SJ00
GM0158 ,10.0,2012SJ00
GM0158 ,10.0,2013SJ00
GM0158 ,10.0,2014SJ00
GM0158 ,10.0,2015SJ00
GM0158 ,10.0,2016SJ00
GM0158 ,10.0,2017SJ00
GM0158 ,10.0,2018SJ00
GM0158 ,10.0,2019SJ00
GM0158 ,10.0,2020SJ00
GM0158 ,10.0,2021SJ00
GM0158 ,20.0,2022SJ00
GM0788 ,10.0,2012SJ00
GM0788 ,10.0,2013SJ00
GM0788 ,10.0,2014SJ00
GM0788 ,10.0,2015SJ00
GM0788 ,10.0,2016SJ00
GM0788 ,0.0,2017SJ00
GM0788 ,10.0,2018SJ00
GM0788 ,10.0,2019SJ00
GM0788 ,0.0,2020SJ00
GM0788 ,,2021SJ00
GM0788 ,,2022SJ00
GM0392 ,130.0,2012SJ00
GM0392 ,110.0,2013SJ00
GM0392 ,110.0,2014SJ00
GM0392 ,90.0,2015SJ00
GM0392 ,90.0,2016SJ00
GM0392 ,110.0,2017SJ00
GM0392 ,120.0,2018SJ00
GM0392 ,100.0,2019SJ00
GM0392 ,100.0,2020SJ00
GM0392 ,90.0,2021SJ00
GM0392 ,120.0,2022SJ00
GM0393 ,0.0,2012SJ00
GM0393 ,10.0,2013SJ00
GM0393 ,10.0,2014SJ00
GM0393 ,10.0,2015SJ00
GM0393 ,0.0,2016SJ00
GM0393 ,10.0,2017SJ00
GM0393 ,0.0,2018SJ00
GM0393 ,,2019SJ00
GM0393 ,,2020SJ00
GM0393 ,,2021SJ00
GM0393 ,,2022SJ00
GM0394 ,120.0,2012SJ00
GM0394 ,120.0,2013SJ00
GM0394 ,120.0,2014SJ00
GM0394 ,90.0,2015SJ00
GM0394 ,100.0,2016SJ00
GM0394 ,120.0,2017SJ00
GM0394 ,100.0,2018SJ00
GM0394 ,80.0,2019SJ00
GM0394 ,100.0,2020SJ00
GM0394 ,120.0,2021SJ00
GM0394 ,150.0,2022SJ00
GM1655 ,20.0,2012SJ00
GM1655 ,20.0,2013SJ00
GM1655 ,10.0,2014SJ00
GM1655 ,20.0,2015SJ00
GM1655 ,10.0,2016SJ00
GM1655 ,10.0,2017SJ00
GM1655 ,10.0,2018SJ00
GM1655 ,10.0,2019SJ00
GM1655 ,10.0,2020SJ00
GM1655 ,20.0,2021SJ00
GM1655 ,20.0,2022SJ00
GM0160 ,30.0,2012SJ00
GM0160 ,40.0,2013SJ00
GM0160 ,30.0,2014SJ00
GM0160 ,30.0,2015SJ00
GM0160 ,30.0,2016SJ00
GM0160 ,30.0,2017SJ00
GM0160 ,30.0,2018SJ00
GM0160 ,20.0,2019SJ00
GM0160 ,30.0,2020SJ00
GM0160 ,30.0,2021SJ00
GM0160 ,40.0,2022SJ00
GM0243 ,30.0,2012SJ00
GM0243 ,30.0,2013SJ00
GM0243 ,30.0,2014SJ00
GM0243 ,30.0,2015SJ00
GM0243 ,30.0,2016SJ00
GM0243 ,30.0,2017SJ00
GM0243 ,20.0,2018SJ00
GM0243 ,30.0,2019SJ00
GM0243 ,30.0,2020SJ00
GM0243 ,40.0,2021SJ00
GM0243 ,40.0,2022SJ00
GM0523 ,20.0,2012SJ00
GM0523 ,10.0,2013SJ00
GM0523 ,10.0,2014SJ00
GM0523 ,10.0,2015SJ00
GM0523 ,10.0,2016SJ00
GM0523 ,10.0,2017SJ00
GM0523 ,10.0,2018SJ00
GM0523 ,10.0,2019SJ00
GM0523 ,10.0,2020SJ00
GM0523 ,10.0,2021SJ00
GM0523 ,10.0,2022SJ00
GM0017 ,10.0,2012SJ00
GM0017 ,10.0,2013SJ00
GM0017 ,10.0,2014SJ00
GM0017 ,10.0,2015SJ00
GM0017 ,10.0,2016SJ00
GM0017 ,10.0,2017SJ00
GM0017 ,10.0,2018SJ00
GM0017 ,,2019SJ00
GM0017 ,,2020SJ00
GM0017 ,,2021SJ00
GM0017 ,,2022SJ00
GM0395 ,10.0,2012SJ00
GM0395 ,,2013SJ00
GM0395 ,,2014SJ00
GM0395 ,,2015SJ00
GM0395 ,,2016SJ00
GM0395 ,,2017SJ00
GM0395 ,,2018SJ00
GM0395 ,,2019SJ00
GM0395 ,,2020SJ00
GM0395 ,,2021SJ00
GM0395 ,,2022SJ00
GM0072 ,10.0,2012SJ00
GM0072 ,10.0,2013SJ00
GM0072 ,10.0,2014SJ00
GM0072 ,10.0,2015SJ00
GM0072 ,10.0,2016SJ00
GM0072 ,10.0,2017SJ00
GM0072 ,10.0,2018SJ00
GM0072 ,0.0,2019SJ00
GM0072 ,10.0,2020SJ00
GM0072 ,10.0,2021SJ00
GM0072 ,20.0,2022SJ00
GM0244 ,10.0,2012SJ00
GM0244 ,10.0,2013SJ00
GM0244 ,10.0,2014SJ00
GM0244 ,10.0,2015SJ00
GM0244 ,10.0,2016SJ00
GM0244 ,0.0,2017SJ00
GM0244 ,10.0,2018SJ00
GM0244 ,10.0,2019SJ00
GM0244 ,10.0,2020SJ00
GM0244 ,10.0,2021SJ00
GM0244 ,10.0,2022SJ00
GM0396 ,30.0,2012SJ00
GM0396 ,30.0,2013SJ00
GM0396 ,20.0,2014SJ00
GM0396 ,20.0,2015SJ00
GM0396 ,30.0,2016SJ00
GM0396 ,20.0,2017SJ00
GM0396 ,40.0,2018SJ00
GM0396 ,20.0,2019SJ00
GM0396 ,30.0,2020SJ00
GM0396 ,20.0,2021SJ00
GM0396 ,20.0,2022SJ00
GM0397 ,20.0,2012SJ00
GM0397 ,30.0,2013SJ00
GM0397 ,10.0,2014SJ00
GM0397 ,10.0,2015SJ00
GM0397 ,10.0,2016SJ00
GM0397 ,20.0,2017SJ00
GM0397 ,20.0,2018SJ00
GM0397 ,10.0,2019SJ00
GM0397 ,10.0,2020SJ00
GM0397 ,20.0,2021SJ00
GM0397 ,20.0,2022SJ00
GM0246 ,10.0,2012SJ00
GM0246 ,10.0,2013SJ00
GM0246 ,10.0,2014SJ00
GM0246 ,0.0,2015SJ00
GM0246 ,10.0,2016SJ00
GM0246 ,10.0,2017SJ00
GM0246 ,10.0,2018SJ00
GM0246 ,10.0,2019SJ00
GM0246 ,20.0,2020SJ00
GM0246 ,20.0,2021SJ00
GM0246 ,10.0,2022SJ00
GM0074 ,20.0,2012SJ00
GM0074 ,30.0,2013SJ00
GM0074 ,20.0,2014SJ00
GM0074 ,30.0,2015SJ00
GM0074 ,30.0,2016SJ00
GM0074 ,40.0,2017SJ00
GM0074 ,30.0,2018SJ00
GM0074 ,30.0,2019SJ00
GM0074 ,20.0,2020SJ00
GM0074 ,30.0,2021SJ00
GM0074 ,30.0,2022SJ00
GM0398 ,40.0,2012SJ00
GM0398 ,40.0,2013SJ00
GM0398 ,30.0,2014SJ00
GM0398 ,40.0,2015SJ00
GM0398 ,40.0,2016SJ00
GM0398 ,40.0,2017SJ00
GM0398 ,60.0,2018SJ00
GM0398 ,50.0,2019SJ00
GM0398 ,40.0,2020SJ00
GM0398 ,60.0,2021SJ00
GM0398 ,,2022SJ00
GM0917 ,90.0,2012SJ00
GM0917 ,70.0,2013SJ00
GM0917 ,80.0,2014SJ00
GM0917 ,70.0,2015SJ00
GM0917 ,80.0,2016SJ00
GM0917 ,80.0,2017SJ00
GM0917 ,70.0,2018SJ00
GM0917 ,60.0,2019SJ00
GM0917 ,60.0,2020SJ00
GM0917 ,100.0,2021SJ00
GM0917 ,90.0,2022SJ00
GM1658 ,10.0,2012SJ00
GM1658 ,10.0,2013SJ00
GM1658 ,10.0,2014SJ00
GM1658 ,10.0,2015SJ00
GM1658 ,10.0,2016SJ00
GM1658 ,0.0,2017SJ00
GM1658 ,10.0,2018SJ00
GM1658 ,10.0,2019SJ00
GM1658 ,0.0,2020SJ00
GM1658 ,10.0,2021SJ00
GM1658 ,10.0,2022SJ00
GM0399 ,10.0,2012SJ00
GM0399 ,10.0,2013SJ00
GM0399 ,10.0,2014SJ00
GM0399 ,10.0,2015SJ00
GM0399 ,10.0,2016SJ00
GM0399 ,10.0,2017SJ00
GM0399 ,10.0,2018SJ00
GM0399 ,10.0,2019SJ00
GM0399 ,10.0,2020SJ00
GM0399 ,10.0,2021SJ00
GM0399 ,20.0,2022SJ00
GM0400 ,80.0,2012SJ00
GM0400 ,50.0,2013SJ00
GM0400 ,40.0,2014SJ00
GM0400 ,40.0,2015SJ00
GM0400 ,40.0,2016SJ00
GM0400 ,60.0,2017SJ00
GM0400 ,50.0,2018SJ00
GM0400 ,50.0,2019SJ00
GM0400 ,40.0,2020SJ00
GM0400 ,50.0,2021SJ00
GM0400 ,60.0,2022SJ00
GM0163 ,20.0,2012SJ00
GM0163 ,10.0,2013SJ00
GM0163 ,10.0,2014SJ00
GM0163 ,10.0,2015SJ00
GM0163 ,20.0,2016SJ00
GM0163 ,10.0,2017SJ00
GM0163 ,20.0,2018SJ00
GM0163 ,10.0,2019SJ00
GM0163 ,10.0,2020SJ00
GM0163 ,20.0,2021SJ00
GM0163 ,30.0,2022SJ00
GM0530 ,30.0,2012SJ00
GM0530 ,30.0,2013SJ00
GM0530 ,30.0,2014SJ00
GM0530 ,20.0,2015SJ00
GM0530 ,30.0,2016SJ00
GM0530 ,30.0,2017SJ00
GM0530 ,30.0,2018SJ00
GM0530 ,20.0,2019SJ00
GM0530 ,20.0,2020SJ00
GM0530 ,40.0,2021SJ00
GM0530 ,40.0,2022SJ00
GM0794 ,90.0,2012SJ00
GM0794 ,80.0,2013SJ00
GM0794 ,70.0,2014SJ00
GM0794 ,70.0,2015SJ00
GM0794 ,60.0,2016SJ00
GM0794 ,60.0,2017SJ00
GM0794 ,70.0,2018SJ00
GM0794 ,70.0,2019SJ00
GM0794 ,80.0,2020SJ00
GM0794 ,100.0,2021SJ00
GM0794 ,90.0,2022SJ00
GM0531 ,20.0,2012SJ00
GM0531 ,10.0,2013SJ00
GM0531 ,10.0,2014SJ00
GM0531 ,10.0,2015SJ00
GM0531 ,20.0,2016SJ00
GM0531 ,10.0,2017SJ00
GM0531 ,20.0,2018SJ00
GM0531 ,10.0,2019SJ00
GM0531 ,20.0,2020SJ00
GM0531 ,20.0,2021SJ00
GM0531 ,20.0,2022SJ00
GM0164 ,50.0,2012SJ00
GM0164 ,60.0,2013SJ00
GM0164 ,50.0,2014SJ00
GM0164 ,50.0,2015SJ00
GM0164 ,50.0,2016SJ00
GM0164 ,60.0,2017SJ00
GM0164 ,50.0,2018SJ00
GM0164 ,40.0,2019SJ00
GM0164 ,50.0,2020SJ00
GM0164 ,70.0,2021SJ00
GM0164 ,80.0,2022SJ00
GM0796 ,120.0,2012SJ00
GM0796 ,120.0,2013SJ00
GM0796 ,90.0,2014SJ00
GM0796 ,110.0,2015SJ00
GM0796 ,90.0,2016SJ00
GM0796 ,100.0,2017SJ00
GM0796 ,100.0,2018SJ00
GM0796 ,90.0,2019SJ00
GM0796 ,110.0,2020SJ00
GM0796 ,110.0,2021SJ00
GM0796 ,150.0,2022SJ00
GM0252 ,10.0,2012SJ00
GM0252 ,10.0,2013SJ00
GM0252 ,10.0,2014SJ00
GM0252 ,0.0,2015SJ00
GM0252 ,10.0,2016SJ00
GM0252 ,10.0,2017SJ00
GM0252 ,10.0,2018SJ00
GM0252 ,0.0,2019SJ00
GM0252 ,10.0,2020SJ00
GM0252 ,10.0,2021SJ00
GM0252 ,10.0,2022SJ00
GM0797 ,20.0,2012SJ00
GM0797 ,20.0,2013SJ00
GM0797 ,20.0,2014SJ00
GM0797 ,20.0,2015SJ00
GM0797 ,30.0,2016SJ00
GM0797 ,30.0,2017SJ00
GM0797 ,20.0,2018SJ00
GM0797 ,10.0,2019SJ00
GM0797 ,20.0,2020SJ00
GM0797 ,20.0,2021SJ00
GM0797 ,30.0,2022SJ00
GM0534 ,20.0,2012SJ00
GM0534 ,10.0,2013SJ00
GM0534 ,10.0,2014SJ00
GM0534 ,10.0,2015SJ00
GM0534 ,20.0,2016SJ00
GM0534 ,10.0,2017SJ00
GM0534 ,20.0,2018SJ00
GM0534 ,10.0,2019SJ00
GM0534 ,10.0,2020SJ00
GM0534 ,20.0,2021SJ00
GM0534 ,10.0,2022SJ00
GM0798 ,10.0,2012SJ00
GM0798 ,10.0,2013SJ00
GM0798 ,0.0,2014SJ00
GM0798 ,10.0,2015SJ00
GM0798 ,10.0,2016SJ00
GM0798 ,10.0,2017SJ00
GM0798 ,10.0,2018SJ00
GM0798 ,10.0,2019SJ00
GM0798 ,0.0,2020SJ00
GM0798 ,10.0,2021SJ00
GM0798 ,10.0,2022SJ00
GM0402 ,60.0,2012SJ00
GM0402 ,60.0,2013SJ00
GM0402 ,60.0,2014SJ00
GM0402 ,50.0,2015SJ00
GM0402 ,60.0,2016SJ00
GM0402 ,70.0,2017SJ00
GM0402 ,70.0,2018SJ00
GM0402 ,40.0,2019SJ00
GM0402 ,60.0,2020SJ00
GM0402 ,80.0,2021SJ00
GM0402 ,70.0,2022SJ00
GM1963 ,,2012SJ00
GM1963 ,,2013SJ00
GM1963 ,,2014SJ00
GM1963 ,,2015SJ00
GM1963 ,,2016SJ00
GM1963 ,,2017SJ00
GM1963 ,,2018SJ00
GM1963 ,40.0,2019SJ00
GM1963 ,40.0,2020SJ00
GM1963 ,60.0,2021SJ00
GM1963 ,60.0,2022SJ00
GM1735 ,10.0,2012SJ00
GM1735 ,20.0,2013SJ00
GM1735 ,10.0,2014SJ00
GM1735 ,10.0,2015SJ00
GM1735 ,10.0,2016SJ00
GM1735 ,10.0,2017SJ00
GM1735 ,10.0,2018SJ00
GM1735 ,10.0,2019SJ00
GM1735 ,0.0,2020SJ00
GM1735 ,20.0,2021SJ00
GM1735 ,20.0,2022SJ00
GM1966 ,,2012SJ00
GM1966 ,,2013SJ00
GM1966 ,,2014SJ00
GM1966 ,,2015SJ00
GM1966 ,,2016SJ00
GM1966 ,,2017SJ00
GM1966 ,,2018SJ00
GM1966 ,20.0,2019SJ00
GM1966 ,20.0,2020SJ00
GM1966 ,30.0,2021SJ00
GM1966 ,30.0,2022SJ00
GM1911 ,30.0,2012SJ00
GM1911 ,30.0,2013SJ00
GM1911 ,20.0,2014SJ00
GM1911 ,30.0,2015SJ00
GM1911 ,30.0,2016SJ00
GM1911 ,40.0,2017SJ00
GM1911 ,30.0,2018SJ00
GM1911 ,20.0,2019SJ00
GM1911 ,40.0,2020SJ00
GM1911 ,30.0,2021SJ00
GM1911 ,40.0,2022SJ00
GM0118 ,30.0,2012SJ00
GM0118 ,40.0,2013SJ00
GM0118 ,30.0,2014SJ00
GM0118 ,30.0,2015SJ00
GM0118 ,30.0,2016SJ00
GM0118 ,30.0,2017SJ00
GM0118 ,50.0,2018SJ00
GM0118 ,40.0,2019SJ00
GM0118 ,40.0,2020SJ00
GM0118 ,40.0,2021SJ00
GM0118 ,70.0,2022SJ00
GM0018 ,30.0,2012SJ00
GM0018 ,30.0,2013SJ00
GM0018 ,30.0,2014SJ00
GM0018 ,30.0,2015SJ00
GM0018 ,30.0,2016SJ00
GM0018 ,20.0,2017SJ00
GM0018 ,,2018SJ00
GM0018 ,,2019SJ00
GM0018 ,,2020SJ00
GM0018 ,,2021SJ00
GM0018 ,,2022SJ00
GM0405 ,70.0,2012SJ00
GM0405 ,60.0,2013SJ00
GM0405 ,60.0,2014SJ00
GM0405 ,70.0,2015SJ00
GM0405 ,50.0,2016SJ00
GM0405 ,50.0,2017SJ00
GM0405 ,60.0,2018SJ00
GM0405 ,50.0,2019SJ00
GM0405 ,40.0,2020SJ00
GM0405 ,70.0,2021SJ00
GM0405 ,70.0,2022SJ00
GM1507 ,20.0,2012SJ00
GM1507 ,10.0,2013SJ00
GM1507 ,10.0,2014SJ00
GM1507 ,20.0,2015SJ00
GM1507 ,20.0,2016SJ00
GM1507 ,20.0,2017SJ00
GM1507 ,20.0,2018SJ00
GM1507 ,20.0,2019SJ00
GM1507 ,20.0,2020SJ00
GM1507 ,30.0,2021SJ00
GM1507 ,30.0,2022SJ00
GM0321 ,30.0,2012SJ00
GM0321 ,30.0,2013SJ00
GM0321 ,30.0,2014SJ00
GM0321 ,30.0,2015SJ00
GM0321 ,40.0,2016SJ00
GM0321 ,40.0,2017SJ00
GM0321 ,30.0,2018SJ00
GM0321 ,20.0,2019SJ00
