RegioS,LevendGeborenKinderenRelatief_2,Perioden
GM0336,,2001JJ00
GM0336,,2002JJ00
GM0336,,2003JJ00
GM0336,,2004JJ00
GM0336,,2005JJ00
GM0336,,2006JJ00
GM0336,,2007JJ00
GM0336,,2008JJ00
GM0336,,2009JJ00
GM0336,,2010JJ00
GM0336,,2011JJ00
GM0336,,2012JJ00
GM0336,,2013JJ00
GM0336,,2014JJ00
GM0336,,2015JJ00
GM0336,,2016JJ00
GM0336,,2017JJ00
GM0336,,2018JJ00
GM0336,,2019JJ00
GM0336,,2020JJ00
GM0336,,2021JJ00
GM0336,,2022JJ00
GM0815,12.4,1988JJ00
GM0815,16.1,1989JJ00
GM0815,11.9,1990JJ00
GM0815,14.7,1991JJ00
GM0815,13.4,1992JJ00
GM0815,14.0,1993JJ00
GM0815,16.1,1994JJ00
GM0815,13.3,1995JJ00
GM0815,13.5,1996JJ00
GM0815,11.0,1997JJ00
GM0815,13.2,1998JJ00
GM0815,15.5,1999JJ00
GM0815,12.3,2000JJ00
GM0815,12.3,2001JJ00
GM0815,11.8,2002JJ00
GM0815,9.6,2003JJ00
GM0815,10.2,2004JJ00
GM0815,11.9,2005JJ00
GM0815,10.9,2006JJ00
GM0815,11.1,2007JJ00
GM0815,9.6,2008JJ00
GM0815,10.5,2009JJ00
GM0815,8.5,2010JJ00
GM0815,8.0,2011JJ00
GM0815,6.3,2012JJ00
GM0815,7.4,2013JJ00
GM0815,7.7,2014JJ00
GM0815,6.9,2015JJ00
GM0815,6.6,2016JJ00
GM0815,7.9,2017JJ00
GM0815,8.0,2018JJ00
GM0815,7.1,2019JJ00
GM0815,8.9,2020JJ00
GM0815,8.6,2021JJ00
GM0815,,2022JJ00
GM0265,15.5,1988JJ00
GM0265,14.5,1989JJ00
GM0265,13.9,1990JJ00
GM0265,14.0,1991JJ00
GM0265,13.9,1992JJ00
GM0265,13.5,1993JJ00
GM0265,10.1,1994JJ00
GM0265,12.9,1995JJ00
GM0265,11.5,1996JJ00
GM0265,11.0,1997JJ00
GM0265,11.7,1998JJ00
GM0265,14.2,1999JJ00
GM0265,12.8,2000JJ00
GM0265,15.1,2001JJ00
GM0265,10.6,2002JJ00
GM0265,14.2,2003JJ00
GM0265,9.5,2004JJ00
GM0265,9.4,2005JJ00
GM0265,8.0,2006JJ00
GM0265,9.9,2007JJ00
GM0265,10.4,2008JJ00
GM0265,7.8,2009JJ00
GM0265,11.0,2010JJ00
GM0265,6.9,2011JJ00
GM0265,7.4,2012JJ00
GM0265,7.3,2013JJ00
GM0265,7.3,2014JJ00
GM0265,,2015JJ00
GM0265,,2016JJ00
GM0265,,2017JJ00
GM0265,,2018JJ00
GM0265,,2019JJ00
GM0265,,2020JJ00
GM0265,,2021JJ00
GM0265,,2022JJ00
GM1709,,1988JJ00
GM1709,,1989JJ00
GM1709,,1990JJ00
GM1709,,1991JJ00
GM1709,,1992JJ00
GM1709,,1993JJ00
GM1709,,1994JJ00
GM1709,,1995JJ00
GM1709,,1996JJ00
GM1709,,1997JJ00
GM1709,,1998JJ00
GM1709,11.5,1999JJ00
GM1709,13.4,2000JJ00
GM1709,12.2,2001JJ00
GM1709,12.6,2002JJ00
GM1709,12.1,2003JJ00
GM1709,10.7,2004JJ00
GM1709,10.0,2005JJ00
GM1709,10.2,2006JJ00
GM1709,10.5,2007JJ00
GM1709,10.6,2008JJ00
GM1709,10.2,2009JJ00
GM1709,9.3,2010JJ00
GM1709,9.8,2011JJ00
GM1709,9.5,2012JJ00
GM1709,8.1,2013JJ00
GM1709,9.2,2014JJ00
GM1709,8.6,2015JJ00
GM1709,8.2,2016JJ00
GM1709,8.1,2017JJ00
GM1709,9.0,2018JJ00
GM1709,7.7,2019JJ00
GM1709,8.0,2020JJ00
GM1709,8.9,2021JJ00
GM1709,8.6,2022JJ00
GM0816,16.0,1988JJ00
GM0816,15.7,1989JJ00
GM0816,15.4,1990JJ00
GM0816,16.1,1991JJ00
GM0816,16.3,1992JJ00
GM0816,13.9,1993JJ00
GM0816,15.8,1994JJ00
GM0816,12.5,1995JJ00
GM0816,9.3,1996JJ00
GM0816,,1997JJ00
GM0816,,1998JJ00
GM0816,,1999JJ00
GM0816,,2000JJ00
GM0816,,2001JJ00
GM0816,,2002JJ00
GM0816,,2003JJ00
GM0816,,2004JJ00
GM0816,,2005JJ00
GM0816,,2006JJ00
GM0816,,2007JJ00
GM0816,,2008JJ00
GM0816,,2009JJ00
GM0816,,2010JJ00
GM0816,,2011JJ00
GM0816,,2012JJ00
GM0816,,2013JJ00
GM0816,,2014JJ00
GM0816,,2015JJ00
GM0816,,2016JJ00
GM0816,,2017JJ00
GM0816,,2018JJ00
GM0816,,2019JJ00
GM0816,,2020JJ00
GM0816,,2021JJ00
GM0816,,2022JJ00
GM0647,,1988JJ00
GM0647,,1989JJ00
GM0647,,1990JJ00
GM0647,15.0,1991JJ00
GM0647,15.4,1992JJ00
GM0647,,1993JJ00
GM0647,,1994JJ00
GM0647,,1995JJ00
GM0647,,1996JJ00
GM0647,,1997JJ00
GM0647,,1998JJ00
GM0647,,1999JJ00
GM0647,,2000JJ00
GM0647,,2001JJ00
GM0647,,2002JJ00
GM0647,,2003JJ00
GM0647,,2004JJ00
GM0647,,2005JJ00
GM0647,,2006JJ00
GM0647,,2007JJ00
GM0647,,2008JJ00
GM0647,,2009JJ00
GM0647,,2010JJ00
GM0647,,2011JJ00
GM0647,,2012JJ00
GM0647,,2013JJ00
GM0647,,2014JJ00
GM0647,,2015JJ00
GM0647,,2016JJ00
GM0647,,2017JJ00
GM0647,,2018JJ00
GM0647,,2019JJ00
GM0647,,2020JJ00
GM0647,,2021JJ00
GM0647,,2022JJ00
GM0560,17.3,1988JJ00
GM0560,17.6,1989JJ00
GM0560,18.9,1990JJ00
GM0560,,1991JJ00
GM0560,,1992JJ00
GM0560,,1993JJ00
GM0560,,1994JJ00
GM0560,,1995JJ00
GM0560,,1996JJ00
GM0560,,1997JJ00
GM0560,,1998JJ00
GM0560,,1999JJ00
GM0560,,2000JJ00
GM0560,,2001JJ00
GM0560,,2002JJ00
GM0560,,2003JJ00
GM0560,,2004JJ00
GM0560,,2005JJ00
GM0560,,2006JJ00
GM0560,,2007JJ00
GM0560,,2008JJ00
GM0560,,2009JJ00
GM0560,,2010JJ00
GM0560,,2011JJ00
GM0560,,2012JJ00
GM0560,,2013JJ00
GM0560,,2014JJ00
GM0560,,2015JJ00
GM0560,,2016JJ00
GM0560,,2017JJ00
GM0560,,2018JJ00
GM0560,,2019JJ00
GM0560,,2020JJ00
GM0560,,2021JJ00
GM0560,,2022JJ00
GM1978,,1988JJ00
GM1978,,1989JJ00
GM1978,,1990JJ00
GM1978,,1991JJ00
GM1978,,1992JJ00
GM1978,,1993JJ00
GM1978,,1994JJ00
GM1978,,1995JJ00
GM1978,,1996JJ00
GM1978,,1997JJ00
GM1978,,1998JJ00
GM1978,,1999JJ00
GM1978,,2000JJ00
GM1978,,2001JJ00
GM1978,,2002JJ00
GM1978,,2003JJ00
GM1978,,2004JJ00
GM1978,,2005JJ00
GM1978,,2006JJ00
GM1978,,2007JJ00
GM1978,,2008JJ00
GM1978,,2009JJ00
GM1978,,2010JJ00
GM1978,,2011JJ00
GM1978,,2012JJ00
GM1978,,2013JJ00
GM1978,,2014JJ00
GM1978,,2015JJ00
GM1978,,2016JJ00
GM1978,,2017JJ00
GM1978,,2018JJ00
GM1978,10.4,2019JJ00
GM1978,10.4,2020JJ00
GM1978,11.6,2021JJ00
GM1978,10.6,2022JJ00
GM1927,,1988JJ00
GM1927,,1989JJ00
GM1927,,1990JJ00
GM1927,,1991JJ00
GM1927,,1992JJ00
GM1927,,1993JJ00
GM1927,,1994JJ00
GM1927,,1995JJ00
GM1927,,1996JJ00
GM1927,,1997JJ00
GM1927,,1998JJ00
GM1927,,1999JJ00
GM1927,,2000JJ00
GM1927,,2001JJ00
GM1927,,2002JJ00
GM1927,,2003JJ00
GM1927,,2004JJ00
GM1927,,2005JJ00
GM1927,,2006JJ00
GM1927,,2007JJ00
GM1927,,2008JJ00
GM1927,,2009JJ00
GM1927,,2010JJ00
GM1927,,2011JJ00
GM1927,,2012JJ00
GM1927,11.6,2013JJ00
GM1927,12.2,2014JJ00
GM1927,11.1,2015JJ00
GM1927,12.0,2016JJ00
GM1927,10.7,2017JJ00
GM1927,11.3,2018JJ00
GM1927,,2019JJ00
GM1927,,2020JJ00
GM1927,,2021JJ00
GM1927,,2022JJ00
GM0423,12.4,1988JJ00
GM0423,13.9,1989JJ00
GM0423,14.2,1990JJ00
GM0423,,1991JJ00
GM0423,,1992JJ00
GM0423,,1993JJ00
GM0423,,1994JJ00
GM0423,,1995JJ00
GM0423,,1996JJ00
GM0423,,1997JJ00
GM0423,,1998JJ00
GM0423,,1999JJ00
GM0423,,2000JJ00
GM0423,,2001JJ00
GM0423,,2002JJ00
GM0423,,2003JJ00
GM0423,,2004JJ00
GM0423,,2005JJ00
GM0423,,2006JJ00
GM0423,,2007JJ00
GM0423,,2008JJ00
GM0423,,2009JJ00
GM0423,,2010JJ00
GM0423,,2011JJ00
GM0423,,2012JJ00
GM0423,,2013JJ00
GM0423,,2014JJ00
GM0423,,2015JJ00
GM0423,,2016JJ00
GM0423,,2017JJ00
GM0423,,2018JJ00
GM0423,,2019JJ00
GM0423,,2020JJ00
GM0423,,2021JJ00
GM0423,,2022JJ00
GM0562,13.9,1988JJ00
GM0562,13.7,1989JJ00
GM0562,13.6,1990JJ00
GM0562,14.3,1991JJ00
GM0562,12.6,1992JJ00
GM0562,14.0,1993JJ00
GM0562,12.6,1994JJ00
GM0562,11.4,1995JJ00
GM0562,12.3,1996JJ00
GM0562,10.2,1997JJ00
GM0562,12.2,1998JJ00
GM0562,12.1,1999JJ00
GM0562,13.2,2000JJ00
GM0562,12.2,2001JJ00
GM0562,10.8,2002JJ00
GM0562,11.2,2003JJ00
GM0562,,2004JJ00
GM0562,,2005JJ00
GM0562,,2006JJ00
GM0562,,2007JJ00
GM0562,,2008JJ00
GM0562,,2009JJ00
GM0562,,2010JJ00
GM0562,,2011JJ00
GM0562,,2012JJ00
GM0562,,2013JJ00
GM0562,,2014JJ00
GM0562,,2015JJ00
GM0562,,2016JJ00
GM0562,,2017JJ00
GM0562,,2018JJ00
GM0562,,2019JJ00
GM0562,,2020JJ00
GM0562,,2021JJ00
GM0562,,2022JJ00
GM1955,,1988JJ00
GM1955,,1989JJ00
GM1955,,1990JJ00
GM1955,,1991JJ00
GM1955,,1992JJ00
GM1955,,1993JJ00
GM1955,,1994JJ00
GM1955,,1995JJ00
GM1955,,1996JJ00
GM1955,,1997JJ00
GM1955,,1998JJ00
GM1955,,1999JJ00
GM1955,,2000JJ00
GM1955,,2001JJ00
GM1955,,2002JJ00
GM1955,,2003JJ00
GM1955,,2004JJ00
GM1955,8.8,2005JJ00
GM1955,9.3,2006JJ00
GM1955,8.3,2007JJ00
GM1955,8.6,2008JJ00
GM1955,8.2,2009JJ00
GM1955,7.7,2010JJ00
GM1955,8.2,2011JJ00
GM1955,7.2,2012JJ00
GM1955,7.6,2013JJ00
GM1955,7.2,2014JJ00
GM1955,7.9,2015JJ00
GM1955,7.8,2016JJ00
GM1955,8.6,2017JJ00
GM1955,7.6,2018JJ00
GM1955,8.7,2019JJ00
GM1955,8.4,2020JJ00
GM1955,8.7,2021JJ00
GM1955,7.9,2022JJ00
GM0335,14.5,1988JJ00
GM0335,13.9,1989JJ00
GM0335,15.8,1990JJ00
GM0335,15.8,1991JJ00
GM0335,12.9,1992JJ00
GM0335,15.7,1993JJ00
GM0335,15.7,1994JJ00
GM0335,15.8,1995JJ00
GM0335,17.2,1996JJ00
GM0335,13.4,1997JJ00
GM0335,16.8,1998JJ00
GM0335,14.1,1999JJ00
GM0335,15.7,2000JJ00
GM0335,14.9,2001JJ00
GM0335,16.4,2002JJ00
GM0335,15.1,2003JJ00
GM0335,13.4,2004JJ00
GM0335,12.8,2005JJ00
GM0335,14.8,2006JJ00
GM0335,12.3,2007JJ00
GM0335,12.8,2008JJ00
GM0335,11.6,2009JJ00
GM0335,11.9,2010JJ00
GM0335,11.3,2011JJ00
GM0335,10.7,2012JJ00
GM0335,10.9,2013JJ00
GM0335,11.1,2014JJ00
GM0335,10.3,2015JJ00
GM0335,10.9,2016JJ00
GM0335,9.3,2017JJ00
GM0335,10.1,2018JJ00
GM0335,10.0,2019JJ00
GM0335,9.3,2020JJ00
GM0335,9.5,2021JJ00
GM0335,7.9,2022JJ00
GM0943,12.3,1988JJ00
GM0943,12.2,1989JJ00
GM0943,6.8,1990JJ00
GM0943,,1991JJ00
GM0943,,1992JJ00
GM0943,,1993JJ00
GM0943,,1994JJ00
GM0943,,1995JJ00
GM0943,,1996JJ00
GM0943,,1997JJ00
GM0943,,1998JJ00
GM0943,,1999JJ00
GM0943,,2000JJ00
GM0943,,2001JJ00
GM0943,,2002JJ00
GM0943,,2003JJ00
GM0943,,2004JJ00
GM0943,,2005JJ00
GM0943,,2006JJ00
GM0943,,2007JJ00
GM0943,,2008JJ00
GM0943,,2009JJ00
GM0943,,2010JJ00
GM0943,,2011JJ00
GM0943,,2012JJ00
GM0943,,2013JJ00
GM0943,,2014JJ00
GM0943,,2015JJ00
GM0943,,2016JJ00
GM0943,,2017JJ00
GM0943,,2018JJ00
GM0943,,2019JJ00
GM0943,,2020JJ00
GM0943,,2021JJ00
GM0943,,2022JJ00
GM0944,12.3,1988JJ00
GM0944,12.8,1989JJ00
GM0944,15.2,1990JJ00
GM0944,14.3,1991JJ00
GM0944,14.6,1992JJ00
GM0944,11.3,1993JJ00
GM0944,12.7,1994JJ00
GM0944,10.6,1995JJ00
GM0944,12.4,1996JJ00
GM0944,11.1,1997JJ00
GM0944,12.1,1998JJ00
GM0944,12.3,1999JJ00
GM0944,12.6,2000JJ00
GM0944,9.8,2001JJ00
GM0944,11.8,2002JJ00
GM0944,10.4,2003JJ00
GM0944,11.5,2004JJ00
GM0944,9.7,2005JJ00
GM0944,9.3,2006JJ00
GM0944,7.9,2007JJ00
GM0944,8.1,2008JJ00
GM0944,7.7,2009JJ00
GM0944,6.0,2010JJ00
GM0944,6.8,2011JJ00
GM0944,4.6,2012JJ00
GM0944,5.5,2013JJ00
GM0944,4.8,2014JJ00
GM0944,6.1,2015JJ00
GM0944,6.7,2016JJ00
GM0944,5.0,2017JJ00
GM0944,5.5,2018JJ00
GM0944,6.6,2019JJ00
GM0944,5.5,2020JJ00
GM0944,8.3,2021JJ00
GM0944,8.4,2022JJ00
GM0563,15.8,1988JJ00
GM0563,15.4,1989JJ00
GM0563,16.2,1990JJ00
GM0563,17.0,1991JJ00
GM0563,13.9,1992JJ00
GM0563,17.3,1993JJ00
GM0563,15.6,1994JJ00
GM0563,15.9,1995JJ00
GM0563,15.1,1996JJ00
GM0563,13.9,1997JJ00
GM0563,15.6,1998JJ00
GM0563,14.3,1999JJ00
GM0563,16.8,2000JJ00
GM0563,14.7,2001JJ00
GM0563,14.4,2002JJ00
GM0563,14.5,2003JJ00
GM0563,13.1,2004JJ00
GM0563,13.1,2005JJ00
GM0563,13.7,2006JJ00
GM0563,11.2,2007JJ00
GM0563,10.8,2008JJ00
GM0563,10.1,2009JJ00
GM0563,,2010JJ00
GM0563,,2011JJ00
GM0563,,2012JJ00
GM0563,,2013JJ00
GM0563,,2014JJ00
GM0563,,2015JJ00
GM0563,,2016JJ00
GM0563,,2017JJ00
GM0563,,2018JJ00
GM0563,,2019JJ00
GM0563,,2020JJ00
GM0563,,2021JJ00
GM0563,,2022JJ00
GM0424,11.6,1988JJ00
GM0424,11.4,1989JJ00
GM0424,11.0,1990JJ00
GM0424,13.1,1991JJ00
GM0424,11.7,1992JJ00
GM0424,15.4,1993JJ00
GM0424,11.3,1994JJ00
GM0424,14.8,1995JJ00
GM0424,14.2,1996JJ00
GM0424,11.4,1997JJ00
GM0424,15.9,1998JJ00
GM0424,12.3,1999JJ00
GM0424,14.6,2000JJ00
GM0424,12.6,2001JJ00
GM0424,11.1,2002JJ00
GM0424,10.5,2003JJ00
GM0424,11.1,2004JJ00
GM0424,9.5,2005JJ00
GM0424,10.4,2006JJ00
GM0424,10.0,2007JJ00
GM0424,10.0,2008JJ00
GM0424,8.6,2009JJ00
GM0424,8.9,2010JJ00
GM0424,8.2,2011JJ00
GM0424,7.5,2012JJ00
GM0424,6.6,2013JJ00
GM0424,7.2,2014JJ00
GM0424,8.0,2015JJ00
GM0424,,2016JJ00
GM0424,,2017JJ00
GM0424,,2018JJ00
GM0424,,2019JJ00
GM0424,,2020JJ00
GM0424,,2021JJ00
GM0424,,2022JJ00
GM0029,9.6,1988JJ00
GM0029,9.0,1989JJ00
GM0029,,1990JJ00
GM0029,,1991JJ00
GM0029,,1992JJ00
GM0029,,1993JJ00
GM0029,,1994JJ00
GM0029,,1995JJ00
GM0029,,1996JJ00
GM0029,,1997JJ00
GM0029,,1998JJ00
GM0029,,1999JJ00
GM0029,,2000JJ00
GM0029,,2001JJ00
GM0029,,2002JJ00
GM0029,,2003JJ00
GM0029,,2004JJ00
GM0029,,2005JJ00
GM0029,,2006JJ00
GM0029,,2007JJ00
GM0029,,2008JJ00
GM0029,,2009JJ00
GM0029,,2010JJ00
GM0029,,2011JJ00
GM0029,,2012JJ00
GM0029,,2013JJ00
GM0029,,2014JJ00
GM0029,,2015JJ00
GM0029,,2016JJ00
GM0029,,2017JJ00
GM0029,,2018JJ00
GM0029,,2019JJ00
GM0029,,2020JJ00
GM0029,,2021JJ00
GM0029,,2022JJ00
GM0565,15.7,1988JJ00
GM0565,15.8,1989JJ00
GM0565,16.8,1990JJ00
GM0565,15.5,1991JJ00
GM0565,15.4,1992JJ00
GM0565,15.0,1993JJ00
GM0565,15.0,1994JJ00
GM0565,13.0,1995JJ00
GM0565,14.0,1996JJ00
GM0565,12.7,1997JJ00
GM0565,12.2,1998JJ00
GM0565,11.8,1999JJ00
GM0565,11.8,2000JJ00
GM0565,11.2,2001JJ00
GM0565,11.8,2002JJ00
GM0565,12.4,2003JJ00
GM0565,,2004JJ00
GM0565,,2005JJ00
GM0565,,2006JJ00
GM0565,,2007JJ00
GM0565,,2008JJ00
GM0565,,2009JJ00
GM0565,,2010JJ00
GM0565,,2011JJ00
GM0565,,2012JJ00
GM0565,,2013JJ00
GM0565,,2014JJ00
GM0565,,2015JJ00
GM0565,,2016JJ00
GM0565,,2017JJ00
GM0565,,2018JJ00
GM0565,,2019JJ00
GM0565,,2020JJ00
GM0565,,2021JJ00
GM0565,,2022JJ00
GM0425,10.1,1988JJ00
GM0425,10.7,1989JJ00
GM0425,10.7,1990JJ00
GM0425,11.8,1991JJ00
GM0425,11.9,1992JJ00
GM0425,12.8,1993JJ00
GM0425,13.9,1994JJ00
GM0425,13.0,1995JJ00
GM0425,13.2,1996JJ00
GM0425,13.6,1997JJ00
GM0425,13.1,1998JJ00
GM0425,14.5,1999JJ00
GM0425,13.2,2000JJ00
GM0425,12.4,2001JJ00
GM0425,12.7,2002JJ00
GM0425,12.5,2003JJ00
GM0425,11.5,2004JJ00
GM0425,11.7,2005JJ00
GM0425,10.5,2006JJ00
GM0425,12.2,2007JJ00
GM0425,10.2,2008JJ00
GM0425,10.1,2009JJ00
GM0425,10.2,2010JJ00
GM0425,9.9,2011JJ00
GM0425,8.5,2012JJ00
GM0425,7.5,2013JJ00
GM0425,8.9,2014JJ00
GM0425,7.9,2015JJ00
GM0425,,2016JJ00
GM0425,,2017JJ00
GM0425,,2018JJ00
GM0425,,2019JJ00
GM0425,,2020JJ00
GM0425,,2021JJ00
GM0425,,2022JJ00
GM1740,,1988JJ00
GM1740,,1989JJ00
GM1740,,1990JJ00
GM1740,,1991JJ00
GM1740,,1992JJ00
GM1740,,1993JJ00
GM1740,,1994JJ00
GM1740,,1995JJ00
GM1740,,1996JJ00
GM1740,,1997JJ00
GM1740,,1998JJ00
GM1740,,1999JJ00
GM1740,,2000JJ00
GM1740,,2001JJ00
GM1740,,2002JJ00
GM1740,,2003JJ00
GM1740,14.9,2004JJ00
GM1740,14.4,2005JJ00
GM1740,14.1,2006JJ00
GM1740,13.5,2007JJ00
GM1740,13.5,2008JJ00
GM1740,14.1,2009JJ00
GM1740,13.2,2010JJ00
GM1740,12.6,2011JJ00
GM1740,11.5,2012JJ00
GM1740,13.9,2013JJ00
GM1740,12.5,2014JJ00
GM1740,13.8,2015JJ00
GM1740,12.8,2016JJ00
GM1740,14.3,2017JJ00
GM1740,14.5,2018JJ00
GM1740,14.2,2019JJ00
GM1740,14.2,2020JJ00
GM1740,14.9,2021JJ00
GM1740,13.7,2022JJ00
GM0426,11.7,1988JJ00
GM0426,12.1,1989JJ00
GM0426,14.2,1990JJ00
GM0426,12.0,1991JJ00
GM0426,14.6,1992JJ00
GM0426,10.4,1993JJ00
GM0426,14.3,1994JJ00
GM0426,13.8,1995JJ00
GM0426,13.6,1996JJ00
GM0426,10.7,1997JJ00
GM0426,11.7,1998JJ00
GM0426,12.3,1999JJ00
GM0426,10.4,2000JJ00
GM0426,12.2,2001JJ00
GM0426,,2002JJ00
GM0426,,2003JJ00
GM0426,,2004JJ00
GM0426,,2005JJ00
GM0426,,2006JJ00
GM0426,,2007JJ00
GM0426,,2008JJ00
GM0426,,2009JJ00
GM0426,,2010JJ00
GM0426,,2011JJ00
GM0426,,2012JJ00
GM0426,,2013JJ00
GM0426,,2014JJ00
GM0426,,2015JJ00
GM0426,,2016JJ00
GM0426,,2017JJ00
GM0426,,2018JJ00
GM0426,,2019JJ00
GM0426,,2020JJ00
GM0426,,2021JJ00
GM0426,,2022JJ00
GM0643,15.5,1988JJ00
GM0643,15.5,1989JJ00
GM0643,13.7,1990JJ00
GM0643,13.8,1991JJ00
GM0643,13.2,1992JJ00
GM0643,13.0,1993JJ00
GM0643,13.3,1994JJ00
GM0643,13.3,1995JJ00
GM0643,11.7,1996JJ00
GM0643,14.2,1997JJ00
GM0643,12.0,1998JJ00
GM0643,12.0,1999JJ00
GM0643,12.3,2000JJ00
GM0643,12.5,2001JJ00
GM0643,11.1,2002JJ00
GM0643,11.0,2003JJ00
GM0643,10.1,2004JJ00
GM0643,9.8,2005JJ00
GM0643,8.4,2006JJ00
GM0643,8.7,2007JJ00
GM0643,9.5,2008JJ00
GM0643,9.3,2009JJ00
GM0643,8.8,2010JJ00
GM0643,7.8,2011JJ00
GM0643,10.6,2012JJ00
GM0643,7.2,2013JJ00
GM0643,7.3,2014JJ00
GM0643,,2015JJ00
GM0643,,2016JJ00
GM0643,,2017JJ00
GM0643,,2018JJ00
GM0643,,2019JJ00
GM0643,,2020JJ00
GM0643,,2021JJ00
GM0643,,2022JJ00
GM0946,13.2,1988JJ00
GM0946,14.7,1989JJ00
GM0946,15.0,1990JJ00
GM0946,14.6,1991JJ00
GM0946,12.6,1992JJ00
GM0946,14.9,1993JJ00
GM0946,13.2,1994JJ00
GM0946,13.1,1995JJ00
GM0946,12.6,1996JJ00
GM0946,13.4,1997JJ00
GM0946,13.9,1998JJ00
GM0946,11.1,1999JJ00
GM0946,11.6,2000JJ00
GM0946,11.3,2001JJ00
GM0946,10.0,2002JJ00
GM0946,10.3,2003JJ00
GM0946,9.6,2004JJ00
GM0946,9.3,2005JJ00
GM0946,8.6,2006JJ00
GM0946,6.9,2007JJ00
GM0946,8.6,2008JJ00
GM0946,7.7,2009JJ00
GM0946,8.7,2010JJ00
GM0946,7.8,2011JJ00
GM0946,9.2,2012JJ00
GM0946,7.3,2013JJ00
GM0946,8.0,2014JJ00
GM0946,7.6,2015JJ00
GM0946,8.6,2016JJ00
GM0946,7.8,2017JJ00
GM0946,8.3,2018JJ00
GM0946,8.3,2019JJ00
GM0946,8.6,2020JJ00
GM0946,10.4,2021JJ00
GM0946,8.6,2022JJ00
GM0266,10.2,1988JJ00
GM0266,10.0,1989JJ00
GM0266,10.3,1990JJ00
GM0266,11.7,1991JJ00
GM0266,11.5,1992JJ00
GM0266,10.2,1993JJ00
GM0266,12.7,1994JJ00
GM0266,9.6,1995JJ00
GM0266,12.7,1996JJ00
GM0266,10.1,1997JJ00
GM0266,10.7,1998JJ00
GM0266,11.4,1999JJ00
GM0266,10.3,2000JJ00
GM0266,12.5,2001JJ00
GM0266,11.6,2002JJ00
GM0266,10.3,2003JJ00
GM0266,11.1,2004JJ00
GM0266,,2005JJ00
GM0266,,2006JJ00
GM0266,,2007JJ00
GM0266,,2008JJ00
GM0266,,2009JJ00
GM0266,,2010JJ00
GM0266,,2011JJ00
GM0266,,2012JJ00
GM0266,,2013JJ00
GM0266,,2014JJ00
GM0266,,2015JJ00
GM0266,,2016JJ00
GM0266,,2017JJ00
GM0266,,2018JJ00
GM0266,,2019JJ00
GM0266,,2020JJ00
GM0266,,2021JJ00
GM0266,,2022JJ00
GM0947,11.2,1988JJ00
GM0947,12.7,1989JJ00
GM0947,13.4,1990JJ00
GM0947,,1991JJ00
GM0947,,1992JJ00
GM0947,,1993JJ00
GM0947,,1994JJ00
GM0947,,1995JJ00
GM0947,,1996JJ00
GM0947,,1997JJ00
GM0947,,1998JJ00
GM0947,,1999JJ00
GM0947,,2000JJ00
GM0947,,2001JJ00
GM0947,,2002JJ00
GM0947,,2003JJ00
GM0947,,2004JJ00
GM0947,,2005JJ00
GM0947,,2006JJ00
GM0947,,2007JJ00
GM0947,,2008JJ00
GM0947,,2009JJ00
GM0947,,2010JJ00
GM0947,,2011JJ00
GM0947,,2012JJ00
GM0947,,2013JJ00
GM0947,,2014JJ00
GM0947,,2015JJ00
GM0947,,2016JJ00
GM0947,,2017JJ00
GM0947,,2018JJ00
GM0947,,2019JJ00
GM0947,,2020JJ00
GM0947,,2021JJ00
GM0947,,2022JJ00
GM0304,16.3,1988JJ00
GM0304,12.3,1989JJ00
GM0304,13.8,1990JJ00
GM0304,14.9,1991JJ00
GM0304,15.4,1992JJ00
GM0304,14.2,1993JJ00
GM0304,12.2,1994JJ00
GM0304,12.7,1995JJ00
GM0304,12.3,1996JJ00
GM0304,13.6,1997JJ00
GM0304,14.5,1998JJ00
GM0304,17.3,1999JJ00
GM0304,17.6,2000JJ00
GM0304,15.1,2001JJ00
GM0304,15.8,2002JJ00
GM0304,18.2,2003JJ00
GM0304,12.8,2004JJ00
GM0304,14.7,2005JJ00
GM0304,14.6,2006JJ00
GM0304,13.2,2007JJ00
GM0304,11.3,2008JJ00
GM0304,13.7,2009JJ00
GM0304,11.0,2010JJ00
GM0304,11.3,2011JJ00
GM0304,11.2,2012JJ00
GM0304,11.1,2013JJ00
GM0304,11.4,2014JJ00
GM0304,11.1,2015JJ00
GM0304,12.4,2016JJ00
GM0304,10.7,2017JJ00
GM0304,10.7,2018JJ00
GM0304,,2019JJ00
GM0304,,2020JJ00
GM0304,,2021JJ00
GM0304,,2022JJ00
GM0412,13.4,1988JJ00
GM0412,15.0,1989JJ00
GM0412,14.2,1990JJ00
GM0412,13.0,1991JJ00
GM0412,15.5,1992JJ00
GM0412,15.3,1993JJ00
GM0412,13.2,1994JJ00
GM0412,13.9,1995JJ00
GM0412,14.1,1996JJ00
GM0412,12.8,1997JJ00
GM0412,13.6,1998JJ00
GM0412,13.4,1999JJ00
GM0412,14.9,2000JJ00
GM0412,14.0,2001JJ00
GM0412,12.7,2002JJ00
GM0412,12.0,2003JJ00
GM0412,14.0,2004JJ00
GM0412,12.4,2005JJ00
GM0412,9.8,2006JJ00
GM0412,12.2,2007JJ00
GM0412,9.3,2008JJ00
GM0412,11.0,2009JJ00
GM0412,10.5,2010JJ00
GM0412,8.9,2011JJ00
GM0412,,2012JJ00
GM0412,,2013JJ00
GM0412,,2014JJ00
GM0412,,2015JJ00
GM0412,,2016JJ00
GM0412,,2017JJ00
