RegioS,LevendGeborenKinderenRelatief_2,Perioden
CR07  ,12.1,2001JJ00
CR07  ,12.1,2002JJ00
CR07  ,11.6,2003JJ00
CR07  ,10.8,2004JJ00
CR07  ,10.6,2005JJ00
CR07  ,10.3,2006JJ00
CR07  ,9.9,2007JJ00
CR07  ,10.1,2008JJ00
CR07  ,9.7,2009JJ00
CR07  ,9.4,2010JJ00
CR07  ,8.9,2011JJ00
CR07  ,8.9,2012JJ00
CR07  ,8.3,2013JJ00
CR07  ,8.6,2014JJ00
CR07  ,7.9,2015JJ00
CR07  ,8.4,2016JJ00
CR07  ,8.3,2017JJ00
CR07  ,8.2,2018JJ00
CR07  ,8.0,2019JJ00
CR07  ,8.3,2020JJ00
CR07  ,8.9,2021JJ00
CR07  ,8.1,2022JJ00
CR08  ,11.5,1988JJ00
CR08  ,11.5,1989JJ00
CR08  ,11.8,1990JJ00
CR08  ,11.5,1991JJ00
CR08  ,11.5,1992JJ00
CR08  ,11.2,1993JJ00
CR08  ,11.2,1994JJ00
CR08  ,11.4,1995JJ00
CR08  ,11.1,1996JJ00
CR08  ,11.7,1997JJ00
CR08  ,11.7,1998JJ00
CR08  ,12.1,1999JJ00
CR08  ,11.8,2000JJ00
CR08  ,11.9,2001JJ00
CR08  ,11.7,2002JJ00
CR08  ,10.9,2003JJ00
CR08  ,10.5,2004JJ00
CR08  ,10.0,2005JJ00
CR08  ,10.1,2006JJ00
CR08  ,9.5,2007JJ00
CR08  ,9.4,2008JJ00
CR08  ,10.2,2009JJ00
CR08  ,9.2,2010JJ00
CR08  ,9.4,2011JJ00
CR08  ,8.6,2012JJ00
CR08  ,8.3,2013JJ00
CR08  ,8.3,2014JJ00
CR08  ,7.9,2015JJ00
CR08  ,8.4,2016JJ00
CR08  ,8.1,2017JJ00
CR08  ,7.7,2018JJ00
CR08  ,8.3,2019JJ00
CR08  ,8.1,2020JJ00
CR08  ,8.6,2021JJ00
CR08  ,8.0,2022JJ00
CR09  ,12.4,1988JJ00
CR09  ,11.9,1989JJ00
CR09  ,12.4,1990JJ00
CR09  ,11.7,1991JJ00
CR09  ,11.9,1992JJ00
CR09  ,12.3,1993JJ00
CR09  ,12.1,1994JJ00
CR09  ,11.7,1995JJ00
CR09  ,12.3,1996JJ00
CR09  ,11.9,1997JJ00
CR09  ,12.6,1998JJ00
CR09  ,12.9,1999JJ00
CR09  ,13.3,2000JJ00
CR09  ,12.9,2001JJ00
CR09  ,12.4,2002JJ00
CR09  ,11.9,2003JJ00
CR09  ,12.0,2004JJ00
CR09  ,11.1,2005JJ00
CR09  ,10.7,2006JJ00
CR09  ,10.7,2007JJ00
CR09  ,10.7,2008JJ00
CR09  ,11.1,2009JJ00
CR09  ,10.6,2010JJ00
CR09  ,10.2,2011JJ00
CR09  ,9.6,2012JJ00
CR09  ,9.2,2013JJ00
CR09  ,9.6,2014JJ00
CR09  ,9.1,2015JJ00
CR09  ,9.1,2016JJ00
CR09  ,9.3,2017JJ00
CR09  ,8.4,2018JJ00
CR09  ,8.9,2019JJ00
CR09  ,8.7,2020JJ00
CR09  ,9.5,2021JJ00
CR09  ,8.1,2022JJ00
CR10  ,14.1,1988JJ00
CR10  ,14.0,1989JJ00
CR10  ,14.7,1990JJ00
CR10  ,14.3,1991JJ00
CR10  ,14.4,1992JJ00
CR10  ,14.1,1993JJ00
CR10  ,13.8,1994JJ00
CR10  ,13.3,1995JJ00
CR10  ,13.0,1996JJ00
CR10  ,13.2,1997JJ00
CR10  ,13.9,1998JJ00
CR10  ,14.0,1999JJ00
CR10  ,14.6,2000JJ00
CR10  ,14.3,2001JJ00
CR10  ,14.3,2002JJ00
CR10  ,14.4,2003JJ00
CR10  ,13.5,2004JJ00
CR10  ,13.6,2005JJ00
CR10  ,13.2,2006JJ00
CR10  ,12.8,2007JJ00
CR10  ,12.9,2008JJ00
CR10  ,13.0,2009JJ00
CR10  ,12.7,2010JJ00
CR10  ,12.4,2011JJ00
CR10  ,12.4,2012JJ00
CR10  ,12.0,2013JJ00
CR10  ,12.0,2014JJ00
CR10  ,11.6,2015JJ00
CR10  ,11.6,2016JJ00
CR10  ,11.1,2017JJ00
CR10  ,11.0,2018JJ00
CR10  ,11.0,2019JJ00
CR10  ,10.9,2020JJ00
CR10  ,11.2,2021JJ00
CR10  ,10.8,2022JJ00
CR11  ,12.6,1988JJ00
CR11  ,12.7,1989JJ00
CR11  ,13.7,1990JJ00
CR11  ,13.0,1991JJ00
CR11  ,13.8,1992JJ00
CR11  ,13.5,1993JJ00
CR11  ,13.4,1994JJ00
CR11  ,12.5,1995JJ00
CR11  ,12.5,1996JJ00
CR11  ,13.4,1997JJ00
CR11  ,12.8,1998JJ00
CR11  ,13.4,1999JJ00
CR11  ,13.7,2000JJ00
CR11  ,12.9,2001JJ00
CR11  ,13.9,2002JJ00
CR11  ,13.3,2003JJ00
CR11  ,12.6,2004JJ00
CR11  ,12.2,2005JJ00
CR11  ,11.6,2006JJ00
CR11  ,12.0,2007JJ00
CR11  ,11.9,2008JJ00
CR11  ,11.5,2009JJ00
CR11  ,11.5,2010JJ00
CR11  ,10.7,2011JJ00
CR11  ,10.8,2012JJ00
CR11  ,10.2,2013JJ00
CR11  ,10.3,2014JJ00
CR11  ,9.5,2015JJ00
CR11  ,10.1,2016JJ00
CR11  ,9.6,2017JJ00
CR11  ,9.6,2018JJ00
CR11  ,9.3,2019JJ00
CR11  ,9.5,2020JJ00
CR11  ,9.6,2021JJ00
CR11  ,9.6,2022JJ00
CR12  ,12.6,1988JJ00
CR12  ,12.9,1989JJ00
CR12  ,13.0,1990JJ00
CR12  ,12.8,1991JJ00
CR12  ,12.8,1992JJ00
CR12  ,12.8,1993JJ00
CR12  ,12.9,1994JJ00
CR12  ,12.2,1995JJ00
CR12  ,12.4,1996JJ00
CR12  ,12.3,1997JJ00
CR12  ,12.9,1998JJ00
CR12  ,12.8,1999JJ00
CR12  ,13.3,2000JJ00
CR12  ,12.9,2001JJ00
CR12  ,12.7,2002JJ00
CR12  ,13.0,2003JJ00
CR12  ,12.3,2004JJ00
CR12  ,12.0,2005JJ00
CR12  ,11.9,2006JJ00
CR12  ,11.5,2007JJ00
CR12  ,11.4,2008JJ00
CR12  ,11.1,2009JJ00
CR12  ,11.0,2010JJ00
CR12  ,10.5,2011JJ00
CR12  ,10.0,2012JJ00
CR12  ,10.0,2013JJ00
CR12  ,9.9,2014JJ00
CR12  ,9.7,2015JJ00
CR12  ,9.4,2016JJ00
CR12  ,9.2,2017JJ00
CR12  ,8.9,2018JJ00
CR12  ,9.0,2019JJ00
CR12  ,8.7,2020JJ00
CR12  ,9.3,2021JJ00
CR12  ,8.9,2022JJ00
CR13  ,13.5,1988JJ00
CR13  ,13.4,1989JJ00
CR13  ,13.8,1990JJ00
CR13  ,13.9,1991JJ00
CR13  ,13.0,1992JJ00
CR13  ,13.2,1993JJ00
CR13  ,13.0,1994JJ00
CR13  ,12.8,1995JJ00
CR13  ,12.5,1996JJ00
CR13  ,12.6,1997JJ00
CR13  ,13.0,1998JJ00
CR13  ,13.0,1999JJ00
CR13  ,13.4,2000JJ00
CR13  ,13.0,2001JJ00
CR13  ,12.9,2002JJ00
CR13  ,12.6,2003JJ00
CR13  ,12.3,2004JJ00
CR13  ,11.5,2005JJ00
CR13  ,11.8,2006JJ00
CR13  ,11.2,2007JJ00
CR13  ,11.7,2008JJ00
CR13  ,11.3,2009JJ00
CR13  ,11.3,2010JJ00
CR13  ,11.0,2011JJ00
CR13  ,10.8,2012JJ00
CR13  ,10.7,2013JJ00
CR13  ,10.7,2014JJ00
CR13  ,10.6,2015JJ00
CR13  ,10.7,2016JJ00
CR13  ,10.4,2017JJ00
CR13  ,10.4,2018JJ00
CR13  ,10.4,2019JJ00
CR13  ,10.5,2020JJ00
CR13  ,10.9,2021JJ00
CR13  ,10.2,2022JJ00
CR14  ,11.4,1988JJ00
CR14  ,11.6,1989JJ00
CR14  ,12.3,1990JJ00
CR14  ,12.4,1991JJ00
CR14  ,12.4,1992JJ00
CR14  ,12.0,1993JJ00
CR14  ,12.3,1994JJ00
CR14  ,11.7,1995JJ00
CR14  ,11.6,1996JJ00
CR14  ,11.7,1997JJ00
CR14  ,12.1,1998JJ00
CR14  ,12.3,1999JJ00
CR14  ,12.7,2000JJ00
CR14  ,12.0,2001JJ00
CR14  ,12.3,2002JJ00
CR14  ,11.8,2003JJ00
CR14  ,11.5,2004JJ00
CR14  ,10.4,2005JJ00
CR14  ,10.4,2006JJ00
CR14  ,10.0,2007JJ00
CR14  ,9.6,2008JJ00
CR14  ,9.4,2009JJ00
CR14  ,9.1,2010JJ00
CR14  ,8.7,2011JJ00
CR14  ,8.3,2012JJ00
CR14  ,8.1,2013JJ00
CR14  ,8.2,2014JJ00
CR14  ,8.0,2015JJ00
CR14  ,7.9,2016JJ00
CR14  ,8.0,2017JJ00
CR14  ,7.7,2018JJ00
CR14  ,8.1,2019JJ00
CR14  ,8.0,2020JJ00
CR14  ,8.3,2021JJ00
CR14  ,7.7,2022JJ00
CR15  ,12.0,1988JJ00
CR15  ,12.3,1989JJ00
CR15  ,12.8,1990JJ00
CR15  ,12.9,1991JJ00
CR15  ,12.3,1992JJ00
CR15  ,12.5,1993JJ00
CR15  ,12.6,1994JJ00
CR15  ,12.1,1995JJ00
CR15  ,12.2,1996JJ00
CR15  ,12.2,1997JJ00
CR15  ,12.6,1998JJ00
CR15  ,12.3,1999JJ00
CR15  ,12.7,2000JJ00
CR15  ,12.1,2001JJ00
CR15  ,12.3,2002JJ00
CR15  ,11.9,2003JJ00
CR15  ,11.3,2004JJ00
CR15  ,11.0,2005JJ00
CR15  ,10.9,2006JJ00
CR15  ,10.3,2007JJ00
CR15  ,10.8,2008JJ00
CR15  ,10.7,2009JJ00
CR15  ,10.5,2010JJ00
CR15  ,10.2,2011JJ00
CR15  ,9.8,2012JJ00
CR15  ,9.6,2013JJ00
CR15  ,9.7,2014JJ00
CR15  ,9.5,2015JJ00
CR15  ,9.2,2016JJ00
CR15  ,9.3,2017JJ00
CR15  ,9.0,2018JJ00
CR15  ,8.8,2019JJ00
CR15  ,9.2,2020JJ00
CR15  ,9.4,2021JJ00
CR15  ,8.9,2022JJ00
CR16  ,13.8,1988JJ00
CR16  ,13.7,1989JJ00
CR16  ,14.6,1990JJ00
CR16  ,14.4,1991JJ00
CR16  ,14.6,1992JJ00
CR16  ,14.1,1993JJ00
CR16  ,13.9,1994JJ00
CR16  ,13.9,1995JJ00
CR16  ,13.4,1996JJ00
CR16  ,13.9,1997JJ00
CR16  ,14.3,1998JJ00
CR16  ,14.6,1999JJ00
CR16  ,14.9,2000JJ00
CR16  ,14.7,2001JJ00
CR16  ,14.2,2002JJ00
CR16  ,14.2,2003JJ00
CR16  ,12.6,2004JJ00
CR16  ,12.6,2005JJ00
CR16  ,12.2,2006JJ00
CR16  ,11.7,2007JJ00
CR16  ,11.4,2008JJ00
CR16  ,11.5,2009JJ00
CR16  ,11.2,2010JJ00
CR16  ,10.7,2011JJ00
CR16  ,9.9,2012JJ00
CR16  ,10.3,2013JJ00
CR16  ,10.3,2014JJ00
CR16  ,10.0,2015JJ00
CR16  ,10.2,2016JJ00
CR16  ,10.1,2017JJ00
CR16  ,10.1,2018JJ00
CR16  ,9.9,2019JJ00
CR16  ,10.3,2020JJ00
CR16  ,11.1,2021JJ00
CR16  ,10.0,2022JJ00
CR17  ,13.2,1988JJ00
CR17  ,13.5,1989JJ00
CR17  ,13.9,1990JJ00
CR17  ,13.9,1991JJ00
CR17  ,13.8,1992JJ00
CR17  ,13.6,1993JJ00
CR17  ,13.3,1994JJ00
CR17  ,13.1,1995JJ00
CR17  ,13.2,1996JJ00
CR17  ,13.2,1997JJ00
CR17  ,13.7,1998JJ00
CR17  ,13.9,1999JJ00
CR17  ,14.4,2000JJ00
CR17  ,14.1,2001JJ00
CR17  ,14.0,2002JJ00
CR17  ,14.0,2003JJ00
CR17  ,13.5,2004JJ00
CR17  ,13.1,2005JJ00
CR17  ,13.0,2006JJ00
CR17  ,12.9,2007JJ00
CR17  ,12.8,2008JJ00
CR17  ,12.7,2009JJ00
CR17  ,12.6,2010JJ00
CR17  ,12.0,2011JJ00
CR17  ,12.0,2012JJ00
CR17  ,11.5,2013JJ00
CR17  ,11.8,2014JJ00
CR17  ,11.3,2015JJ00
CR17  ,11.3,2016JJ00
CR17  ,11.3,2017JJ00
CR17  ,11.0,2018JJ00
CR17  ,11.1,2019JJ00
CR17  ,10.9,2020JJ00
CR17  ,11.6,2021JJ00
CR17  ,10.3,2022JJ00
CR18  ,13.3,1988JJ00
CR18  ,13.0,1989JJ00
CR18  ,13.8,1990JJ00
CR18  ,13.4,1991JJ00
CR18  ,13.2,1992JJ00
CR18  ,13.5,1993JJ00
CR18  ,13.2,1994JJ00
CR18  ,12.5,1995JJ00
CR18  ,12.5,1996JJ00
CR18  ,12.3,1997JJ00
CR18  ,12.7,1998JJ00
CR18  ,13.0,1999JJ00
CR18  ,13.6,2000JJ00
CR18  ,12.9,2001JJ00
CR18  ,12.3,2002JJ00
CR18  ,12.3,2003JJ00
CR18  ,12.0,2004JJ00
CR18  ,11.3,2005JJ00
CR18  ,10.7,2006JJ00
CR18  ,10.6,2007JJ00
CR18  ,10.9,2008JJ00
CR18  ,10.5,2009JJ00
CR18  ,10.7,2010JJ00
CR18  ,10.1,2011JJ00
CR18  ,9.8,2012JJ00
CR18  ,9.3,2013JJ00
CR18  ,9.8,2014JJ00
CR18  ,9.3,2015JJ00
CR18  ,9.6,2016JJ00
CR18  ,9.4,2017JJ00
CR18  ,9.1,2018JJ00
CR18  ,8.9,2019JJ00
CR18  ,9.0,2020JJ00
CR18  ,9.6,2021JJ00
CR18  ,9.3,2022JJ00
CR19  ,12.8,1988JJ00
CR19  ,12.7,1989JJ00
CR19  ,13.1,1990JJ00
CR19  ,13.2,1991JJ00
CR19  ,12.9,1992JJ00
CR19  ,12.4,1993JJ00
CR19  ,12.4,1994JJ00
CR19  ,12.5,1995JJ00
CR19  ,11.7,1996JJ00
CR19  ,11.9,1997JJ00
CR19  ,12.2,1998JJ00
CR19  ,12.3,1999JJ00
CR19  ,13.1,2000JJ00
CR19  ,12.4,2001JJ00
CR19  ,12.6,2002JJ00
CR19  ,11.9,2003JJ00
CR19  ,11.9,2004JJ00
CR19  ,11.5,2005JJ00
CR19  ,11.0,2006JJ00
CR19  ,10.7,2007JJ00
CR19  ,11.1,2008JJ00
CR19  ,10.9,2009JJ00
CR19  ,10.8,2010JJ00
CR19  ,10.3,2011JJ00
CR19  ,10.1,2012JJ00
CR19  ,9.6,2013JJ00
CR19  ,9.9,2014JJ00
CR19  ,9.3,2015JJ00
CR19  ,9.4,2016JJ00
CR19  ,9.2,2017JJ00
CR19  ,9.2,2018JJ00
CR19  ,9.1,2019JJ00
CR19  ,9.0,2020JJ00
CR19  ,9.8,2021JJ00
CR19  ,8.6,2022JJ00
CR20  ,11.7,1988JJ00
CR20  ,11.9,1989JJ00
CR20  ,13.3,1990JJ00
CR20  ,13.0,1991JJ00
CR20  ,12.9,1992JJ00
CR20  ,13.2,1993JJ00
CR20  ,13.0,1994JJ00
CR20  ,12.9,1995JJ00
CR20  ,12.1,1996JJ00
CR20  ,12.3,1997JJ00
CR20  ,12.8,1998JJ00
CR20  ,12.1,1999JJ00
CR20  ,12.1,2000JJ00
CR20  ,12.0,2001JJ00
CR20  ,11.5,2002JJ00
CR20  ,11.5,2003JJ00
CR20  ,10.6,2004JJ00
CR20  ,10.1,2005JJ00
CR20  ,10.1,2006JJ00
CR20  ,9.6,2007JJ00
CR20  ,9.9,2008JJ00
CR20  ,9.5,2009JJ00
CR20  ,9.4,2010JJ00
CR20  ,9.5,2011JJ00
CR20  ,9.2,2012JJ00
CR20  ,9.2,2013JJ00
CR20  ,9.2,2014JJ00
CR20  ,9.2,2015JJ00
CR20  ,9.4,2016JJ00
CR20  ,9.2,2017JJ00
CR20  ,8.8,2018JJ00
CR20  ,9.1,2019JJ00
CR20  ,9.3,2020JJ00
CR20  ,9.7,2021JJ00
CR20  ,9.1,2022JJ00
CR21  ,11.4,1988JJ00
CR21  ,11.4,1989JJ00
CR21  ,12.1,1990JJ00
CR21  ,12.2,1991JJ00
CR21  ,11.7,1992JJ00
CR21  ,12.2,1993JJ00
CR21  ,11.2,1994JJ00
CR21  ,11.9,1995JJ00
CR21  ,11.3,1996JJ00
CR21  ,11.6,1997JJ00
CR21  ,11.9,1998JJ00
CR21  ,11.8,1999JJ00
CR21  ,12.4,2000JJ00
CR21  ,11.9,2001JJ00
CR21  ,11.9,2002JJ00
CR21  ,11.7,2003JJ00
CR21  ,11.5,2004JJ00
CR21  ,11.4,2005JJ00
CR21  ,11.0,2006JJ00
CR21  ,11.0,2007JJ00
CR21  ,10.5,2008JJ00
CR21  ,11.8,2009JJ00
CR21  ,11.4,2010JJ00
CR21  ,10.5,2011JJ00
CR21  ,10.7,2012JJ00
CR21  ,10.4,2013JJ00
CR21  ,10.8,2014JJ00
CR21  ,10.5,2015JJ00
CR21  ,10.1,2016JJ00
CR21  ,10.2,2017JJ00
CR21  ,10.2,2018JJ00
CR21  ,10.3,2019JJ00
CR21  ,9.9,2020JJ00
CR21  ,10.4,2021JJ00
CR21  ,9.7,2022JJ00
CR22  ,12.4,1988JJ00
CR22  ,12.2,1989JJ00
CR22  ,12.9,1990JJ00
CR22  ,13.2,1991JJ00
CR22  ,12.8,1992JJ00
CR22  ,12.5,1993JJ00
CR22  ,13.5,1994JJ00
CR22  ,12.2,1995JJ00
CR22  ,12.7,1996JJ00
CR22  ,12.9,1997JJ00
CR22  ,13.3,1998JJ00
CR22  ,13.0,1999JJ00
CR22  ,12.7,2000JJ00
CR22  ,13.3,2001JJ00
CR22  ,12.7,2002JJ00
CR22  ,12.5,2003JJ00
CR22  ,11.9,2004JJ00
CR22  ,11.5,2005JJ00
CR22  ,10.9,2006JJ00
CR22  ,11.2,2007JJ00
CR22  ,11.2,2008JJ00
CR22  ,11.0,2009JJ00
CR22  ,10.9,2010JJ00
CR22  ,10.6,2011JJ00
CR22  ,10.4,2012JJ00
CR22  ,10.2,2013JJ00
CR22  ,10.7,2014JJ00
CR22  ,10.5,2015JJ00
CR22  ,11.2,2016JJ00
CR22  ,10.6,2017JJ00
CR22  ,10.5,2018JJ00
CR22  ,10.7,2019JJ00
CR22  ,9.8,2020JJ00
CR22  ,10.6,2021JJ00
CR22  ,9.8,2022JJ00
CR23  ,12.6,1988JJ00
CR23  ,13.0,1989JJ00
CR23  ,13.4,1990JJ00
CR23  ,13.4,1991JJ00
CR23  ,13.5,1992JJ00
CR23  ,13.2,1993JJ00
CR23  ,13.2,1994JJ00
CR23  ,12.7,1995JJ00
CR23  ,12.7,1996JJ00
CR23  ,13.2,1997JJ00
CR23  ,13.6,1998JJ00
CR23  ,13.5,1999JJ00
CR23  ,14.0,2000JJ00
CR23  ,13.7,2001JJ00
CR23  ,13.6,2002JJ00
CR23  ,13.6,2003JJ00
CR23  ,13.5,2004JJ00
CR23  ,13.4,2005JJ00
CR23  ,12.8,2006JJ00
CR23  ,12.9,2007JJ00
CR23  ,12.9,2008JJ00
CR23  ,13.1,2009JJ00
CR23  ,13.1,2010JJ00
CR23  ,12.6,2011JJ00
CR23  ,12.2,2012JJ00
CR23  ,12.1,2013JJ00
CR23  ,12.0,2014JJ00
CR23  ,11.8,2015JJ00
CR23  ,11.7,2016JJ00
CR23  ,11.4,2017JJ00
CR23  ,11.1,2018JJ00
CR23  ,11.0,2019JJ00
CR23  ,10.8,2020JJ00
CR23  ,11.4,2021JJ00
CR23  ,10.2,2022JJ00
CR24  ,11.2,1988JJ00
CR24  ,11.7,1989JJ00
CR24  ,12.0,1990JJ00
CR24  ,11.8,1991JJ00
CR24  ,11.7,1992JJ00
CR24  ,11.6,1993JJ00
CR24  ,11.6,1994JJ00
CR24  ,11.1,1995JJ00
CR24  ,11.1,1996JJ00
CR24  ,10.8,1997JJ00
CR24  ,11.5,1998JJ00
CR24  ,11.6,1999JJ00
CR24  ,12.0,2000JJ00
CR24  ,11.6,2001JJ00
CR24  ,11.5,2002JJ00
CR24  ,11.9,2003JJ00
CR24  ,11.2,2004JJ00
CR24  ,10.7,2005JJ00
CR24  ,10.5,2006JJ00
CR24  ,10.5,2007JJ00
CR24  ,10.0,2008JJ00
CR24  ,10.1,2009JJ00
CR24  ,10.3,2010JJ00
CR24  ,9.2,2011JJ00
CR24  ,9.1,2012JJ00
CR24  ,8.6,2013JJ00
CR24  ,9.4,2014JJ00
CR24  ,9.3,2015JJ00
CR24  ,9.1,2016JJ00
CR24  ,9.2,2017JJ00
CR24  ,9.6,2018JJ00
CR24  ,9.4,2019JJ00
CR24  ,9.4,2020JJ00
CR24  ,10.1,2021JJ00
CR24  ,9.1,2022JJ00
CR25  ,13.4,1988JJ00
CR25  ,13.8,1989JJ00
CR25  ,14.3,1990JJ00
CR25  ,14.3,1991JJ00
CR25  ,14.0,1992JJ00
CR25  ,13.2,1993JJ00
CR25  ,12.9,1994JJ00
CR25  ,12.5,1995JJ00
CR25  ,12.8,1996JJ00
CR25  ,12.5,1997JJ00
CR25  ,12.9,1998JJ00
CR25  ,12.8,1999JJ00
CR25  ,12.9,2000JJ00
CR25  ,12.6,2001JJ00
CR25  ,12.6,2002JJ00
CR25  ,12.1,2003JJ00
CR25  ,11.8,2004JJ00
CR25  ,11.1,2005JJ00
CR25  ,11.1,2006JJ00
CR25  ,10.5,2007JJ00
CR25  ,10.9,2008JJ00
CR25  ,10.8,2009JJ00
CR25  ,10.9,2010JJ00
CR25  ,10.9,2011JJ00
CR25  ,10.2,2012JJ00
CR25  ,9.9,2013JJ00
CR25  ,10.1,2014JJ00
CR25  ,9.5,2015JJ00
CR25  ,9.7,2016JJ00
CR25  ,9.7,2017JJ00
CR25  ,9.6,2018JJ00
CR25  ,9.6,2019JJ00
CR25  ,9.3,2020JJ00
CR25  ,9.8,2021JJ00
CR25  ,9.0,2022JJ00
CR26  ,11.9,1988JJ00
CR26  ,12.2,1989JJ00
CR26  ,12.8,1990JJ00
CR26  ,12.7,1991JJ00
CR26  ,12.3,1992JJ00
CR26  ,12.1,1993JJ00
CR26  ,12.0,1994JJ00
CR26  ,11.4,1995JJ00
CR26  ,11.3,1996JJ00
CR26  ,11.7,1997JJ00
CR26  ,12.2,1998JJ00
CR26  ,11.9,1999JJ00
CR26  ,12.5,2000JJ00
CR26  ,12.3,2001JJ00
CR26  ,12.6,2002JJ00
CR26  ,12.3,2003JJ00
CR26  ,12.6,2004JJ00
CR26  ,12.5,2005JJ00
CR26  ,12.4,2006JJ00
CR26  ,12.3,2007JJ00
CR26  ,12.6,2008JJ00
CR26  ,12.7,2009JJ00
CR26  ,12.8,2010JJ00
CR26  ,12.9,2011JJ00
CR26  ,12.6,2012JJ00
CR26  ,12.0,2013JJ00
CR26  ,12.4,2014JJ00
CR26  ,12.1,2015JJ00
CR26  ,12.1,2016JJ00
CR26  ,11.6,2017JJ00
CR26  ,11.4,2018JJ00
CR26  ,11.2,2019JJ00
CR26  ,10.6,2020JJ00
CR26  ,10.8,2021JJ00
CR26  ,9.9,2022JJ00
CR27  ,13.8,1988JJ00
CR27  ,13.5,1989JJ00
CR27  ,14.1,1990JJ00
CR27  ,14.1,1991JJ00
CR27  ,14.0,1992JJ00
CR27  ,14.1,1993JJ00
CR27  ,13.7,1994JJ00
CR27  ,13.0,1995JJ00
CR27  ,13.1,1996JJ00
CR27  ,12.8,1997JJ00
CR27  ,12.7,1998JJ00
CR27  ,12.9,1999JJ00
CR27  ,12.4,2000JJ00
CR27  ,12.1,2001JJ00
CR27  ,11.6,2002JJ00
CR27  ,11.4,2003JJ00
CR27  ,11.0,2004JJ00
CR27  ,10.6,2005JJ00
CR27  ,10.6,2006JJ00
CR27  ,10.7,2007JJ00
CR27  ,10.7,2008JJ00
CR27  ,10.5,2009JJ00
CR27  ,10.1,2010JJ00
CR27  ,9.7,2011JJ00
CR27  ,9.5,2012JJ00
CR27  ,9.6,2013JJ00
CR27  ,9.3,2014JJ00
CR27  ,9.4,2015JJ00
CR27  ,9.8,2016JJ00
CR27  ,9.0,2017JJ00
CR27  ,9.3,2018JJ00
CR27  ,9.7,2019JJ00
CR27  ,9.3,2020JJ00
CR27  ,9.9,2021JJ00
CR27  ,9.0,2022JJ00
CR28  ,14.5,1988JJ00
CR28  ,14.2,1989JJ00
CR28  ,15.1,1990JJ00
CR28  ,15.4,1991JJ00
CR28  ,14.5,1992JJ00
CR28  ,14.9,1993JJ00
CR28  ,14.6,1994JJ00
CR28  ,13.9,1995JJ00
CR28  ,13.9,1996JJ00
CR28  ,13.5,1997JJ00
CR28  ,14.1,1998JJ00
CR28  ,14.2,1999JJ00
CR28  ,14.1,2000JJ00
CR28  ,13.7,2001JJ00
CR28  ,13.4,2002JJ00
CR28  ,13.3,2003JJ00
CR28  ,12.6,2004JJ00
CR28  ,12.3,2005JJ00
CR28  ,11.8,2006JJ00
CR28  ,11.5,2007JJ00
CR28  ,11.6,2008JJ00
CR28  ,11.4,2009JJ00
CR28  ,11.8,2010JJ00
CR28  ,11.3,2011JJ00
CR28  ,10.6,2012JJ00
CR28  ,10.3,2013JJ00
CR28  ,10.9,2014JJ00
CR28  ,10.4,2015JJ00
CR28  ,10.3,2016JJ00
CR28  ,10.4,2017JJ00
CR28  ,10.3,2018JJ00
CR28  ,10.6,2019JJ00
CR28  ,10.7,2020JJ00
CR28  ,11.5,2021JJ00
CR28  ,10.7,2022JJ00
CR29  ,12.9,1988JJ00
CR29  ,12.8,1989JJ00
CR29  ,13.3,1990JJ00
CR29  ,13.2,1991JJ00
CR29  ,12.9,1992JJ00
CR29  ,12.5,1993JJ00
CR29  ,12.4,1994JJ00
CR29  ,12.0,1995JJ00
CR29  ,11.7,1996JJ00
CR29  ,12.2,1997JJ00
CR29  ,12.3,1998JJ00
CR29  ,12.5,1999JJ00
CR29  ,12.6,2000JJ00
CR29  ,12.5,2001JJ00
CR29  ,12.4,2002JJ00
CR29  ,12.2,2003JJ00
CR29  ,11.9,2004JJ00
CR29  ,11.5,2005JJ00
CR29  ,11.5,2006JJ00
CR29  ,11.2,2007JJ00
CR29  ,11.7,2008JJ00
CR29  ,11.8,2009JJ00
CR29  ,11.7,2010JJ00
CR29  ,11.6,2011JJ00
CR29  ,11.6,2012JJ00
CR29  ,11.2,2013JJ00
CR29  ,11.5,2014JJ00
CR29  ,11.0,2015JJ00
CR29  ,11.3,2016JJ00
CR29  ,10.9,2017JJ00
CR29  ,10.8,2018JJ00
CR29  ,10.8,2019JJ00
CR29  ,10.7,2020JJ00
CR29  ,11.0,2021JJ00
CR29  ,10.2,2022JJ00
CR30  ,13.6,1988JJ00
CR30  ,13.8,1989JJ00
CR30  ,14.2,1990JJ00
CR30  ,13.9,1991JJ00
CR30  ,13.9,1992JJ00
CR30  ,13.9,1993JJ00
CR30  ,13.6,1994JJ00
CR30  ,13.2,1995JJ00
CR30  ,13.3,1996JJ00
CR30  ,13.3,1997JJ00
CR30  ,13.7,1998JJ00
CR30  ,13.4,1999JJ00
CR30  ,14.1,2000JJ00
CR30  ,13.2,2001JJ00
CR30  ,13.2,2002JJ00
CR30  ,12.9,2003JJ00
CR30  ,12.8,2004JJ00
CR30  ,11.8,2005JJ00
CR30  ,11.9,2006JJ00
CR30  ,11.5,2007JJ00
CR30  ,12.1,2008JJ00
CR30  ,11.7,2009JJ00
CR30  ,11.7,2010JJ00
CR30  ,11.7,2011JJ00
CR30  ,11.7,2012JJ00
CR30  ,11.1,2013JJ00
CR30  ,11.7,2014JJ00
CR30  ,10.7,2015JJ00
CR30  ,10.7,2016JJ00
