RegioS,Beroepsbevolking_2,Perioden
GM0214,8.0,2021JJ00
GM0214,8.0,2022JJ00
GM0214,8.0,2023JJ00
GM0502,15.0,2013JJ00
GM0502,15.0,2014JJ00
GM0502,15.0,2015JJ00
GM0502,16.0,2016JJ00
GM0502,16.0,2017JJ00
GM0502,16.0,2018JJ00
GM0502,16.0,2019JJ00
GM0502,16.0,2020JJ00
GM0502,16.0,2021JJ00
GM0502,16.0,2022JJ00
GM0502,16.0,2023JJ00
GM0383,9.0,2013JJ00
GM0383,9.0,2014JJ00
GM0383,9.0,2015JJ00
GM0383,9.0,2016JJ00
GM0383,10.0,2017JJ00
GM0383,10.0,2018JJ00
GM0383,10.0,2019JJ00
GM0383,10.0,2020JJ00
GM0383,10.0,2021JJ00
GM0383,10.0,2022JJ00
GM0383,10.0,2023JJ00
GM0109,9.0,2013JJ00
GM0109,9.0,2014JJ00
GM0109,9.0,2015JJ00
GM0109,9.0,2016JJ00
GM0109,9.0,2017JJ00
GM0109,9.0,2018JJ00
GM0109,9.0,2019JJ00
GM0109,9.0,2020JJ00
GM0109,9.0,2021JJ00
GM0109,9.0,2022JJ00
GM0109,9.0,2023JJ00
GM1706,5.0,2013JJ00
GM1706,5.0,2014JJ00
GM1706,5.0,2015JJ00
GM1706,5.0,2016JJ00
GM1706,5.0,2017JJ00
GM1706,5.0,2018JJ00
GM1706,5.0,2019JJ00
GM1706,5.0,2020JJ00
GM1706,5.0,2021JJ00
GM1706,5.0,2022JJ00
GM1706,5.0,2023JJ00
GM0216,6.0,2013JJ00
GM0216,7.0,2014JJ00
GM0216,7.0,2015JJ00
GM0216,7.0,2016JJ00
GM0216,7.0,2017JJ00
GM0216,7.0,2018JJ00
GM0216,8.0,2019JJ00
GM0216,8.0,2020JJ00
GM0216,7.0,2021JJ00
GM0216,8.0,2022JJ00
GM0216,8.0,2023JJ00
GM0148,7.0,2013JJ00
GM0148,7.0,2014JJ00
GM0148,7.0,2015JJ00
GM0148,7.0,2016JJ00
GM0148,8.0,2017JJ00
GM0148,8.0,2018JJ00
GM0148,8.0,2019JJ00
GM0148,8.0,2020JJ00
GM0148,8.0,2021JJ00
GM0148,8.0,2022JJ00
GM0148,8.0,2023JJ00
GM1891,4.0,2013JJ00
GM1891,4.0,2014JJ00
GM1891,4.0,2015JJ00
GM1891,5.0,2016JJ00
GM1891,4.0,2017JJ00
GM1891,5.0,2018JJ00
GM1891,5.0,2019JJ00
GM1891,5.0,2020JJ00
GM1891,5.0,2021JJ00
GM1891,5.0,2022JJ00
GM1891,5.0,2023JJ00
GM0503,18.0,2013JJ00
GM0503,19.0,2014JJ00
GM0503,19.0,2015JJ00
GM0503,19.0,2016JJ00
GM0503,19.0,2017JJ00
GM0503,20.0,2018JJ00
GM0503,20.0,2019JJ00
GM0503,19.0,2020JJ00
GM0503,19.0,2021JJ00
GM0503,20.0,2022JJ00
GM0503,20.0,2023JJ00
GM0762,8.0,2013JJ00
GM0762,8.0,2014JJ00
GM0762,8.0,2015JJ00
GM0762,8.0,2016JJ00
GM0762,8.0,2017JJ00
GM0762,8.0,2018JJ00
GM0762,8.0,2019JJ00
GM0762,8.0,2020JJ00
GM0762,8.0,2021JJ00
GM0762,8.0,2022JJ00
GM0762,8.0,2023JJ00
GM0150,21.0,2013JJ00
GM0150,22.0,2014JJ00
GM0150,22.0,2015JJ00
GM0150,22.0,2016JJ00
GM0150,23.0,2017JJ00
GM0150,24.0,2018JJ00
GM0150,24.0,2019JJ00
GM0150,24.0,2020JJ00
GM0150,24.0,2021JJ00
GM0150,24.0,2022JJ00
GM0150,25.0,2023JJ00
GM0384,6.0,2013JJ00
GM0384,6.0,2014JJ00
GM0384,6.0,2015JJ00
GM0384,6.0,2016JJ00
GM0384,6.0,2017JJ00
GM0384,6.0,2018JJ00
GM0384,6.0,2019JJ00
GM0384,6.0,2020JJ00
GM0384,6.0,2021JJ00
GM0384,7.0,2022JJ00
GM0384,7.0,2023JJ00
GM1980,17.0,2013JJ00
GM1980,18.0,2014JJ00
GM1980,19.0,2015JJ00
GM1980,19.0,2016JJ00
GM1980,20.0,2017JJ00
GM1980,20.0,2018JJ00
GM1980,20.0,2019JJ00
GM1980,21.0,2020JJ00
GM1980,21.0,2021JJ00
GM1980,21.0,2022JJ00
GM1980,22.0,2023JJ00
GM1774,6.0,2013JJ00
GM1774,7.0,2014JJ00
GM1774,7.0,2015JJ00
GM1774,7.0,2016JJ00
GM1774,7.0,2017JJ00
GM1774,7.0,2018JJ00
GM1774,7.0,2019JJ00
GM1774,7.0,2020JJ00
GM1774,7.0,2021JJ00
GM1774,7.0,2022JJ00
GM1774,7.0,2023JJ00
GM0221,3.0,2013JJ00
GM0221,3.0,2014JJ00
GM0221,3.0,2015JJ00
GM0221,3.0,2016JJ00
GM0221,3.0,2017JJ00
GM0221,3.0,2018JJ00
GM0221,3.0,2019JJ00
GM0221,3.0,2020JJ00
GM0221,3.0,2021JJ00
GM0221,3.0,2022JJ00
GM0221,3.0,2023JJ00
GM0222,13.0,2013JJ00
GM0222,14.0,2014JJ00
GM0222,14.0,2015JJ00
GM0222,14.0,2016JJ00
GM0222,14.0,2017JJ00
GM0222,14.0,2018JJ00
GM0222,15.0,2019JJ00
GM0222,15.0,2020JJ00
GM0222,15.0,2021JJ00
GM0222,15.0,2022JJ00
GM0222,15.0,2023JJ00
GM0766,6.0,2013JJ00
GM0766,6.0,2014JJ00
GM0766,6.0,2015JJ00
GM0766,7.0,2016JJ00
GM0766,7.0,2017JJ00
GM0766,7.0,2018JJ00
GM0766,7.0,2019JJ00
GM0766,7.0,2020JJ00
GM0766,7.0,2021JJ00
GM0766,7.0,2022JJ00
GM0766,7.0,2023JJ00
GM0505,25.0,2013JJ00
GM0505,26.0,2014JJ00
GM0505,26.0,2015JJ00
GM0505,26.0,2016JJ00
GM0505,27.0,2017JJ00
GM0505,27.0,2018JJ00
GM0505,27.0,2019JJ00
GM0505,27.0,2020JJ00
GM0505,28.0,2021JJ00
GM0505,27.0,2022JJ00
GM0505,28.0,2023JJ00
GM0498,5.0,2013JJ00
GM0498,5.0,2014JJ00
GM0498,5.0,2015JJ00
GM0498,5.0,2016JJ00
GM0498,5.0,2017JJ00
GM0498,5.0,2018JJ00
GM0498,5.0,2019JJ00
GM0498,5.0,2020JJ00
GM0498,5.0,2021JJ00
GM0498,5.0,2022JJ00
GM0498,5.0,2023JJ00
GM1719,7.0,2013JJ00
GM1719,7.0,2014JJ00
GM1719,7.0,2015JJ00
GM1719,7.0,2016JJ00
GM1719,7.0,2017JJ00
GM1719,7.0,2018JJ00
GM1719,7.0,2019JJ00
GM1719,8.0,2020JJ00
GM1719,7.0,2021JJ00
GM1719,8.0,2022JJ00
GM1719,8.0,2023JJ00
GM0303,9.0,2013JJ00
GM0303,9.0,2014JJ00
GM0303,9.0,2015JJ00
GM0303,10.0,2016JJ00
GM0303,10.0,2017JJ00
GM0303,10.0,2018JJ00
GM0303,10.0,2019JJ00
GM0303,11.0,2020JJ00
GM0303,11.0,2021JJ00
GM0303,11.0,2022JJ00
GM0303,11.0,2023JJ00
GM0225,5.0,2013JJ00
GM0225,5.0,2014JJ00
GM0225,5.0,2015JJ00
GM0225,5.0,2016JJ00
GM0225,5.0,2017JJ00
GM0225,5.0,2018JJ00
GM0225,5.0,2019JJ00
GM0225,5.0,2020JJ00
GM0225,5.0,2021JJ00
GM0225,5.0,2022JJ00
GM0225,5.0,2023JJ00
GM0226,7.0,2013JJ00
GM0226,7.0,2014JJ00
GM0226,7.0,2015JJ00
GM0226,7.0,2016JJ00
GM0226,8.0,2017JJ00
GM0226,8.0,2018JJ00
GM0226,8.0,2019JJ00
GM0226,8.0,2020JJ00
GM0226,7.0,2021JJ00
GM0226,7.0,2022JJ00
GM0226,7.0,2023JJ00
GM1711,8.0,2013JJ00
GM1711,8.0,2014JJ00
GM1711,9.0,2015JJ00
GM1711,8.0,2016JJ00
GM1711,9.0,2017JJ00
GM1711,9.0,2018JJ00
GM1711,9.0,2019JJ00
GM1711,8.0,2020JJ00
GM1711,8.0,2021JJ00
GM1711,8.0,2022JJ00
GM1711,8.0,2023JJ00
GM0385,8.0,2013JJ00
GM0385,8.0,2014JJ00
GM0385,9.0,2015JJ00
GM0385,9.0,2016JJ00
GM0385,9.0,2017JJ00
GM0385,9.0,2018JJ00
GM0385,9.0,2019JJ00
GM0385,9.0,2020JJ00
GM0385,9.0,2021JJ00
GM0385,9.0,2022JJ00
GM0385,10.0,2023JJ00
GM0228,23.0,2013JJ00
GM0228,24.0,2014JJ00
GM0228,24.0,2015JJ00
GM0228,24.0,2016JJ00
GM0228,25.0,2017JJ00
GM0228,25.0,2018JJ00
GM0228,26.0,2019JJ00
GM0228,26.0,2020JJ00
GM0228,26.0,2021JJ00
GM0228,27.0,2022JJ00
GM0228,28.0,2023JJ00
GM0317,2.0,2013JJ00
GM0317,2.0,2014JJ00
GM0317,2.0,2015JJ00
GM0317,2.0,2016JJ00
GM0317,3.0,2017JJ00
GM0317,3.0,2018JJ00
GM0317,3.0,2019JJ00
GM0317,3.0,2020JJ00
GM0317,3.0,2021JJ00
GM0317,3.0,2022JJ00
GM0317,3.0,2023JJ00
GM1979,11.0,2013JJ00
GM1979,11.0,2014JJ00
GM1979,12.0,2015JJ00
GM1979,12.0,2016JJ00
GM1979,12.0,2017JJ00
GM1979,12.0,2018JJ00
GM1979,12.0,2019JJ00
GM1979,12.0,2020JJ00
GM1979,12.0,2021JJ00
GM1979,12.0,2022JJ00
GM1979,11.0,2023JJ00
GM0770,5.0,2013JJ00
GM0770,5.0,2014JJ00
GM0770,5.0,2015JJ00
GM0770,5.0,2016JJ00
GM0770,5.0,2017JJ00
GM0770,5.0,2018JJ00
GM0770,5.0,2019JJ00
GM0770,5.0,2020JJ00
GM0770,5.0,2021JJ00
GM0770,5.0,2022JJ00
GM0770,5.0,2023JJ00
GM1903,7.0,2013JJ00
GM1903,7.0,2014JJ00
GM1903,7.0,2015JJ00
GM1903,7.0,2016JJ00
GM1903,7.0,2017JJ00
GM1903,7.0,2018JJ00
GM1903,7.0,2019JJ00
GM1903,7.0,2020JJ00
GM1903,7.0,2021JJ00
GM1903,7.0,2022JJ00
GM1903,7.0,2023JJ00
GM0772,41.0,2013JJ00
GM0772,42.0,2014JJ00
GM0772,42.0,2015JJ00
GM0772,43.0,2016JJ00
GM0772,43.0,2017JJ00
GM0772,44.0,2018JJ00
GM0772,46.0,2019JJ00
GM0772,46.0,2020JJ00
GM0772,48.0,2021JJ00
GM0772,46.0,2022JJ00
GM0772,48.0,2023JJ00
GM0230,5.0,2013JJ00
GM0230,5.0,2014JJ00
GM0230,5.0,2015JJ00
GM0230,5.0,2016JJ00
GM0230,5.0,2017JJ00
GM0230,5.0,2018JJ00
GM0230,5.0,2019JJ00
GM0230,5.0,2020JJ00
GM0230,6.0,2021JJ00
GM0230,6.0,2022JJ00
GM0230,6.0,2023JJ00
GM0114,25.0,2013JJ00
GM0114,25.0,2014JJ00
GM0114,25.0,2015JJ00
GM0114,25.0,2016JJ00
GM0114,25.0,2017JJ00
GM0114,25.0,2018JJ00
GM0114,25.0,2019JJ00
GM0114,25.0,2020JJ00
GM0114,26.0,2021JJ00
GM0114,26.0,2022JJ00
GM0114,26.0,2023JJ00
GM0388,4.0,2013JJ00
GM0388,4.0,2014JJ00
GM0388,4.0,2015JJ00
GM0388,4.0,2016JJ00
GM0388,4.0,2017JJ00
GM0388,5.0,2018JJ00
GM0388,5.0,2019JJ00
GM0388,5.0,2020JJ00
GM0388,4.0,2021JJ00
GM0388,5.0,2022JJ00
GM0388,5.0,2023JJ00
GM0153,29.0,2013JJ00
GM0153,30.0,2014JJ00
GM0153,31.0,2015JJ00
GM0153,31.0,2016JJ00
GM0153,31.0,2017JJ00
GM0153,32.0,2018JJ00
GM0153,31.0,2019JJ00
GM0153,31.0,2020JJ00
GM0153,32.0,2021JJ00
GM0153,33.0,2022JJ00
GM0153,33.0,2023JJ00
GM0232,8.0,2013JJ00
GM0232,8.0,2014JJ00
GM0232,8.0,2015JJ00
GM0232,8.0,2016JJ00
GM0232,8.0,2017JJ00
GM0232,8.0,2018JJ00
GM0232,8.0,2019JJ00
GM0232,8.0,2020JJ00
GM0232,9.0,2021JJ00
GM0232,9.0,2022JJ00
GM0232,9.0,2023JJ00
GM0233,6.0,2013JJ00
GM0233,6.0,2014JJ00
GM0233,6.0,2015JJ00
GM0233,6.0,2016JJ00
GM0233,6.0,2017JJ00
GM0233,7.0,2018JJ00
GM0233,7.0,2019JJ00
GM0233,7.0,2020JJ00
GM0233,7.0,2021JJ00
GM0233,7.0,2022JJ00
GM0233,7.0,2023JJ00
GM0777,10.0,2013JJ00
GM0777,10.0,2014JJ00
GM0777,10.0,2015JJ00
GM0777,10.0,2016JJ00
GM0777,10.0,2017JJ00
GM0777,11.0,2018JJ00
GM0777,11.0,2019JJ00
GM0777,11.0,2020JJ00
GM0777,11.0,2021JJ00
GM0777,11.0,2022JJ00
GM0777,11.0,2023JJ00
GM1940,12.0,2013JJ00
GM1940,13.0,2014JJ00
GM1940,13.0,2015JJ00
GM1940,13.0,2016JJ00
GM1940,13.0,2017JJ00
GM1940,13.0,2018JJ00
GM1940,14.0,2019JJ00
GM1940,14.0,2020JJ00
GM1940,14.0,2021JJ00
GM1940,14.0,2022JJ00
GM1940,14.0,2023JJ00
GM0779,5.0,2013JJ00
GM0779,5.0,2014JJ00
GM0779,5.0,2015JJ00
GM0779,5.0,2016JJ00
GM0779,5.0,2017JJ00
GM0779,6.0,2018JJ00
GM0779,6.0,2019JJ00
GM0779,6.0,2020JJ00
GM0779,6.0,2021JJ00
GM0779,6.0,2022JJ00
GM0779,6.0,2023JJ00
GM1771,9.0,2013JJ00
GM1771,9.0,2014JJ00
GM1771,10.0,2015JJ00
GM1771,10.0,2016JJ00
GM1771,10.0,2017JJ00
GM1771,10.0,2018JJ00
GM1771,10.0,2019JJ00
GM1771,10.0,2020JJ00
GM1771,10.0,2021JJ00
GM1771,10.0,2022JJ00
GM1771,10.0,2023JJ00
GM1652,7.0,2013JJ00
GM1652,7.0,2014JJ00
GM1652,7.0,2015JJ00
GM1652,8.0,2016JJ00
GM1652,8.0,2017JJ00
GM1652,8.0,2018JJ00
GM1652,8.0,2019JJ00
GM1652,8.0,2020JJ00
GM1652,8.0,2021JJ00
GM1652,8.0,2022JJ00
GM1652,8.0,2023JJ00
GM0907,4.0,2013JJ00
GM0907,4.0,2014JJ00
GM0907,4.0,2015JJ00
GM0907,4.0,2016JJ00
GM0907,4.0,2017JJ00
GM0907,4.0,2018JJ00
GM0907,5.0,2019JJ00
GM0907,4.0,2020JJ00
GM0907,4.0,2021JJ00
GM0907,5.0,2022JJ00
GM0907,5.0,2023JJ00
GM0784,7.0,2013JJ00
GM0784,7.0,2014JJ00
GM0784,6.0,2015JJ00
GM0784,7.0,2016JJ00
GM0784,7.0,2017JJ00
GM0784,7.0,2018JJ00
GM0784,7.0,2019JJ00
GM0784,7.0,2020JJ00
GM0784,7.0,2021JJ00
GM0784,7.0,2022JJ00
GM0784,7.0,2023JJ00
GM1924,11.0,2013JJ00
GM1924,11.0,2014JJ00
GM1924,11.0,2015JJ00
GM1924,12.0,2016JJ00
GM1924,12.0,2017JJ00
GM1924,12.0,2018JJ00
GM1924,13.0,2019JJ00
GM1924,13.0,2020JJ00
GM1924,13.0,2021JJ00
GM1924,13.0,2022JJ00
GM1924,13.0,2023JJ00
GM0664,9.0,2013JJ00
GM0664,9.0,2014JJ00
GM0664,9.0,2015JJ00
GM0664,9.0,2016JJ00
GM0664,9.0,2017JJ00
GM0664,9.0,2018JJ00
GM0664,9.0,2019JJ00
GM0664,10.0,2020JJ00
GM0664,10.0,2021JJ00
GM0664,10.0,2022JJ00
GM0664,10.0,2023JJ00
GM0785,6.0,2013JJ00
GM0785,6.0,2014JJ00
GM0785,6.0,2015JJ00
GM0785,6.0,2016JJ00
GM0785,6.0,2017JJ00
GM0785,6.0,2018JJ00
GM0785,6.0,2019JJ00
GM0785,6.0,2020JJ00
GM0785,6.0,2021JJ00
GM0785,6.0,2022JJ00
GM0785,6.0,2023JJ00
GM1942,13.0,2013JJ00
GM1942,14.0,2014JJ00
GM1942,14.0,2015JJ00
GM1942,14.0,2016JJ00
GM1942,14.0,2017JJ00
GM1942,15.0,2018JJ00
GM1942,15.0,2019JJ00
GM1942,15.0,2020JJ00
GM1942,15.0,2021JJ00
GM1942,16.0,2022JJ00
GM1942,16.0,2023JJ00
GM0512,7.0,2013JJ00
GM0512,8.0,2014JJ00
GM0512,8.0,2015JJ00
GM0512,8.0,2016JJ00
GM0512,8.0,2017JJ00
GM0512,9.0,2018JJ00
GM0512,9.0,2019JJ00
GM0512,9.0,2020JJ00
GM0512,9.0,2021JJ00
GM0512,9.0,2022JJ00
GM0512,9.0,2023JJ00
GM0513,16.0,2013JJ00
GM0513,16.0,2014JJ00
GM0513,16.0,2015JJ00
GM0513,16.0,2016JJ00
GM0513,16.0,2017JJ00
GM0513,17.0,2018JJ00
GM0513,17.0,2019JJ00
GM0513,17.0,2020JJ00
GM0513,17.0,2021JJ00
GM0513,17.0,2022JJ00
GM0513,18.0,2023JJ00
GM0518,91.0,2013JJ00
GM0518,93.0,2014JJ00
GM0518,96.0,2015JJ00
GM0518,99.0,2016JJ00
GM0518,101.0,2017JJ00
GM0518,104.0,2018JJ00
GM0518,106.0,2019JJ00
GM0518,107.0,2020JJ00
GM0518,108.0,2021JJ00
GM0518,110.0,2022JJ00
GM0518,117.0,2023JJ00
GM0014,37.0,2013JJ00
GM0014,37.0,2014JJ00
GM0014,39.0,2015JJ00
GM0014,39.0,2016JJ00
GM0014,40.0,2017JJ00
GM0014,39.0,2018JJ00
GM0014,40.0,2019JJ00
GM0014,40.0,2020JJ00
GM0014,43.0,2021JJ00
GM0014,42.0,2022JJ00
GM0014,42.0,2023JJ00
GM1729,4.0,2013JJ00
GM1729,4.0,2014JJ00
GM1729,4.0,2015JJ00
GM1729,4.0,2016JJ00
GM1729,4.0,2017JJ00
GM1729,4.0,2018JJ00
GM1729,4.0,2019JJ00
GM1729,4.0,2020JJ00
GM1729,4.0,2021JJ00
GM1729,4.0,2022JJ00
GM1729,4.0,2023JJ00
GM0158,6.0,2013JJ00
GM0158,6.0,2014JJ00
GM0158,6.0,2015JJ00
GM0158,6.0,2016JJ00
GM0158,6.0,2017JJ00
GM0158,6.0,2018JJ00
GM0158,6.0,2019JJ00
GM0158,6.0,2020JJ00
GM0158,6.0,2021JJ00
GM0158,6.0,2022JJ00
GM0158,7.0,2023JJ00
GM0392,32.0,2013JJ00
GM0392,33.0,2014JJ00
GM0392,34.0,2015JJ00
GM0392,35.0,2016JJ00
GM0392,36.0,2017JJ00
GM0392,36.0,2018JJ00
GM0392,37.0,2019JJ00
GM0392,37.0,2020JJ00
GM0392,37.0,2021JJ00
GM0392,37.0,2022JJ00
GM0392,39.0,2023JJ00
GM0394,36.0,2013JJ00
GM0394,37.0,2014JJ00
GM0394,38.0,2015JJ00
GM0394,40.0,2016JJ00
GM0394,40.0,2017JJ00
GM0394,41.0,2018JJ00
GM0394,41.0,2019JJ00
GM0394,41.0,2020JJ00
GM0394,41.0,2021JJ00
GM0394,43.0,2022JJ00
GM0394,43.0,2023JJ00
GM1655,8.0,2013JJ00
GM1655,8.0,2014JJ00
GM1655,8.0,2015JJ00
GM1655,8.0,2016JJ00
GM1655,8.0,2017JJ00
GM1655,8.0,2018JJ00
GM1655,8.0,2019JJ00
GM1655,8.0,2020JJ00
GM1655,8.0,2021JJ00
GM1655,8.0,2022JJ00
GM1655,8.0,2023JJ00
GM0160,14.0,2013JJ00
GM0160,13.0,2014JJ00
GM0160,13.0,2015JJ00
GM0160,14.0,2016JJ00
GM0160,14.0,2017JJ00
GM0160,15.0,2018JJ00
GM0160,15.0,2019JJ00
GM0160,15.0,2020JJ00
GM0160,15.0,2021JJ00
GM0160,16.0,2022JJ00
GM0160,15.0,2023JJ00
GM0243,10.0,2013JJ00
GM0243,10.0,2014JJ00
GM0243,10.0,2015JJ00
GM0243,10.0,2016JJ00
GM0243,10.0,2017JJ00
GM0243,11.0,2018JJ00
GM0243,11.0,2019JJ00
GM0243,11.0,2020JJ00
GM0243,11.0,2021JJ00
GM0243,12.0,2022JJ00
GM0243,12.0,2023JJ00
GM0523,4.0,2013JJ00
GM0523,4.0,2014JJ00
GM0523,4.0,2015JJ00
GM0523,4.0,2016JJ00
GM0523,4.0,2017JJ00
GM0523,4.0,2018JJ00
GM0523,4.0,2019JJ00
GM0523,4.0,2020JJ00
GM0523,4.0,2021JJ00
GM0523,4.0,2022JJ00
GM0523,4.0,2023JJ00
GM0072,4.0,2013JJ00
GM0072,4.0,2014JJ00
GM0072,4.0,2015JJ00
GM0072,4.0,2016JJ00
GM0072,4.0,2017JJ00
GM0072,4.0,2018JJ00
GM0072,4.0,2019JJ00
GM0072,4.0,2020JJ00
GM0072,4.0,2021JJ00
GM0072,4.0,2022JJ00
GM0072,4.0,2023JJ00
GM0244,3.0,2013JJ00
GM0244,3.0,2014JJ00
GM0244,3.0,2015JJ00
GM0244,3.0,2016JJ00
GM0244,3.0,2017JJ00
GM0244,3.0,2018JJ00
GM0244,3.0,2019JJ00
GM0244,3.0,2020JJ00
GM0244,3.0,2021JJ00
GM0244,3.0,2022JJ00
GM0244,3.0,2023JJ00
GM0396,9.0,2013JJ00
GM0396,10.0,2014JJ00
GM0396,10.0,2015JJ00
GM0396,10.0,2016JJ00
GM0396,10.0,2017JJ00
GM0396,10.0,2018JJ00
GM0396,10.0,2019JJ00
GM0396,10.0,2020JJ00
GM0396,10.0,2021JJ00
GM0396,10.0,2022JJ00
GM0396,10.0,2023JJ00
GM0397,7.0,2013JJ00
GM0397,7.0,2014JJ00
GM0397,7.0,2015JJ00
GM0397,7.0,2016JJ00
GM0397,7.0,2017JJ00
GM0397,7.0,2018JJ00
GM0397,7.0,2019JJ00
GM0397,7.0,2020JJ00
GM0397,7.0,2021JJ00
GM0397,7.0,2022JJ00
GM0397,7.0,2023JJ00
GM0246,4.0,2013JJ00
GM0246,5.0,2014JJ00
GM0246,5.0,2015JJ00
GM0246,5.0,2016JJ00
GM0246,5.0,2017JJ00
GM0246,5.0,2018JJ00
GM0246,5.0,2019JJ00
GM0246,5.0,2020JJ00
GM0246,5.0,2021JJ00
GM0246,5.0,2022JJ00
GM0246,5.0,2023JJ00
GM0074,12.0,2013JJ00
GM0074,12.0,2014JJ00
GM0074,12.0,2015JJ00
GM0074,12.0,2016JJ00
GM0074,12.0,2017JJ00
GM0074,13.0,2018JJ00
GM0074,13.0,2019JJ00
GM0074,13.0,2020JJ00
GM0074,13.0,2021JJ00
GM0074,13.0,2022JJ00
GM0074,13.0,2023JJ00
GM0917,19.0,2013JJ00
GM0917,19.0,2014JJ00
GM0917,20.0,2015JJ00
GM0917,20.0,2016JJ00
GM0917,19.0,2017JJ00
GM0917,20.0,2018JJ00
GM0917,19.0,2019JJ00
GM0917,19.0,2020JJ00
GM0917,19.0,2021JJ00
GM0917,19.0,2022JJ00
GM0917,19.0,2023JJ00
GM1658,4.0,2013JJ00
GM1658,4.0,2014JJ00
GM1658,4.0,2015JJ00
GM1658,4.0,2016JJ00
GM1658,4.0,2017JJ00
GM1658,4.0,2018JJ00
GM1658,4.0,2019JJ00
GM1658,4.0,2020JJ00
GM1658,4.0,2021JJ00
GM1658,4.0,2022JJ00
GM1658,4.0,2023JJ00
GM0399,6.0,2013JJ00
GM0399,6.0,2014JJ00
GM0399,6.0,2015JJ00
GM0399,6.0,2016JJ00
GM0399,6.0,2017JJ00
GM0399,6.0,2018JJ00
GM0399,6.0,2019JJ00
GM0399,7.0,2020JJ00
GM0399,6.0,2021JJ00
GM0399,7.0,2022JJ00
GM0399,7.0,2023JJ00
GM0400,13.0,2013JJ00
GM0400,13.0,2014JJ00
GM0400,13.0,2015JJ00
GM0400,13.0,2016JJ00
GM0400,13.0,2017JJ00
GM0400,13.0,2018JJ00
GM0400,13.0,2019JJ00
GM0400,13.0,2020JJ00
GM0400,14.0,2021JJ00
GM0400,13.0,2022JJ00
GM0400,13.0,2023JJ00
GM0163,8.0,2013JJ00
GM0163,9.0,2014JJ00
GM0163,9.0,2015JJ00
GM0163,9.0,2016JJ00
GM0163,9.0,2017JJ00
GM0163,9.0,2018JJ00
GM0163,9.0,2019JJ00
GM0163,9.0,2020JJ00
GM0163,9.0,2021JJ00
GM0163,9.0,2022JJ00
GM0163,9.0,2023JJ00
GM0794,19.0,2013JJ00
GM0794,19.0,2014JJ00
GM0794,20.0,2015JJ00
GM0794,20.0,2016JJ00
GM0794,21.0,2017JJ00
GM0794,21.0,2018JJ00
GM0794,22.0,2019JJ00
GM0794,22.0,2020JJ00
GM0794,22.0,2021JJ00
GM0794,23.0,2022JJ00
GM0794,23.0,2023JJ00
GM0531,6.0,2013JJ00
GM0531,6.0,2014JJ00
GM0531,6.0,2015JJ00
GM0531,7.0,2016JJ00
GM0531,7.0,2017JJ00
GM0531,7.0,2018JJ00
GM0531,7.0,2019JJ00
GM0531,7.0,2020JJ00
GM0531,7.0,2021JJ00
GM0531,7.0,2022JJ00
GM0531,8.0,2023JJ00
GM0164,18.0,2013JJ00
GM0164,18.0,2014JJ00
GM0164,19.0,2015JJ00
GM0164,19.0,2016JJ00
GM0164,20.0,2017JJ00
GM0164,20.0,2018JJ00
GM0164,20.0,2019JJ00
GM0164,19.0,2020JJ00
GM0164,20.0,2021JJ00
GM0164,20.0,2022JJ00
GM0164,20.0,2023JJ00
GM0796,33.0,2013JJ00
GM0796,33.0,2014JJ00
GM0796,34.0,2015JJ00
GM0796,35.0,2016JJ00
GM0796,35.0,2017JJ00
GM0796,36.0,2018JJ00
GM0796,38.0,2019JJ00
GM0796,38.0,2020JJ00
GM0796,38.0,2021JJ00
GM0796,38.0,2022JJ00
GM0796,38.0,2023JJ00
GM0252,5.0,2013JJ00
GM0252,5.0,2014JJ00
GM0252,5.0,2015JJ00
GM0252,5.0,2016JJ00
GM0252,5.0,2017JJ00
GM0252,5.0,2018JJ00
GM0252,5.0,2019JJ00
GM0252,5.0,2020JJ00
GM0252,5.0,2021JJ00
GM0252,5.0,2022JJ00
GM0252,5.0,2023JJ00
GM0797,11.0,2013JJ00
GM0797,11.0,2014JJ00
GM0797,11.0,2015JJ00
GM0797,11.0,2016JJ00
GM0797,11.0,2017JJ00
GM0797,11.0,2018JJ00
GM0797,12.0,2019JJ00
GM0797,12.0,2020JJ00
GM0797,12.0,2021JJ00
GM0797,12.0,2022JJ00
GM0797,12.0,2023JJ00
GM0534,5.0,2013JJ00
GM0534,5.0,2014JJ00
GM0534,5.0,2015JJ00
GM0534,5.0,2016JJ00
GM0534,6.0,2017JJ00
GM0534,6.0,2018JJ00
GM0534,6.0,2019JJ00
GM0534,6.0,2020JJ00
GM0534,6.0,2021JJ00
GM0534,6.0,2022JJ00
GM0534,6.0,2023JJ00
GM0798,4.0,2013JJ00
GM0798,4.0,2014JJ00
GM0798,4.0,2015JJ00
GM0798,4.0,2016JJ00
GM0798,4.0,2017JJ00
GM0798,4.0,2018JJ00
GM0798,4.0,2019JJ00
GM0798,4.0,2020JJ00
GM0798,4.0,2021JJ00
GM0798,4.0,2022JJ00
GM0798,4.0,2023JJ00
GM0402,19.0,2013JJ00
GM0402,19.0,2014JJ00
GM0402,20.0,2015JJ00
GM0402,20.0,2016JJ00
GM0402,20.0,2017JJ00
GM0402,20.0,2018JJ00
GM0402,21.0,2019JJ00
GM0402,21.0,2020JJ00
GM0402,21.0,2021JJ00
GM0402,22.0,2022JJ00
GM0402,22.0,2023JJ00
GM1963,21.0,2013JJ00
