RegioS,Beroepsbevolking_2,Perioden
GM0106,36.0,2014JJ00
GM0106,36.0,2015JJ00
GM0106,35.0,2016JJ00
GM0106,36.0,2017JJ00
GM0106,36.0,2018JJ00
GM0106,36.0,2019JJ00
GM0106,37.0,2020JJ00
GM0106,37.0,2021JJ00
GM0106,38.0,2022JJ00
GM0106,38.0,2023JJ00
GM0743,9.0,2013JJ00
GM0743,9.0,2014JJ00
GM0743,9.0,2015JJ00
GM0743,9.0,2016JJ00
GM0743,9.0,2017JJ00
GM0743,9.0,2018JJ00
GM0743,9.0,2019JJ00
GM0743,9.0,2020JJ00
GM0743,9.0,2021JJ00
GM0743,10.0,2022JJ00
GM0743,10.0,2023JJ00
GM0744,3.0,2013JJ00
GM0744,3.0,2014JJ00
GM0744,3.0,2015JJ00
GM0744,3.0,2016JJ00
GM0744,3.0,2017JJ00
GM0744,3.0,2018JJ00
GM0744,4.0,2019JJ00
GM0744,4.0,2020JJ00
GM0744,4.0,2021JJ00
GM0744,4.0,2022JJ00
GM0744,4.0,2023JJ00
GM0308,13.0,2013JJ00
GM0308,12.0,2014JJ00
GM0308,13.0,2015JJ00
GM0308,13.0,2016JJ00
GM0308,12.0,2017JJ00
GM0308,12.0,2018JJ00
GM0308,13.0,2019JJ00
GM0308,12.0,2020JJ00
GM0308,13.0,2021JJ00
GM0308,13.0,2022JJ00
GM0308,13.0,2023JJ00
GM0489,26.0,2013JJ00
GM0489,26.0,2014JJ00
GM0489,26.0,2015JJ00
GM0489,26.0,2016JJ00
GM0489,27.0,2017JJ00
GM0489,27.0,2018JJ00
GM0489,28.0,2019JJ00
GM0489,27.0,2020JJ00
GM0489,28.0,2021JJ00
GM0489,28.0,2022JJ00
GM0489,28.0,2023JJ00
GM0203,29.0,2013JJ00
GM0203,29.0,2014JJ00
GM0203,29.0,2015JJ00
GM0203,30.0,2016JJ00
GM0203,30.0,2017JJ00
GM0203,31.0,2018JJ00
GM0203,32.0,2019JJ00
GM0203,32.0,2020JJ00
GM0203,33.0,2021JJ00
GM0203,34.0,2022JJ00
GM0203,35.0,2023JJ00
GM0888,9.0,2013JJ00
GM0888,9.0,2014JJ00
GM0888,9.0,2015JJ00
GM0888,9.0,2016JJ00
GM0888,9.0,2017JJ00
GM0888,9.0,2018JJ00
GM0888,9.0,2019JJ00
GM0888,9.0,2020JJ00
GM0888,9.0,2021JJ00
GM0888,8.0,2022JJ00
GM0888,9.0,2023JJ00
GM1954,19.0,2013JJ00
GM1954,19.0,2014JJ00
GM1954,19.0,2015JJ00
GM1954,19.0,2016JJ00
GM1954,19.0,2017JJ00
GM1954,19.0,2018JJ00
GM1954,19.0,2019JJ00
GM1954,19.0,2020JJ00
GM1954,19.0,2021JJ00
GM1954,19.0,2022JJ00
GM1954,19.0,2023JJ00
GM0889,8.0,2013JJ00
GM0889,7.0,2014JJ00
GM0889,7.0,2015JJ00
GM0889,7.0,2016JJ00
GM0889,7.0,2017JJ00
GM0889,7.0,2018JJ00
GM0889,7.0,2019JJ00
GM0889,7.0,2020JJ00
GM0889,7.0,2021JJ00
GM0889,7.0,2022JJ00
GM0889,7.0,2023JJ00
GM1945,19.0,2013JJ00
GM1945,18.0,2014JJ00
GM1945,18.0,2015JJ00
GM1945,18.0,2016JJ00
GM1945,18.0,2017JJ00
GM1945,18.0,2018JJ00
GM1945,18.0,2019JJ00
GM1945,19.0,2020JJ00
GM1945,18.0,2021JJ00
GM1945,19.0,2022JJ00
GM1945,19.0,2023JJ00
GM1724,10.0,2013JJ00
GM1724,10.0,2014JJ00
GM1724,10.0,2015JJ00
GM1724,10.0,2016JJ00
GM1724,10.0,2017JJ00
GM1724,10.0,2018JJ00
GM1724,11.0,2019JJ00
GM1724,11.0,2020JJ00
GM1724,11.0,2021JJ00
GM1724,11.0,2022JJ00
GM1724,11.0,2023JJ00
GM0893,7.0,2013JJ00
GM0893,7.0,2014JJ00
GM0893,7.0,2015JJ00
GM0893,7.0,2016JJ00
GM0893,7.0,2017JJ00
GM0893,7.0,2018JJ00
GM0893,7.0,2019JJ00
GM0893,7.0,2020JJ00
GM0893,7.0,2021JJ00
GM0893,7.0,2022JJ00
GM0893,7.0,2023JJ00
GM0373,15.0,2013JJ00
GM0373,15.0,2014JJ00
GM0373,14.0,2015JJ00
GM0373,15.0,2016JJ00
GM0373,15.0,2017JJ00
GM0373,15.0,2018JJ00
GM0373,15.0,2019JJ00
GM0373,15.0,2020JJ00
GM0373,14.0,2021JJ00
GM0373,15.0,2022JJ00
GM0373,15.0,2023JJ00
GM0748,35.0,2013JJ00
GM0748,36.0,2014JJ00
GM0748,35.0,2015JJ00
GM0748,35.0,2016JJ00
GM0748,35.0,2017JJ00
GM0748,35.0,2018JJ00
GM0748,36.0,2019JJ00
GM0748,36.0,2020JJ00
GM0748,35.0,2021JJ00
GM0748,36.0,2022JJ00
GM0748,37.0,2023JJ00
GM1859,24.0,2013JJ00
GM1859,24.0,2014JJ00
GM1859,24.0,2015JJ00
GM1859,23.0,2016JJ00
GM1859,24.0,2017JJ00
GM1859,24.0,2018JJ00
GM1859,23.0,2019JJ00
GM1859,24.0,2020JJ00
GM1859,24.0,2021JJ00
GM1859,24.0,2022JJ00
GM1859,24.0,2023JJ00
GM1721,16.0,2013JJ00
GM1721,16.0,2014JJ00
GM1721,16.0,2015JJ00
GM1721,17.0,2016JJ00
GM1721,17.0,2017JJ00
GM1721,17.0,2018JJ00
GM1721,18.0,2019JJ00
GM1721,18.0,2020JJ00
GM1721,18.0,2021JJ00
GM1721,18.0,2022JJ00
GM1721,19.0,2023JJ00
GM0753,16.0,2013JJ00
GM0753,16.0,2014JJ00
GM0753,16.0,2015JJ00
GM0753,16.0,2016JJ00
GM0753,16.0,2017JJ00
GM0753,17.0,2018JJ00
GM0753,18.0,2019JJ00
GM0753,17.0,2020JJ00
GM0753,17.0,2021JJ00
GM0753,18.0,2022JJ00
GM0753,18.0,2023JJ00
GM0209,15.0,2013JJ00
GM0209,15.0,2014JJ00
GM0209,15.0,2015JJ00
GM0209,15.0,2016JJ00
GM0209,15.0,2017JJ00
GM0209,15.0,2018JJ00
GM0209,15.0,2019JJ00
GM0209,15.0,2020JJ00
GM0209,15.0,2021JJ00
GM0209,15.0,2022JJ00
GM0209,15.0,2023JJ00
GM0375,22.0,2013JJ00
GM0375,22.0,2014JJ00
GM0375,22.0,2015JJ00
GM0375,22.0,2016JJ00
GM0375,23.0,2017JJ00
GM0375,23.0,2018JJ00
GM0375,23.0,2019JJ00
GM0375,23.0,2020JJ00
GM0375,24.0,2021JJ00
GM0375,24.0,2022JJ00
GM0375,25.0,2023JJ00
GM0310,22.0,2013JJ00
GM0310,21.0,2014JJ00
GM0310,21.0,2015JJ00
GM0310,22.0,2016JJ00
GM0310,22.0,2017JJ00
GM0310,22.0,2018JJ00
GM0310,22.0,2019JJ00
GM0310,22.0,2020JJ00
GM0310,23.0,2021JJ00
GM0310,23.0,2022JJ00
GM0310,23.0,2023JJ00
GM1728,11.0,2013JJ00
GM1728,11.0,2014JJ00
GM1728,11.0,2015JJ00
GM1728,11.0,2016JJ00
GM1728,11.0,2017JJ00
GM1728,11.0,2018JJ00
GM1728,12.0,2019JJ00
GM1728,12.0,2020JJ00
GM1728,12.0,2021JJ00
GM1728,12.0,2022JJ00
GM1728,12.0,2023JJ00
GM0376,4.0,2013JJ00
GM0376,5.0,2014JJ00
GM0376,5.0,2015JJ00
GM0376,5.0,2016JJ00
GM0376,5.0,2017JJ00
GM0376,6.0,2018JJ00
GM0376,6.0,2019JJ00
GM0376,6.0,2020JJ00
GM0376,6.0,2021JJ00
GM0376,6.0,2022JJ00
GM0376,6.0,2023JJ00
GM0377,10.0,2013JJ00
GM0377,11.0,2014JJ00
GM0377,11.0,2015JJ00
GM0377,11.0,2016JJ00
GM0377,11.0,2017JJ00
GM0377,11.0,2018JJ00
GM0377,11.0,2019JJ00
GM0377,12.0,2020JJ00
GM0377,11.0,2021JJ00
GM0377,12.0,2022JJ00
GM0377,12.0,2023JJ00
GM1901,18.0,2013JJ00
GM1901,18.0,2014JJ00
GM1901,18.0,2015JJ00
GM1901,18.0,2016JJ00
GM1901,19.0,2017JJ00
GM1901,19.0,2018JJ00
GM1901,19.0,2019JJ00
GM1901,20.0,2020JJ00
GM1901,20.0,2021JJ00
GM1901,20.0,2022JJ00
GM1901,20.0,2023JJ00
GM0755,5.0,2013JJ00
GM0755,6.0,2014JJ00
GM0755,6.0,2015JJ00
GM0755,6.0,2016JJ00
GM0755,6.0,2017JJ00
GM0755,6.0,2018JJ00
GM0755,6.0,2019JJ00
GM0755,6.0,2020JJ00
GM0755,6.0,2021JJ00
GM0755,6.0,2022JJ00
GM0755,7.0,2023JJ00
GM1681,14.0,2013JJ00
GM1681,13.0,2014JJ00
GM1681,13.0,2015JJ00
GM1681,13.0,2016JJ00
GM1681,14.0,2017JJ00
GM1681,14.0,2018JJ00
GM1681,13.0,2019JJ00
GM1681,14.0,2020JJ00
GM1681,14.0,2021JJ00
GM1681,14.0,2022JJ00
GM1681,14.0,2023JJ00
GM0147,12.0,2013JJ00
GM0147,12.0,2014JJ00
GM0147,12.0,2015JJ00
GM0147,12.0,2016JJ00
GM0147,12.0,2017JJ00
GM0147,13.0,2018JJ00
GM0147,13.0,2019JJ00
GM0147,13.0,2020JJ00
GM0147,13.0,2021JJ00
GM0147,13.0,2022JJ00
GM0147,14.0,2023JJ00
GM0654,12.0,2013JJ00
GM0654,12.0,2014JJ00
GM0654,12.0,2015JJ00
GM0654,13.0,2016JJ00
GM0654,13.0,2017JJ00
GM0654,13.0,2018JJ00
GM0654,13.0,2019JJ00
GM0654,13.0,2020JJ00
GM0654,13.0,2021JJ00
GM0654,13.0,2022JJ00
GM0654,13.0,2023JJ00
GM0757,18.0,2013JJ00
GM0757,17.0,2014JJ00
GM0757,18.0,2015JJ00
GM0757,18.0,2016JJ00
GM0757,18.0,2017JJ00
GM0757,18.0,2018JJ00
GM0757,18.0,2019JJ00
GM0757,18.0,2020JJ00
GM0757,18.0,2021JJ00
GM0757,19.0,2022JJ00
GM0757,19.0,2023JJ00
GM0758,101.0,2013JJ00
GM0758,100.0,2014JJ00
GM0758,101.0,2015JJ00
GM0758,101.0,2016JJ00
GM0758,103.0,2017JJ00
GM0758,104.0,2018JJ00
GM0758,105.0,2019JJ00
GM0758,103.0,2020JJ00
GM0758,104.0,2021JJ00
GM0758,106.0,2022JJ00
GM0758,109.0,2023JJ00
GM1876,20.0,2013JJ00
GM1876,20.0,2014JJ00
GM1876,19.0,2015JJ00
GM1876,19.0,2016JJ00
GM1876,20.0,2017JJ00
GM1876,20.0,2018JJ00
GM1876,20.0,2019JJ00
GM1876,20.0,2020JJ00
GM1876,20.0,2021JJ00
GM1876,20.0,2022JJ00
GM1876,20.0,2023JJ00
GM0213,11.0,2013JJ00
GM0213,11.0,2014JJ00
GM0213,11.0,2015JJ00
GM0213,11.0,2016JJ00
GM0213,11.0,2017JJ00
GM0213,11.0,2018JJ00
GM0213,11.0,2019JJ00
GM0213,11.0,2020JJ00
GM0213,11.0,2021JJ00
GM0213,11.0,2022JJ00
GM0213,12.0,2023JJ00
GM0899,15.0,2013JJ00
GM0899,15.0,2014JJ00
GM0899,15.0,2015JJ00
GM0899,15.0,2016JJ00
GM0899,15.0,2017JJ00
GM0899,15.0,2018JJ00
GM0899,14.0,2019JJ00
GM0899,14.0,2020JJ00
GM0899,14.0,2021JJ00
GM0899,14.0,2022JJ00
GM0899,14.0,2023JJ00
GM0312,8.0,2013JJ00
GM0312,8.0,2014JJ00
GM0312,8.0,2015JJ00
GM0312,8.0,2016JJ00
GM0312,8.0,2017JJ00
GM0312,8.0,2018JJ00
GM0312,8.0,2019JJ00
GM0312,8.0,2020JJ00
GM0312,8.0,2021JJ00
GM0312,9.0,2022JJ00
GM0312,9.0,2023JJ00
GM0313,11.0,2013JJ00
GM0313,11.0,2014JJ00
GM0313,12.0,2015JJ00
GM0313,12.0,2016JJ00
GM0313,12.0,2017JJ00
GM0313,12.0,2018JJ00
GM0313,12.0,2019JJ00
GM0313,12.0,2020JJ00
GM0313,13.0,2021JJ00
GM0313,13.0,2022JJ00
GM0313,13.0,2023JJ00
GM0214,14.0,2013JJ00
GM0214,14.0,2014JJ00
GM0214,14.0,2015JJ00
GM0214,15.0,2016JJ00
GM0214,15.0,2017JJ00
GM0214,15.0,2018JJ00
GM0214,15.0,2019JJ00
GM0214,16.0,2020JJ00
GM0214,15.0,2021JJ00
GM0214,16.0,2022JJ00
GM0214,16.0,2023JJ00
GM0502,36.0,2013JJ00
GM0502,35.0,2014JJ00
GM0502,35.0,2015JJ00
GM0502,35.0,2016JJ00
GM0502,35.0,2017JJ00
GM0502,36.0,2018JJ00
GM0502,36.0,2019JJ00
GM0502,36.0,2020JJ00
GM0502,37.0,2021JJ00
GM0502,37.0,2022JJ00
GM0502,37.0,2023JJ00
GM0383,18.0,2013JJ00
GM0383,18.0,2014JJ00
GM0383,19.0,2015JJ00
GM0383,19.0,2016JJ00
GM0383,19.0,2017JJ00
GM0383,19.0,2018JJ00
GM0383,20.0,2019JJ00
GM0383,20.0,2020JJ00
GM0383,19.0,2021JJ00
GM0383,20.0,2022JJ00
GM0383,20.0,2023JJ00
GM0109,19.0,2013JJ00
GM0109,18.0,2014JJ00
GM0109,19.0,2015JJ00
GM0109,18.0,2016JJ00
GM0109,18.0,2017JJ00
GM0109,18.0,2018JJ00
GM0109,18.0,2019JJ00
GM0109,18.0,2020JJ00
GM0109,18.0,2021JJ00
GM0109,19.0,2022JJ00
GM0109,19.0,2023JJ00
GM1706,11.0,2013JJ00
GM1706,11.0,2014JJ00
GM1706,11.0,2015JJ00
GM1706,11.0,2016JJ00
GM1706,11.0,2017JJ00
GM1706,11.0,2018JJ00
GM1706,11.0,2019JJ00
GM1706,11.0,2020JJ00
GM1706,11.0,2021JJ00
GM1706,11.0,2022JJ00
GM1706,11.0,2023JJ00
GM0216,15.0,2013JJ00
GM0216,15.0,2014JJ00
GM0216,15.0,2015JJ00
GM0216,15.0,2016JJ00
GM0216,15.0,2017JJ00
GM0216,16.0,2018JJ00
GM0216,16.0,2019JJ00
GM0216,16.0,2020JJ00
GM0216,16.0,2021JJ00
GM0216,17.0,2022JJ00
GM0216,17.0,2023JJ00
GM0148,15.0,2013JJ00
GM0148,15.0,2014JJ00
GM0148,15.0,2015JJ00
GM0148,15.0,2016JJ00
GM0148,16.0,2017JJ00
GM0148,16.0,2018JJ00
GM0148,16.0,2019JJ00
GM0148,16.0,2020JJ00
GM0148,16.0,2021JJ00
GM0148,17.0,2022JJ00
GM0148,17.0,2023JJ00
GM1891,10.0,2013JJ00
GM1891,10.0,2014JJ00
GM1891,10.0,2015JJ00
GM1891,10.0,2016JJ00
GM1891,10.0,2017JJ00
GM1891,10.0,2018JJ00
GM1891,10.0,2019JJ00
GM1891,10.0,2020JJ00
GM1891,10.0,2021JJ00
GM1891,10.0,2022JJ00
GM1891,10.0,2023JJ00
GM0503,56.0,2013JJ00
GM0503,56.0,2014JJ00
GM0503,57.0,2015JJ00
GM0503,57.0,2016JJ00
GM0503,57.0,2017JJ00
GM0503,58.0,2018JJ00
GM0503,59.0,2019JJ00
GM0503,58.0,2020JJ00
GM0503,59.0,2021JJ00
GM0503,61.0,2022JJ00
GM0503,64.0,2023JJ00
GM0762,18.0,2013JJ00
GM0762,17.0,2014JJ00
GM0762,18.0,2015JJ00
GM0762,18.0,2016JJ00
GM0762,18.0,2017JJ00
GM0762,18.0,2018JJ00
GM0762,18.0,2019JJ00
GM0762,18.0,2020JJ00
GM0762,18.0,2021JJ00
GM0762,18.0,2022JJ00
GM0762,19.0,2023JJ00
GM0150,55.0,2013JJ00
GM0150,54.0,2014JJ00
GM0150,54.0,2015JJ00
GM0150,54.0,2016JJ00
GM0150,55.0,2017JJ00
GM0150,55.0,2018JJ00
GM0150,55.0,2019JJ00
GM0150,56.0,2020JJ00
GM0150,56.0,2021JJ00
GM0150,57.0,2022JJ00
GM0150,59.0,2023JJ00
GM0384,14.0,2013JJ00
GM0384,15.0,2014JJ00
GM0384,15.0,2015JJ00
GM0384,15.0,2016JJ00
GM0384,15.0,2017JJ00
GM0384,16.0,2018JJ00
GM0384,17.0,2019JJ00
GM0384,18.0,2020JJ00
GM0384,18.0,2021JJ00
GM0384,19.0,2022JJ00
GM0384,20.0,2023JJ00
GM1980,44.0,2013JJ00
GM1980,44.0,2014JJ00
GM1980,44.0,2015JJ00
GM1980,45.0,2016JJ00
GM1980,46.0,2017JJ00
GM1980,46.0,2018JJ00
GM1980,47.0,2019JJ00
GM1980,48.0,2020JJ00
GM1980,49.0,2021JJ00
GM1980,49.0,2022JJ00
GM1980,50.0,2023JJ00
GM1774,14.0,2013JJ00
GM1774,14.0,2014JJ00
GM1774,14.0,2015JJ00
GM1774,14.0,2016JJ00
GM1774,15.0,2017JJ00
GM1774,15.0,2018JJ00
GM1774,15.0,2019JJ00
GM1774,15.0,2020JJ00
GM1774,15.0,2021JJ00
GM1774,15.0,2022JJ00
GM1774,15.0,2023JJ00
GM0221,6.0,2013JJ00
GM0221,6.0,2014JJ00
GM0221,6.0,2015JJ00
GM0221,6.0,2016JJ00
GM0221,6.0,2017JJ00
GM0221,6.0,2018JJ00
GM0221,6.0,2019JJ00
GM0221,6.0,2020JJ00
GM0221,6.0,2021JJ00
GM0221,6.0,2022JJ00
GM0221,6.0,2023JJ00
GM0222,31.0,2013JJ00
GM0222,30.0,2014JJ00
GM0222,30.0,2015JJ00
GM0222,30.0,2016JJ00
GM0222,30.0,2017JJ00
GM0222,31.0,2018JJ00
GM0222,31.0,2019JJ00
GM0222,31.0,2020JJ00
GM0222,32.0,2021JJ00
GM0222,33.0,2022JJ00
GM0222,33.0,2023JJ00
GM0766,14.0,2013JJ00
GM0766,14.0,2014JJ00
GM0766,14.0,2015JJ00
GM0766,14.0,2016JJ00
GM0766,14.0,2017JJ00
GM0766,15.0,2018JJ00
GM0766,15.0,2019JJ00
GM0766,15.0,2020JJ00
GM0766,15.0,2021JJ00
GM0766,15.0,2022JJ00
GM0766,16.0,2023JJ00
GM0505,63.0,2013JJ00
GM0505,63.0,2014JJ00
GM0505,62.0,2015JJ00
GM0505,62.0,2016JJ00
GM0505,63.0,2017JJ00
GM0505,63.0,2018JJ00
GM0505,63.0,2019JJ00
GM0505,63.0,2020JJ00
GM0505,65.0,2021JJ00
GM0505,66.0,2022JJ00
GM0505,68.0,2023JJ00
GM0498,11.0,2013JJ00
GM0498,11.0,2014JJ00
GM0498,11.0,2015JJ00
GM0498,11.0,2016JJ00
GM0498,11.0,2017JJ00
GM0498,11.0,2018JJ00
GM0498,11.0,2019JJ00
GM0498,11.0,2020JJ00
GM0498,11.0,2021JJ00
GM0498,11.0,2022JJ00
GM0498,12.0,2023JJ00
GM1719,15.0,2013JJ00
GM1719,15.0,2014JJ00
GM1719,15.0,2015JJ00
GM1719,15.0,2016JJ00
GM1719,15.0,2017JJ00
GM1719,15.0,2018JJ00
GM1719,15.0,2019JJ00
GM1719,16.0,2020JJ00
GM1719,15.0,2021JJ00
GM1719,16.0,2022JJ00
GM1719,16.0,2023JJ00
GM0303,22.0,2013JJ00
GM0303,22.0,2014JJ00
GM0303,22.0,2015JJ00
GM0303,22.0,2016JJ00
GM0303,23.0,2017JJ00
GM0303,23.0,2018JJ00
GM0303,23.0,2019JJ00
GM0303,23.0,2020JJ00
GM0303,24.0,2021JJ00
GM0303,24.0,2022JJ00
GM0303,25.0,2023JJ00
GM0225,10.0,2013JJ00
GM0225,10.0,2014JJ00
GM0225,10.0,2015JJ00
GM0225,10.0,2016JJ00
GM0225,10.0,2017JJ00
GM0225,10.0,2018JJ00
GM0225,11.0,2019JJ00
GM0225,11.0,2020JJ00
GM0225,11.0,2021JJ00
GM0225,11.0,2022JJ00
GM0225,11.0,2023JJ00
GM0226,15.0,2013JJ00
GM0226,15.0,2014JJ00
GM0226,14.0,2015JJ00
GM0226,14.0,2016JJ00
GM0226,15.0,2017JJ00
GM0226,15.0,2018JJ00
GM0226,15.0,2019JJ00
GM0226,15.0,2020JJ00
GM0226,15.0,2021JJ00
GM0226,15.0,2022JJ00
GM0226,15.0,2023JJ00
GM1711,17.0,2013JJ00
GM1711,17.0,2014JJ00
GM1711,17.0,2015JJ00
GM1711,17.0,2016JJ00
GM1711,17.0,2017JJ00
GM1711,17.0,2018JJ00
GM1711,17.0,2019JJ00
GM1711,17.0,2020JJ00
GM1711,16.0,2021JJ00
GM1711,17.0,2022JJ00
GM1711,17.0,2023JJ00
GM0385,19.0,2013JJ00
GM0385,19.0,2014JJ00
GM0385,20.0,2015JJ00
GM0385,20.0,2016JJ00
GM0385,20.0,2017JJ00
GM0385,20.0,2018JJ00
GM0385,21.0,2019JJ00
GM0385,20.0,2020JJ00
GM0385,21.0,2021JJ00
GM0385,21.0,2022JJ00
GM0385,21.0,2023JJ00
GM0228,59.0,2013JJ00
GM0228,59.0,2014JJ00
GM0228,60.0,2015JJ00
GM0228,60.0,2016JJ00
GM0228,61.0,2017JJ00
GM0228,62.0,2018JJ00
GM0228,63.0,2019JJ00
GM0228,65.0,2020JJ00
GM0228,65.0,2021JJ00
GM0228,67.0,2022JJ00
GM0228,69.0,2023JJ00
GM0317,5.0,2013JJ00
GM0317,5.0,2014JJ00
GM0317,5.0,2015JJ00
GM0317,5.0,2016JJ00
GM0317,5.0,2017JJ00
GM0317,5.0,2018JJ00
GM0317,5.0,2019JJ00
GM0317,5.0,2020JJ00
GM0317,5.0,2021JJ00
GM0317,5.0,2022JJ00
GM0317,5.0,2023JJ00
GM1979,25.0,2013JJ00
GM1979,24.0,2014JJ00
GM1979,24.0,2015JJ00
GM1979,24.0,2016JJ00
GM1979,23.0,2017JJ00
GM1979,23.0,2018JJ00
GM1979,23.0,2019JJ00
GM1979,23.0,2020JJ00
GM1979,23.0,2021JJ00
GM1979,23.0,2022JJ00
GM1979,23.0,2023JJ00
GM0770,10.0,2013JJ00
GM0770,10.0,2014JJ00
GM0770,10.0,2015JJ00
GM0770,10.0,2016JJ00
GM0770,10.0,2017JJ00
GM0770,10.0,2018JJ00
GM0770,11.0,2019JJ00
GM0770,11.0,2020JJ00
GM0770,11.0,2021JJ00
GM0770,11.0,2022JJ00
GM0770,11.0,2023JJ00
GM1903,13.0,2013JJ00
GM1903,14.0,2014JJ00
GM1903,14.0,2015JJ00
GM1903,14.0,2016JJ00
GM1903,14.0,2017JJ00
GM1903,14.0,2018JJ00
GM1903,14.0,2019JJ00
GM1903,14.0,2020JJ00
GM1903,14.0,2021JJ00
GM1903,14.0,2022JJ00
GM1903,14.0,2023JJ00
GM0772,122.0,2013JJ00
GM0772,123.0,2014JJ00
GM0772,123.0,2015JJ00
GM0772,125.0,2016JJ00
GM0772,127.0,2017JJ00
GM0772,129.0,2018JJ00
GM0772,134.0,2019JJ00
GM0772,134.0,2020JJ00
GM0772,137.0,2021JJ00
GM0772,140.0,2022JJ00
GM0772,146.0,2023JJ00
GM0230,12.0,2013JJ00
GM0230,12.0,2014JJ00
GM0230,12.0,2015JJ00
GM0230,12.0,2016JJ00
GM0230,12.0,2017JJ00
GM0230,12.0,2018JJ00
GM0230,13.0,2019JJ00
GM0230,13.0,2020JJ00
GM0230,13.0,2021JJ00
GM0230,13.0,2022JJ00
GM0230,13.0,2023JJ00
GM0114,56.0,2013JJ00
GM0114,55.0,2014JJ00
GM0114,55.0,2015JJ00
GM0114,54.0,2016JJ00
GM0114,55.0,2017JJ00
GM0114,54.0,2018JJ00
GM0114,55.0,2019JJ00
GM0114,54.0,2020JJ00
GM0114,55.0,2021JJ00
GM0114,56.0,2022JJ00
GM0114,57.0,2023JJ00
GM0388,10.0,2013JJ00
GM0388,10.0,2014JJ00
GM0388,10.0,2015JJ00
GM0388,10.0,2016JJ00
GM0388,10.0,2017JJ00
GM0388,10.0,2018JJ00
GM0388,10.0,2019JJ00
GM0388,10.0,2020JJ00
GM0388,10.0,2021JJ00
GM0388,10.0,2022JJ00
GM0388,10.0,2023JJ00
GM0153,86.0,2013JJ00
GM0153,84.0,2014JJ00
GM0153,85.0,2015JJ00
GM0153,84.0,2016JJ00
GM0153,82.0,2017JJ00
GM0153,83.0,2018JJ00
GM0153,83.0,2019JJ00
GM0153,83.0,2020JJ00
GM0153,86.0,2021JJ00
GM0153,89.0,2022JJ00
GM0153,91.0,2023JJ00
GM0232,17.0,2013JJ00
GM0232,17.0,2014JJ00
GM0232,17.0,2015JJ00
GM0232,17.0,2016JJ00
GM0232,17.0,2017JJ00
GM0232,17.0,2018JJ00
GM0232,17.0,2019JJ00
GM0232,17.0,2020JJ00
GM0232,18.0,2021JJ00
GM0232,18.0,2022JJ00
GM0232,18.0,2023JJ00
GM0233,14.0,2013JJ00
GM0233,14.0,2014JJ00
GM0233,14.0,2015JJ00
GM0233,14.0,2016JJ00
GM0233,14.0,2017JJ00
GM0233,14.0,2018JJ00
GM0233,14.0,2019JJ00
GM0233,14.0,2020JJ00
GM0233,14.0,2021JJ00
GM0233,15.0,2022JJ00
GM0233,15.0,2023JJ00
GM0777,24.0,2013JJ00
GM0777,23.0,2014JJ00
GM0777,24.0,2015JJ00
GM0777,24.0,2016JJ00
GM0777,24.0,2017JJ00
GM0777,24.0,2018JJ00
GM0777,24.0,2019JJ00
GM0777,24.0,2020JJ00
GM0777,24.0,2021JJ00
GM0777,25.0,2022JJ00
GM0777,25.0,2023JJ00
GM1940,28.0,2013JJ00
GM1940,27.0,2014JJ00
GM1940,27.0,2015JJ00
GM1940,27.0,2016JJ00
GM1940,28.0,2017JJ00
GM1940,28.0,2018JJ00
GM1940,28.0,2019JJ00
GM1940,28.0,2020JJ00
GM1940,28.0,2021JJ00
GM1940,28.0,2022JJ00
GM1940,28.0,2023JJ00
GM0779,12.0,2013JJ00
GM0779,12.0,2014JJ00
GM0779,12.0,2015JJ00
GM0779,12.0,2016JJ00
GM0779,12.0,2017JJ00
GM0779,12.0,2018JJ00
GM0779,12.0,2019JJ00
GM0779,12.0,2020JJ00
GM0779,12.0,2021JJ00
GM0779,13.0,2022JJ00
GM0779,13.0,2023JJ00
GM1771,21.0,2013JJ00
GM1771,21.0,2014JJ00
GM1771,21.0,2015JJ00
GM1771,21.0,2016JJ00
GM1771,21.0,2017JJ00
GM1771,22.0,2018JJ00
GM1771,22.0,2019JJ00
GM1771,22.0,2020JJ00
GM1771,22.0,2021JJ00
GM1771,22.0,2022JJ00
GM1771,23.0,2023JJ00
GM1652,16.0,2013JJ00
GM1652,16.0,2014JJ00
GM1652,16.0,2015JJ00
GM1652,17.0,2016JJ00
GM1652,17.0,2017JJ00
GM1652,17.0,2018JJ00
GM1652,17.0,2019JJ00
GM1652,17.0,2020JJ00
GM1652,17.0,2021JJ00
GM1652,18.0,2022JJ00
GM1652,18.0,2023JJ00
GM0907,9.0,2013JJ00
GM0907,9.0,2014JJ00
GM0907,9.0,2015JJ00
GM0907,9.0,2016JJ00
GM0907,9.0,2017JJ00
GM0907,9.0,2018JJ00
GM0907,9.0,2019JJ00
GM0907,9.0,2020JJ00
GM0907,9.0,2021JJ00
GM0907,9.0,2022JJ00
GM0907,10.0,2023JJ00
GM0784,15.0,2013JJ00
GM0784,14.0,2014JJ00
GM0784,14.0,2015JJ00
GM0784,14.0,2016JJ00
GM0784,14.0,2017JJ00
GM0784,15.0,2018JJ00
GM0784,15.0,2019JJ00
GM0784,15.0,2020JJ00
GM0784,15.0,2021JJ00
GM0784,15.0,2022JJ00
GM0784,15.0,2023JJ00
GM1924,26.0,2013JJ00
GM1924,26.0,2014JJ00
GM1924,26.0,2015JJ00
GM1924,26.0,2016JJ00
GM1924,27.0,2017JJ00
