RegioS,k_45JaarOfOuder_15,Perioden
GM1931,,1990JJ00
GM1931,,1991JJ00
GM1931,,1992JJ00
GM1931,,1993JJ00
GM1931,,1994JJ00
GM1931,,1995JJ00
GM1931,,1996JJ00
GM1931,,1997JJ00
GM1931,,1998JJ00
GM1931,,1999JJ00
GM1931,,2000JJ00
GM1931,,2001JJ00
GM1931,,2002JJ00
GM1931,,2003JJ00
GM1931,,2004JJ00
GM1931,,2005JJ00
GM1931,,2006JJ00
GM1931,,2007JJ00
GM1931,,2008JJ00
GM1931,,2009JJ00
GM1931,,2010JJ00
GM1931,,2011JJ00
GM1931,,2012JJ00
GM1931,,2013JJ00
GM1931,,2014JJ00
GM1931,3.0,2015JJ00
GM1931,3.0,2016JJ00
GM1931,3.0,2017JJ00
GM1931,2.0,2018JJ00
GM1931,0.0,2019JJ00
GM1931,2.0,2020JJ00
GM1931,0.0,2021JJ00
GM1931,2.0,2022JJ00
GM1931,2.0,2023JJ00
GM1659,,1988JJ00
GM1659,,1989JJ00
GM1659,,1990JJ00
GM1659,,1991JJ00
GM1659,,1992JJ00
GM1659,,1993JJ00
GM1659,,1994JJ00
GM1659,,1995JJ00
GM1659,,1996JJ00
GM1659,0.0,1997JJ00
GM1659,0.0,1998JJ00
GM1659,0.0,1999JJ00
GM1659,0.0,2000JJ00
GM1659,0.0,2001JJ00
GM1659,0.0,2002JJ00
GM1659,0.0,2003JJ00
GM1659,0.0,2004JJ00
GM1659,0.0,2005JJ00
GM1659,1.0,2006JJ00
GM1659,0.0,2007JJ00
GM1659,0.0,2008JJ00
GM1659,0.0,2009JJ00
GM1659,1.0,2010JJ00
GM1659,0.0,2011JJ00
GM1659,1.0,2012JJ00
GM1659,0.0,2013JJ00
GM1659,0.0,2014JJ00
GM1659,0.0,2015JJ00
GM1659,0.0,2016JJ00
GM1659,0.0,2017JJ00
GM1659,0.0,2018JJ00
GM1659,0.0,2019JJ00
GM1659,0.0,2020JJ00
GM1659,0.0,2021JJ00
GM1659,0.0,2022JJ00
GM1659,0.0,2023JJ00
GM1982,,1988JJ00
GM1982,,1989JJ00
GM1982,,1990JJ00
GM1982,,1991JJ00
GM1982,,1992JJ00
GM1982,,1993JJ00
GM1982,,1994JJ00
GM1982,,1995JJ00
GM1982,,1996JJ00
GM1982,,1997JJ00
GM1982,,1998JJ00
GM1982,,1999JJ00
GM1982,,2000JJ00
GM1982,,2001JJ00
GM1982,,2002JJ00
GM1982,,2003JJ00
GM1982,,2004JJ00
GM1982,,2005JJ00
GM1982,,2006JJ00
GM1982,,2007JJ00
GM1982,,2008JJ00
GM1982,,2009JJ00
GM1982,,2010JJ00
GM1982,,2011JJ00
GM1982,,2012JJ00
GM1982,,2013JJ00
GM1982,,2014JJ00
GM1982,,2015JJ00
GM1982,,2016JJ00
GM1982,,2017JJ00
GM1982,,2018JJ00
GM1982,,2019JJ00
GM1982,,2020JJ00
GM1982,,2021JJ00
GM1982,0.0,2022JJ00
GM1982,1.0,2023JJ00
GM1685,,1988JJ00
GM1685,,1989JJ00
GM1685,,1990JJ00
GM1685,,1991JJ00
GM1685,,1992JJ00
GM1685,,1993JJ00
GM1685,0.0,1994JJ00
GM1685,0.0,1995JJ00
GM1685,0.0,1996JJ00
GM1685,0.0,1997JJ00
GM1685,0.0,1998JJ00
GM1685,1.0,1999JJ00
GM1685,0.0,2000JJ00
GM1685,0.0,2001JJ00
GM1685,0.0,2002JJ00
GM1685,0.0,2003JJ00
GM1685,0.0,2004JJ00
GM1685,0.0,2005JJ00
GM1685,0.0,2006JJ00
GM1685,0.0,2007JJ00
GM1685,0.0,2008JJ00
GM1685,0.0,2009JJ00
GM1685,0.0,2010JJ00
GM1685,0.0,2011JJ00
GM1685,0.0,2012JJ00
GM1685,0.0,2013JJ00
GM1685,0.0,2014JJ00
GM1685,0.0,2015JJ00
GM1685,0.0,2016JJ00
GM1685,1.0,2017JJ00
GM1685,1.0,2018JJ00
GM1685,0.0,2019JJ00
GM1685,0.0,2020JJ00
GM1685,0.0,2021JJ00
GM1685,,2022JJ00
GM1685,,2023JJ00
GM0882,0.0,1988JJ00
GM0882,0.0,1989JJ00
GM0882,0.0,1990JJ00
GM0882,1.0,1991JJ00
GM0882,0.0,1992JJ00
GM0882,0.0,1993JJ00
GM0882,0.0,1994JJ00
GM0882,0.0,1995JJ00
GM0882,0.0,1996JJ00
GM0882,0.0,1997JJ00
GM0882,0.0,1998JJ00
GM0882,0.0,1999JJ00
GM0882,0.0,2000JJ00
GM0882,0.0,2001JJ00
GM0882,0.0,2002JJ00
GM0882,0.0,2003JJ00
GM0882,0.0,2004JJ00
GM0882,2.0,2005JJ00
GM0882,0.0,2006JJ00
GM0882,0.0,2007JJ00
GM0882,0.0,2008JJ00
GM0882,0.0,2009JJ00
GM0882,1.0,2010JJ00
GM0882,0.0,2011JJ00
GM0882,0.0,2012JJ00
GM0882,0.0,2013JJ00
GM0882,0.0,2014JJ00
GM0882,0.0,2015JJ00
GM0882,2.0,2016JJ00
GM0882,0.0,2017JJ00
GM0882,1.0,2018JJ00
GM0882,1.0,2019JJ00
GM0882,1.0,2020JJ00
GM0882,0.0,2021JJ00
GM0882,1.0,2022JJ00
GM0882,0.0,2023JJ00
GM0415,0.0,1988JJ00
GM0415,0.0,1989JJ00
GM0415,0.0,1990JJ00
GM0415,0.0,1991JJ00
GM0415,1.0,1992JJ00
GM0415,0.0,1993JJ00
GM0415,0.0,1994JJ00
GM0415,0.0,1995JJ00
GM0415,0.0,1996JJ00
GM0415,0.0,1997JJ00
GM0415,0.0,1998JJ00
GM0415,1.0,1999JJ00
GM0415,0.0,2000JJ00
GM0415,0.0,2001JJ00
GM0415,0.0,2002JJ00
GM0415,0.0,2003JJ00
GM0415,0.0,2004JJ00
GM0415,0.0,2005JJ00
GM0415,0.0,2006JJ00
GM0415,0.0,2007JJ00
GM0415,0.0,2008JJ00
GM0415,0.0,2009JJ00
GM0415,0.0,2010JJ00
GM0415,0.0,2011JJ00
GM0415,0.0,2012JJ00
GM0415,0.0,2013JJ00
GM0415,0.0,2014JJ00
GM0415,0.0,2015JJ00
GM0415,0.0,2016JJ00
GM0415,0.0,2017JJ00
GM0415,0.0,2018JJ00
GM0415,1.0,2019JJ00
GM0415,0.0,2020JJ00
GM0415,0.0,2021JJ00
GM0415,0.0,2022JJ00
GM0415,0.0,2023JJ00
GM0325,0.0,1988JJ00
GM0325,0.0,1989JJ00
GM0325,0.0,1990JJ00
GM0325,1.0,1991JJ00
GM0325,0.0,1992JJ00
GM0325,0.0,1993JJ00
GM0325,0.0,1994JJ00
GM0325,0.0,1995JJ00
GM0325,,1996JJ00
GM0325,,1997JJ00
GM0325,,1998JJ00
GM0325,,1999JJ00
GM0325,,2000JJ00
GM0325,,2001JJ00
GM0325,,2002JJ00
GM0325,,2003JJ00
GM0325,,2004JJ00
GM0325,,2005JJ00
GM0325,,2006JJ00
GM0325,,2007JJ00
GM0325,,2008JJ00
GM0325,,2009JJ00
GM0325,,2010JJ00
GM0325,,2011JJ00
GM0325,,2012JJ00
GM0325,,2013JJ00
GM0325,,2014JJ00
GM0325,,2015JJ00
GM0325,,2016JJ00
GM0325,,2017JJ00
GM0325,,2018JJ00
GM0325,,2019JJ00
GM0325,,2020JJ00
GM0325,,2021JJ00
GM0325,,2022JJ00
GM0325,,2023JJ00
GM0416,0.0,1988JJ00
GM0416,0.0,1989JJ00
GM0416,0.0,1990JJ00
GM0416,1.0,1991JJ00
GM0416,1.0,1992JJ00
GM0416,0.0,1993JJ00
GM0416,0.0,1994JJ00
GM0416,1.0,1995JJ00
GM0416,0.0,1996JJ00
GM0416,0.0,1997JJ00
GM0416,0.0,1998JJ00
GM0416,0.0,1999JJ00
GM0416,0.0,2000JJ00
GM0416,0.0,2001JJ00
GM0416,0.0,2002JJ00
GM0416,0.0,2003JJ00
GM0416,0.0,2004JJ00
GM0416,0.0,2005JJ00
GM0416,0.0,2006JJ00
GM0416,1.0,2007JJ00
GM0416,0.0,2008JJ00
GM0416,1.0,2009JJ00
GM0416,0.0,2010JJ00
GM0416,0.0,2011JJ00
GM0416,1.0,2012JJ00
GM0416,0.0,2013JJ00
GM0416,0.0,2014JJ00
GM0416,1.0,2015JJ00
GM0416,0.0,2016JJ00
GM0416,1.0,2017JJ00
GM0416,1.0,2018JJ00
GM0416,0.0,2019JJ00
GM0416,0.0,2020JJ00
GM0416,2.0,2021JJ00
GM0416,,2022JJ00
GM0416,,2023JJ00
GM1621,,1988JJ00
GM1621,,1989JJ00
GM1621,,1990JJ00
GM1621,,1991JJ00
GM1621,,1992JJ00
GM1621,,1993JJ00
GM1621,,1994JJ00
GM1621,,1995JJ00
GM1621,,1996JJ00
GM1621,,1997JJ00
GM1621,,1998JJ00
GM1621,,1999JJ00
GM1621,,2000JJ00
GM1621,,2001JJ00
GM1621,,2002JJ00
GM1621,,2003JJ00
GM1621,,2004JJ00
GM1621,,2005JJ00
GM1621,,2006JJ00
GM1621,0.0,2007JJ00
GM1621,1.0,2008JJ00
GM1621,1.0,2009JJ00
GM1621,2.0,2010JJ00
GM1621,0.0,2011JJ00
GM1621,0.0,2012JJ00
GM1621,0.0,2013JJ00
GM1621,0.0,2014JJ00
GM1621,2.0,2015JJ00
GM1621,4.0,2016JJ00
GM1621,2.0,2017JJ00
GM1621,5.0,2018JJ00
GM1621,1.0,2019JJ00
GM1621,0.0,2020JJ00
GM1621,3.0,2021JJ00
GM1621,4.0,2022JJ00
GM1621,2.0,2023JJ00
GM0417,0.0,1988JJ00
GM0417,0.0,1989JJ00
GM0417,0.0,1990JJ00
GM0417,0.0,1991JJ00
GM0417,1.0,1992JJ00
GM0417,0.0,1993JJ00
GM0417,0.0,1994JJ00
GM0417,0.0,1995JJ00
GM0417,0.0,1996JJ00
GM0417,0.0,1997JJ00
GM0417,0.0,1998JJ00
GM0417,0.0,1999JJ00
GM0417,0.0,2000JJ00
GM0417,0.0,2001JJ00
GM0417,0.0,2002JJ00
GM0417,0.0,2003JJ00
GM0417,0.0,2004JJ00
GM0417,0.0,2005JJ00
GM0417,0.0,2006JJ00
GM0417,0.0,2007JJ00
GM0417,0.0,2008JJ00
GM0417,0.0,2009JJ00
GM0417,1.0,2010JJ00
GM0417,1.0,2011JJ00
GM0417,0.0,2012JJ00
GM0417,2.0,2013JJ00
GM0417,0.0,2014JJ00
GM0417,0.0,2015JJ00
GM0417,1.0,2016JJ00
GM0417,0.0,2017JJ00
GM0417,0.0,2018JJ00
GM0417,1.0,2019JJ00
GM0417,1.0,2020JJ00
GM0417,0.0,2021JJ00
GM0417,1.0,2022JJ00
GM0417,0.0,2023JJ00
GM0022,0.0,1988JJ00
GM0022,0.0,1989JJ00
GM0022,0.0,1990JJ00
GM0022,0.0,1991JJ00
GM0022,1.0,1992JJ00
GM0022,1.0,1993JJ00
GM0022,0.0,1994JJ00
GM0022,0.0,1995JJ00
GM0022,0.0,1996JJ00
GM0022,0.0,1997JJ00
GM0022,0.0,1998JJ00
GM0022,0.0,1999JJ00
GM0022,1.0,2000JJ00
GM0022,1.0,2001JJ00
GM0022,1.0,2002JJ00
GM0022,0.0,2003JJ00
GM0022,2.0,2004JJ00
GM0022,0.0,2005JJ00
GM0022,1.0,2006JJ00
GM0022,0.0,2007JJ00
GM0022,1.0,2008JJ00
GM0022,2.0,2009JJ00
GM0022,0.0,2010JJ00
GM0022,0.0,2011JJ00
GM0022,0.0,2012JJ00
GM0022,0.0,2013JJ00
GM0022,0.0,2014JJ00
GM0022,0.0,2015JJ00
GM0022,0.0,2016JJ00
GM0022,0.0,2017JJ00
GM0022,0.0,2018JJ00
GM0022,,2019JJ00
GM0022,,2020JJ00
GM0022,,2021JJ00
GM0022,,2022JJ00
GM0022,,2023JJ00
GM0805,0.0,1988JJ00
GM0805,0.0,1989JJ00
GM0805,0.0,1990JJ00
GM0805,0.0,1991JJ00
GM0805,0.0,1992JJ00
GM0805,0.0,1993JJ00
GM0805,0.0,1994JJ00
GM0805,0.0,1995JJ00
GM0805,0.0,1996JJ00
GM0805,,1997JJ00
GM0805,,1998JJ00
GM0805,,1999JJ00
GM0805,,2000JJ00
GM0805,,2001JJ00
GM0805,,2002JJ00
GM0805,,2003JJ00
GM0805,,2004JJ00
GM0805,,2005JJ00
GM0805,,2006JJ00
GM0805,,2007JJ00
GM0805,,2008JJ00
GM0805,,2009JJ00
GM0805,,2010JJ00
GM0805,,2011JJ00
GM0805,,2012JJ00
GM0805,,2013JJ00
GM0805,,2014JJ00
GM0805,,2015JJ00
GM0805,,2016JJ00
GM0805,,2017JJ00
GM0805,,2018JJ00
GM0805,,2019JJ00
GM0805,,2020JJ00
GM0805,,2021JJ00
GM0805,,2022JJ00
GM0805,,2023JJ00
GM0023,0.0,1988JJ00
GM0023,0.0,1989JJ00
GM0023,,1990JJ00
GM0023,,1991JJ00
GM0023,,1992JJ00
GM0023,,1993JJ00
GM0023,,1994JJ00
GM0023,,1995JJ00
GM0023,,1996JJ00
GM0023,,1997JJ00
GM0023,,1998JJ00
GM0023,,1999JJ00
GM0023,,2000JJ00
GM0023,,2001JJ00
GM0023,,2002JJ00
GM0023,,2003JJ00
GM0023,,2004JJ00
GM0023,,2005JJ00
GM0023,,2006JJ00
GM0023,,2007JJ00
GM0023,,2008JJ00
GM0023,,2009JJ00
GM0023,,2010JJ00
GM0023,,2011JJ00
GM0023,,2012JJ00
GM0023,,2013JJ00
GM0023,,2014JJ00
GM0023,,2015JJ00
GM0023,,2016JJ00
GM0023,,2017JJ00
GM0023,,2018JJ00
GM0023,,2019JJ00
GM0023,,2020JJ00
GM0023,,2021JJ00
GM0023,,2022JJ00
GM0023,,2023JJ00
GM0545,0.0,1988JJ00
GM0545,0.0,1989JJ00
GM0545,1.0,1990JJ00
GM0545,0.0,1991JJ00
GM0545,0.0,1992JJ00
GM0545,0.0,1993JJ00
GM0545,1.0,1994JJ00
GM0545,2.0,1995JJ00
GM0545,1.0,1996JJ00
GM0545,0.0,1997JJ00
GM0545,0.0,1998JJ00
GM0545,0.0,1999JJ00
GM0545,0.0,2000JJ00
GM0545,0.0,2001JJ00
GM0545,0.0,2002JJ00
GM0545,0.0,2003JJ00
GM0545,0.0,2004JJ00
GM0545,0.0,2005JJ00
GM0545,1.0,2006JJ00
GM0545,0.0,2007JJ00
GM0545,2.0,2008JJ00
GM0545,0.0,2009JJ00
GM0545,0.0,2010JJ00
GM0545,0.0,2011JJ00
GM0545,1.0,2012JJ00
GM0545,0.0,2013JJ00
GM0545,1.0,2014JJ00
GM0545,0.0,2015JJ00
GM0545,0.0,2016JJ00
GM0545,0.0,2017JJ00
GM0545,1.0,2018JJ00
GM0545,,2019JJ00
GM0545,,2020JJ00
GM0545,,2021JJ00
GM0545,,2022JJ00
GM0545,,2023JJ00
GM0326,0.0,1988JJ00
GM0326,0.0,1989JJ00
GM0326,0.0,1990JJ00
GM0326,0.0,1991JJ00
GM0326,0.0,1992JJ00
GM0326,0.0,1993JJ00
GM0326,0.0,1994JJ00
GM0326,0.0,1995JJ00
GM0326,0.0,1996JJ00
GM0326,0.0,1997JJ00
GM0326,0.0,1998JJ00
GM0326,0.0,1999JJ00
GM0326,0.0,2000JJ00
GM0326,0.0,2001JJ00
GM0326,0.0,2002JJ00
GM0326,0.0,2003JJ00
GM0326,0.0,2004JJ00
GM0326,0.0,2005JJ00
GM0326,,2006JJ00
GM0326,,2007JJ00
GM0326,,2008JJ00
GM0326,,2009JJ00
GM0326,,2010JJ00
GM0326,,2011JJ00
GM0326,,2012JJ00
GM0326,,2013JJ00
GM0326,,2014JJ00
GM0326,,2015JJ00
GM0326,,2016JJ00
GM0326,,2017JJ00
GM0326,,2018JJ00
GM0326,,2019JJ00
GM0326,,2020JJ00
GM0326,,2021JJ00
GM0326,,2022JJ00
GM0326,,2023JJ00
GM0080,0.0,1988JJ00
GM0080,1.0,1989JJ00
GM0080,0.0,1990JJ00
GM0080,0.0,1991JJ00
GM0080,0.0,1992JJ00
GM0080,0.0,1993JJ00
GM0080,1.0,1994JJ00
GM0080,0.0,1995JJ00
GM0080,0.0,1996JJ00
GM0080,1.0,1997JJ00
GM0080,0.0,1998JJ00
GM0080,3.0,1999JJ00
GM0080,0.0,2000JJ00
GM0080,3.0,2001JJ00
GM0080,2.0,2002JJ00
GM0080,1.0,2003JJ00
GM0080,1.0,2004JJ00
GM0080,0.0,2005JJ00
GM0080,0.0,2006JJ00
GM0080,0.0,2007JJ00
GM0080,0.0,2008JJ00
GM0080,1.0,2009JJ00
GM0080,3.0,2010JJ00
GM0080,0.0,2011JJ00
GM0080,1.0,2012JJ00
GM0080,1.0,2013JJ00
GM0080,3.0,2014JJ00
GM0080,3.0,2015JJ00
GM0080,4.0,2016JJ00
GM0080,4.0,2017JJ00
GM0080,1.0,2018JJ00
GM0080,1.0,2019JJ00
GM0080,5.0,2020JJ00
GM0080,4.0,2021JJ00
GM0080,6.0,2022JJ00
GM0080,4.0,2023JJ00
GM0081,0.0,1988JJ00
GM0081,0.0,1989JJ00
GM0081,0.0,1990JJ00
GM0081,1.0,1991JJ00
GM0081,0.0,1992JJ00
GM0081,0.0,1993JJ00
GM0081,0.0,1994JJ00
GM0081,0.0,1995JJ00
GM0081,0.0,1996JJ00
GM0081,0.0,1997JJ00
GM0081,0.0,1998JJ00
GM0081,0.0,1999JJ00
GM0081,0.0,2000JJ00
GM0081,0.0,2001JJ00
GM0081,0.0,2002JJ00
GM0081,0.0,2003JJ00
GM0081,0.0,2004JJ00
GM0081,0.0,2005JJ00
GM0081,0.0,2006JJ00
GM0081,0.0,2007JJ00
GM0081,0.0,2008JJ00
GM0081,0.0,2009JJ00
GM0081,0.0,2010JJ00
GM0081,0.0,2011JJ00
GM0081,0.0,2012JJ00
GM0081,0.0,2013JJ00
GM0081,0.0,2014JJ00
GM0081,0.0,2015JJ00
GM0081,0.0,2016JJ00
GM0081,1.0,2017JJ00
GM0081,,2018JJ00
GM0081,,2019JJ00
GM0081,,2020JJ00
GM0081,,2021JJ00
GM0081,,2022JJ00
GM0081,,2023JJ00
GM0546,2.0,1988JJ00
GM0546,0.0,1989JJ00
GM0546,1.0,1990JJ00
GM0546,2.0,1991JJ00
GM0546,0.0,1992JJ00
GM0546,0.0,1993JJ00
GM0546,1.0,1994JJ00
GM0546,0.0,1995JJ00
GM0546,1.0,1996JJ00
GM0546,3.0,1997JJ00
GM0546,2.0,1998JJ00
GM0546,0.0,1999JJ00
GM0546,1.0,2000JJ00
GM0546,2.0,2001JJ00
GM0546,3.0,2002JJ00
GM0546,1.0,2003JJ00
GM0546,2.0,2004JJ00
GM0546,2.0,2005JJ00
GM0546,4.0,2006JJ00
GM0546,3.0,2007JJ00
GM0546,5.0,2008JJ00
GM0546,2.0,2009JJ00
GM0546,4.0,2010JJ00
GM0546,4.0,2011JJ00
GM0546,0.0,2012JJ00
GM0546,3.0,2013JJ00
GM0546,1.0,2014JJ00
GM0546,3.0,2015JJ00
GM0546,1.0,2016JJ00
GM0546,8.0,2017JJ00
GM0546,3.0,2018JJ00
GM0546,1.0,2019JJ00
GM0546,2.0,2020JJ00
GM0546,3.0,2021JJ00
GM0546,4.0,2022JJ00
GM0546,2.0,2023JJ00
GM0547,0.0,1988JJ00
GM0547,0.0,1989JJ00
GM0547,0.0,1990JJ00
GM0547,0.0,1991JJ00
GM0547,0.0,1992JJ00
GM0547,0.0,1993JJ00
GM0547,1.0,1994JJ00
GM0547,0.0,1995JJ00
GM0547,0.0,1996JJ00
GM0547,0.0,1997JJ00
GM0547,0.0,1998JJ00
GM0547,1.0,1999JJ00
GM0547,1.0,2000JJ00
GM0547,0.0,2001JJ00
GM0547,0.0,2002JJ00
GM0547,0.0,2003JJ00
GM0547,0.0,2004JJ00
GM0547,0.0,2005JJ00
GM0547,0.0,2006JJ00
GM0547,0.0,2007JJ00
GM0547,1.0,2008JJ00
GM0547,0.0,2009JJ00
GM0547,1.0,2010JJ00
GM0547,2.0,2011JJ00
GM0547,1.0,2012JJ00
GM0547,0.0,2013JJ00
GM0547,1.0,2014JJ00
GM0547,0.0,2015JJ00
GM0547,1.0,2016JJ00
GM0547,1.0,2017JJ00
GM0547,0.0,2018JJ00
GM0547,1.0,2019JJ00
GM0547,1.0,2020JJ00
GM0547,1.0,2021JJ00
GM0547,1.0,2022JJ00
GM0547,0.0,2023JJ00
GM0548,0.0,1988JJ00
GM0548,0.0,1989JJ00
GM0548,1.0,1990JJ00
GM0548,1.0,1991JJ00
GM0548,1.0,1992JJ00
GM0548,0.0,1993JJ00
GM0548,0.0,1994JJ00
GM0548,0.0,1995JJ00
GM0548,0.0,1996JJ00
GM0548,0.0,1997JJ00
GM0548,0.0,1998JJ00
GM0548,0.0,1999JJ00
GM0548,0.0,2000JJ00
GM0548,1.0,2001JJ00
GM0548,,2002JJ00
GM0548,,2003JJ00
GM0548,,2004JJ00
GM0548,,2005JJ00
GM0548,,2006JJ00
GM0548,,2007JJ00
GM0548,,2008JJ00
GM0548,,2009JJ00
GM0548,,2010JJ00
GM0548,,2011JJ00
GM0548,,2012JJ00
GM0548,,2013JJ00
GM0548,,2014JJ00
GM0548,,2015JJ00
GM0548,,2016JJ00
GM0548,,2017JJ00
GM0548,,2018JJ00
GM0548,,2019JJ00
GM0548,,2020JJ00
GM0548,,2021JJ00
GM0548,,2022JJ00
GM0548,,2023JJ00
GM1916,,1988JJ00
GM1916,,1989JJ00
GM1916,,1990JJ00
GM1916,,1991JJ00
GM1916,,1992JJ00
GM1916,,1993JJ00
GM1916,,1994JJ00
GM1916,,1995JJ00
GM1916,,1996JJ00
GM1916,,1997JJ00
GM1916,,1998JJ00
GM1916,,1999JJ00
GM1916,,2000JJ00
GM1916,,2001JJ00
GM1916,1.0,2002JJ00
GM1916,2.0,2003JJ00
GM1916,3.0,2004JJ00
GM1916,0.0,2005JJ00
GM1916,1.0,2006JJ00
GM1916,1.0,2007JJ00
GM1916,2.0,2008JJ00
GM1916,2.0,2009JJ00
GM1916,2.0,2010JJ00
GM1916,2.0,2011JJ00
GM1916,5.0,2012JJ00
GM1916,3.0,2013JJ00
GM1916,1.0,2014JJ00
GM1916,1.0,2015JJ00
GM1916,2.0,2016JJ00
GM1916,3.0,2017JJ00
GM1916,4.0,2018JJ00
GM1916,2.0,2019JJ00
GM1916,2.0,2020JJ00
GM1916,3.0,2021JJ00
GM1916,0.0,2022JJ00
GM1916,2.0,2023JJ00
GM0549,0.0,1988JJ00
GM0549,0.0,1989JJ00
GM0549,0.0,1990JJ00
GM0549,,1991JJ00
GM0549,,1992JJ00
GM0549,,1993JJ00
GM0549,,1994JJ00
GM0549,,1995JJ00
GM0549,,1996JJ00
GM0549,,1997JJ00
GM0549,,1998JJ00
GM0549,,1999JJ00
GM0549,,2000JJ00
GM0549,,2001JJ00
GM0549,,2002JJ00
GM0549,,2003JJ00
GM0549,,2004JJ00
GM0549,,2005JJ00
GM0549,,2006JJ00
GM0549,,2007JJ00
GM0549,,2008JJ00
GM0549,,2009JJ00
GM0549,,2010JJ00
GM0549,,2011JJ00
GM0549,,2012JJ00
GM0549,,2013JJ00
GM0549,,2014JJ00
GM0549,,2015JJ00
GM0549,,2016JJ00
GM0549,,2017JJ00
GM0549,,2018JJ00
GM0549,,2019JJ00
GM0549,,2020JJ00
GM0549,,2021JJ00
GM0549,,2022JJ00
GM0549,,2023JJ00
GM0995,0.0,1988JJ00
GM0995,1.0,1989JJ00
GM0995,1.0,1990JJ00
GM0995,1.0,1991JJ00
GM0995,1.0,1992JJ00
GM0995,2.0,1993JJ00
GM0995,0.0,1994JJ00
GM0995,1.0,1995JJ00
GM0995,0.0,1996JJ00
GM0995,0.0,1997JJ00
GM0995,3.0,1998JJ00
GM0995,0.0,1999JJ00
GM0995,0.0,2000JJ00
GM0995,1.0,2001JJ00
GM0995,0.0,2002JJ00
GM0995,1.0,2003JJ00
GM0995,1.0,2004JJ00
GM0995,1.0,2005JJ00
GM0995,2.0,2006JJ00
GM0995,2.0,2007JJ00
GM0995,2.0,2008JJ00
GM0995,1.0,2009JJ00
GM0995,1.0,2010JJ00
GM0995,1.0,2011JJ00
GM0995,1.0,2012JJ00
GM0995,0.0,2013JJ00
GM0995,0.0,2014JJ00
GM0995,2.0,2015JJ00
GM0995,1.0,2016JJ00
GM0995,0.0,2017JJ00
GM0995,3.0,2018JJ00
GM0995,4.0,2019JJ00
GM0995,2.0,2020JJ00
GM0995,6.0,2021JJ00
GM0995,3.0,2022JJ00
GM0995,1.0,2023JJ00
GM0082,0.0,1988JJ00
GM0082,0.0,1989JJ00
GM0082,0.0,1990JJ00
GM0082,0.0,1991JJ00
GM0082,0.0,1992JJ00
GM0082,0.0,1993JJ00
GM0082,0.0,1994JJ00
GM0082,0.0,1995JJ00
GM0082,0.0,1996JJ00
GM0082,0.0,1997JJ00
GM0082,0.0,1998JJ00
GM0082,0.0,1999JJ00
GM0082,1.0,2000JJ00
GM0082,0.0,2001JJ00
GM0082,0.0,2002JJ00
GM0082,0.0,2003JJ00
GM0082,0.0,2004JJ00
GM0082,0.0,2005JJ00
GM0082,0.0,2006JJ00
GM0082,0.0,2007JJ00
GM0082,0.0,2008JJ00
GM0082,0.0,2009JJ00
GM0082,0.0,2010JJ00
GM0082,0.0,2011JJ00
GM0082,0.0,2012JJ00
GM0082,0.0,2013JJ00
GM0082,,2014JJ00
GM0082,,2015JJ00
GM0082,,2016JJ00
GM0082,,2017JJ00
GM0082,,2018JJ00
GM0082,,2019JJ00
GM0082,,2020JJ00
GM0082,,2021JJ00
GM0082,,2022JJ00
GM0082,,2023JJ00
GM1640,,1988JJ00
GM1640,,1989JJ00
GM1640,,1990JJ00
GM1640,,1991JJ00
GM1640,,1992JJ00
GM1640,,1993JJ00
GM1640,,1994JJ00
GM1640,,1995JJ00
GM1640,,1996JJ00
GM1640,,1997JJ00
GM1640,,1998JJ00
GM1640,,1999JJ00
GM1640,,2000JJ00
GM1640,,2001JJ00
GM1640,,2002JJ00
GM1640,,2003JJ00
GM1640,,2004JJ00
GM1640,,2005JJ00
GM1640,,2006JJ00
GM1640,0.0,2007JJ00
GM1640,1.0,2008JJ00
GM1640,0.0,2009JJ00
GM1640,1.0,2010JJ00
GM1640,2.0,2011JJ00
GM1640,1.0,2012JJ00
GM1640,0.0,2013JJ00
GM1640,2.0,2014JJ00
GM1640,0.0,2015JJ00
GM1640,0.0,2016JJ00
GM1640,0.0,2017JJ00
GM1640,1.0,2018JJ00
GM1640,1.0,2019JJ00
GM1640,0.0,2020JJ00
GM1640,0.0,2021JJ00
GM1640,0.0,2022JJ00
GM1640,0.0,2023JJ00
GM0327,0.0,1988JJ00
GM0327,0.0,1989JJ00
GM0327,0.0,1990JJ00
GM0327,0.0,1991JJ00
GM0327,1.0,1992JJ00
GM0327,0.0,1993JJ00
GM0327,0.0,1994JJ00
GM0327,0.0,1995JJ00
GM0327,0.0,1996JJ00
GM0327,1.0,1997JJ00
GM0327,2.0,1998JJ00
GM0327,0.0,1999JJ00
GM0327,1.0,2000JJ00
GM0327,0.0,2001JJ00
GM0327,0.0,2002JJ00
GM0327,0.0,2003JJ00
GM0327,1.0,2004JJ00
GM0327,0.0,2005JJ00
GM0327,0.0,2006JJ00
GM0327,0.0,2007JJ00
GM0327,0.0,2008JJ00
GM0327,0.0,2009JJ00
GM0327,0.0,2010JJ00
GM0327,0.0,2011JJ00
GM0327,2.0,2012JJ00
GM0327,0.0,2013JJ00
GM0327,0.0,2014JJ00
GM0327,1.0,2015JJ00
GM0327,1.0,2016JJ00
GM0327,0.0,2017JJ00
GM0327,1.0,2018JJ00
GM0327,2.0,2019JJ00
GM0327,0.0,2020JJ00
GM0327,1.0,2021JJ00
GM0327,4.0,2022JJ00
