RegioS,k_45JaarOfOuder_15,Perioden
GM1900,,2009JJ00
GM1900,,2010JJ00
GM1900,2.0,2011JJ00
GM1900,1.0,2012JJ00
GM1900,1.0,2013JJ00
GM1900,1.0,2014JJ00
GM1900,1.0,2015JJ00
GM1900,2.0,2016JJ00
GM1900,1.0,2017JJ00
GM1900,0.0,2018JJ00
GM1900,1.0,2019JJ00
GM1900,0.0,2020JJ00
GM1900,1.0,2021JJ00
GM1900,0.0,2022JJ00
GM1900,5.0,2023JJ00
GM0974,0.0,1988JJ00
GM0974,0.0,1989JJ00
GM0974,0.0,1990JJ00
GM0974,0.0,1991JJ00
GM0974,0.0,1992JJ00
GM0974,0.0,1993JJ00
GM0974,0.0,1994JJ00
GM0974,0.0,1995JJ00
GM0974,0.0,1996JJ00
GM0974,0.0,1997JJ00
GM0974,0.0,1998JJ00
GM0974,0.0,1999JJ00
GM0974,0.0,2000JJ00
GM0974,0.0,2001JJ00
GM0974,0.0,2002JJ00
GM0974,,2003JJ00
GM0974,,2004JJ00
GM0974,,2005JJ00
GM0974,,2006JJ00
GM0974,,2007JJ00
GM0974,,2008JJ00
GM0974,,2009JJ00
GM0974,,2010JJ00
GM0974,,2011JJ00
GM0974,,2012JJ00
GM0974,,2013JJ00
GM0974,,2014JJ00
GM0974,,2015JJ00
GM0974,,2016JJ00
GM0974,,2017JJ00
GM0974,,2018JJ00
GM0974,,2019JJ00
GM0974,,2020JJ00
GM0974,,2021JJ00
GM0974,,2022JJ00
GM0974,,2023JJ00
GM0975,0.0,1988JJ00
GM0975,0.0,1989JJ00
GM0975,0.0,1990JJ00
GM0975,0.0,1991JJ00
GM0975,1.0,1992JJ00
GM0975,0.0,1993JJ00
GM0975,0.0,1994JJ00
GM0975,0.0,1995JJ00
GM0975,0.0,1996JJ00
GM0975,0.0,1997JJ00
GM0975,0.0,1998JJ00
GM0975,0.0,1999JJ00
GM0975,0.0,2000JJ00
GM0975,0.0,2001JJ00
GM0975,0.0,2002JJ00
GM0975,0.0,2003JJ00
GM0975,1.0,2004JJ00
GM0975,0.0,2005JJ00
GM0975,0.0,2006JJ00
GM0975,,2007JJ00
GM0975,,2008JJ00
GM0975,,2009JJ00
GM0975,,2010JJ00
GM0975,,2011JJ00
GM0975,,2012JJ00
GM0975,,2013JJ00
GM0975,,2014JJ00
GM0975,,2015JJ00
GM0975,,2016JJ00
GM0975,,2017JJ00
GM0975,,2018JJ00
GM0975,,2019JJ00
GM0975,,2020JJ00
GM0975,,2021JJ00
GM0975,,2022JJ00
GM0975,,2023JJ00
GM0976,1.0,1988JJ00
GM0976,0.0,1989JJ00
GM0976,0.0,1990JJ00
GM0976,0.0,1991JJ00
GM0976,1.0,1992JJ00
GM0976,1.0,1993JJ00
GM0976,1.0,1994JJ00
GM0976,0.0,1995JJ00
GM0976,0.0,1996JJ00
GM0976,0.0,1997JJ00
GM0976,0.0,1998JJ00
GM0976,1.0,1999JJ00
GM0976,0.0,2000JJ00
GM0976,,2001JJ00
GM0976,,2002JJ00
GM0976,,2003JJ00
GM0976,,2004JJ00
GM0976,,2005JJ00
GM0976,,2006JJ00
GM0976,,2007JJ00
GM0976,,2008JJ00
GM0976,,2009JJ00
GM0976,,2010JJ00
GM0976,,2011JJ00
GM0976,,2012JJ00
GM0976,,2013JJ00
GM0976,,2014JJ00
GM0976,,2015JJ00
GM0976,,2016JJ00
GM0976,,2017JJ00
GM0976,,2018JJ00
GM0976,,2019JJ00
GM0976,,2020JJ00
GM0976,,2021JJ00
GM0976,,2022JJ00
GM0976,,2023JJ00
GM0853,0.0,1988JJ00
GM0853,0.0,1989JJ00
GM0853,0.0,1990JJ00
GM0853,0.0,1991JJ00
GM0853,0.0,1992JJ00
GM0853,0.0,1993JJ00
GM0853,2.0,1994JJ00
GM0853,0.0,1995JJ00
GM0853,0.0,1996JJ00
GM0853,,1997JJ00
GM0853,,1998JJ00
GM0853,,1999JJ00
GM0853,,2000JJ00
GM0853,,2001JJ00
GM0853,,2002JJ00
GM0853,,2003JJ00
GM0853,,2004JJ00
GM0853,,2005JJ00
GM0853,,2006JJ00
GM0853,,2007JJ00
GM0853,,2008JJ00
GM0853,,2009JJ00
GM0853,,2010JJ00
GM0853,,2011JJ00
GM0853,,2012JJ00
GM0853,,2013JJ00
GM0853,,2014JJ00
GM0853,,2015JJ00
GM0853,,2016JJ00
GM0853,,2017JJ00
GM0853,,2018JJ00
GM0853,,2019JJ00
GM0853,,2020JJ00
GM0853,,2021JJ00
GM0853,,2022JJ00
GM0853,,2023JJ00
GM0042,0.0,1988JJ00
GM0042,0.0,1989JJ00
GM0042,,1990JJ00
GM0042,,1991JJ00
GM0042,,1992JJ00
GM0042,,1993JJ00
GM0042,,1994JJ00
GM0042,,1995JJ00
GM0042,,1996JJ00
GM0042,,1997JJ00
GM0042,,1998JJ00
GM0042,,1999JJ00
GM0042,,2000JJ00
GM0042,,2001JJ00
GM0042,,2002JJ00
GM0042,,2003JJ00
GM0042,,2004JJ00
GM0042,,2005JJ00
GM0042,,2006JJ00
GM0042,,2007JJ00
GM0042,,2008JJ00
GM0042,,2009JJ00
GM0042,,2010JJ00
GM0042,,2011JJ00
GM0042,,2012JJ00
GM0042,,2013JJ00
GM0042,,2014JJ00
GM0042,,2015JJ00
GM0042,,2016JJ00
GM0042,,2017JJ00
GM0042,,2018JJ00
GM0042,,2019JJ00
GM0042,,2020JJ00
GM0042,,2021JJ00
GM0042,,2022JJ00
GM0042,,2023JJ00
GM0715,0.0,1988JJ00
GM0715,1.0,1989JJ00
GM0715,0.0,1990JJ00
GM0715,0.0,1991JJ00
GM0715,1.0,1992JJ00
GM0715,0.0,1993JJ00
GM0715,0.0,1994JJ00
GM0715,0.0,1995JJ00
GM0715,0.0,1996JJ00
GM0715,0.0,1997JJ00
GM0715,0.0,1998JJ00
GM0715,0.0,1999JJ00
GM0715,0.0,2000JJ00
GM0715,0.0,2001JJ00
GM0715,0.0,2002JJ00
GM0715,0.0,2003JJ00
GM0715,0.0,2004JJ00
GM0715,0.0,2005JJ00
GM0715,2.0,2006JJ00
GM0715,0.0,2007JJ00
GM0715,0.0,2008JJ00
GM0715,0.0,2009JJ00
GM0715,1.0,2010JJ00
GM0715,1.0,2011JJ00
GM0715,0.0,2012JJ00
GM0715,2.0,2013JJ00
GM0715,1.0,2014JJ00
GM0715,1.0,2015JJ00
GM0715,3.0,2016JJ00
GM0715,0.0,2017JJ00
GM0715,2.0,2018JJ00
GM0715,2.0,2019JJ00
GM0715,1.0,2020JJ00
GM0715,3.0,2021JJ00
GM0715,2.0,2022JJ00
GM0715,0.0,2023JJ00
GM0093,0.0,1988JJ00
GM0093,0.0,1989JJ00
GM0093,0.0,1990JJ00
GM0093,0.0,1991JJ00
GM0093,0.0,1992JJ00
GM0093,0.0,1993JJ00
GM0093,0.0,1994JJ00
GM0093,0.0,1995JJ00
GM0093,0.0,1996JJ00
GM0093,0.0,1997JJ00
GM0093,0.0,1998JJ00
GM0093,0.0,1999JJ00
GM0093,0.0,2000JJ00
GM0093,0.0,2001JJ00
GM0093,0.0,2002JJ00
GM0093,0.0,2003JJ00
GM0093,0.0,2004JJ00
GM0093,0.0,2005JJ00
GM0093,0.0,2006JJ00
GM0093,0.0,2007JJ00
GM0093,0.0,2008JJ00
GM0093,0.0,2009JJ00
GM0093,0.0,2010JJ00
GM0093,0.0,2011JJ00
GM0093,0.0,2012JJ00
GM0093,0.0,2013JJ00
GM0093,0.0,2014JJ00
GM0093,0.0,2015JJ00
GM0093,0.0,2016JJ00
GM0093,0.0,2017JJ00
GM0093,0.0,2018JJ00
GM0093,0.0,2019JJ00
GM0093,0.0,2020JJ00
GM0093,0.0,2021JJ00
GM0093,0.0,2022JJ00
GM0093,0.0,2023JJ00
GM0854,0.0,1988JJ00
GM0854,0.0,1989JJ00
GM0854,0.0,1990JJ00
GM0854,0.0,1991JJ00
GM0854,0.0,1992JJ00
GM0854,0.0,1993JJ00
GM0854,0.0,1994JJ00
GM0854,0.0,1995JJ00
GM0854,0.0,1996JJ00
GM0854,,1997JJ00
GM0854,,1998JJ00
GM0854,,1999JJ00
GM0854,,2000JJ00
GM0854,,2001JJ00
GM0854,,2002JJ00
GM0854,,2003JJ00
GM0854,,2004JJ00
GM0854,,2005JJ00
GM0854,,2006JJ00
GM0854,,2007JJ00
GM0854,,2008JJ00
GM0854,,2009JJ00
GM0854,,2010JJ00
GM0854,,2011JJ00
GM0854,,2012JJ00
GM0854,,2013JJ00
GM0854,,2014JJ00
GM0854,,2015JJ00
GM0854,,2016JJ00
GM0854,,2017JJ00
GM0854,,2018JJ00
GM0854,,2019JJ00
GM0854,,2020JJ00
GM0854,,2021JJ00
GM0854,,2022JJ00
GM0854,,2023JJ00
GM0448,0.0,1988JJ00
GM0448,0.0,1989JJ00
GM0448,0.0,1990JJ00
GM0448,0.0,1991JJ00
GM0448,0.0,1992JJ00
GM0448,0.0,1993JJ00
GM0448,0.0,1994JJ00
GM0448,0.0,1995JJ00
GM0448,0.0,1996JJ00
GM0448,0.0,1997JJ00
GM0448,0.0,1998JJ00
GM0448,0.0,1999JJ00
GM0448,0.0,2000JJ00
GM0448,0.0,2001JJ00
GM0448,0.0,2002JJ00
GM0448,0.0,2003JJ00
GM0448,1.0,2004JJ00
GM0448,0.0,2005JJ00
GM0448,0.0,2006JJ00
GM0448,0.0,2007JJ00
GM0448,1.0,2008JJ00
GM0448,0.0,2009JJ00
GM0448,0.0,2010JJ00
GM0448,0.0,2011JJ00
GM0448,0.0,2012JJ00
GM0448,1.0,2013JJ00
GM0448,1.0,2014JJ00
GM0448,0.0,2015JJ00
GM0448,1.0,2016JJ00
GM0448,1.0,2017JJ00
GM0448,0.0,2018JJ00
GM0448,0.0,2019JJ00
GM0448,1.0,2020JJ00
GM0448,0.0,2021JJ00
GM0448,0.0,2022JJ00
GM0448,0.0,2023JJ00
GM1525,,1988JJ00
GM1525,,1989JJ00
GM1525,,1990JJ00
GM1525,,1991JJ00
GM1525,,1992JJ00
GM1525,,1993JJ00
GM1525,,1994JJ00
GM1525,,1995JJ00
GM1525,,1996JJ00
GM1525,,1997JJ00
GM1525,,1998JJ00
GM1525,,1999JJ00
GM1525,,2000JJ00
GM1525,,2001JJ00
GM1525,,2002JJ00
GM1525,,2003JJ00
GM1525,,2004JJ00
GM1525,,2005JJ00
GM1525,0.0,2006JJ00
GM1525,0.0,2007JJ00
GM1525,3.0,2008JJ00
GM1525,0.0,2009JJ00
GM1525,1.0,2010JJ00
GM1525,2.0,2011JJ00
GM1525,1.0,2012JJ00
GM1525,1.0,2013JJ00
GM1525,2.0,2014JJ00
GM1525,0.0,2015JJ00
GM1525,0.0,2016JJ00
GM1525,0.0,2017JJ00
GM1525,0.0,2018JJ00
GM1525,2.0,2019JJ00
GM1525,0.0,2020JJ00
GM1525,0.0,2021JJ00
GM1525,0.0,2022JJ00
GM1525,1.0,2023JJ00
GM0716,0.0,1988JJ00
GM0716,0.0,1989JJ00
GM0716,2.0,1990JJ00
GM0716,1.0,1991JJ00
GM0716,0.0,1992JJ00
GM0716,0.0,1993JJ00
GM0716,1.0,1994JJ00
GM0716,1.0,1995JJ00
GM0716,1.0,1996JJ00
GM0716,0.0,1997JJ00
GM0716,1.0,1998JJ00
GM0716,0.0,1999JJ00
GM0716,0.0,2000JJ00
GM0716,0.0,2001JJ00
GM0716,1.0,2002JJ00
GM0716,0.0,2003JJ00
GM0716,1.0,2004JJ00
GM0716,2.0,2005JJ00
GM0716,2.0,2006JJ00
GM0716,0.0,2007JJ00
GM0716,1.0,2008JJ00
GM0716,2.0,2009JJ00
GM0716,0.0,2010JJ00
GM0716,2.0,2011JJ00
GM0716,3.0,2012JJ00
GM0716,1.0,2013JJ00
GM0716,0.0,2014JJ00
GM0716,0.0,2015JJ00
GM0716,0.0,2016JJ00
GM0716,1.0,2017JJ00
GM0716,0.0,2018JJ00
GM0716,3.0,2019JJ00
GM0716,0.0,2020JJ00
GM0716,1.0,2021JJ00
GM0716,0.0,2022JJ00
GM0716,0.0,2023JJ00
GM0977,0.0,1988JJ00
GM0977,0.0,1989JJ00
GM0977,0.0,1990JJ00
GM0977,0.0,1991JJ00
GM0977,0.0,1992JJ00
GM0977,0.0,1993JJ00
GM0977,0.0,1994JJ00
GM0977,0.0,1995JJ00
GM0977,0.0,1996JJ00
GM0977,0.0,1997JJ00
GM0977,0.0,1998JJ00
GM0977,0.0,1999JJ00
GM0977,0.0,2000JJ00
GM0977,0.0,2001JJ00
GM0977,0.0,2002JJ00
GM0977,0.0,2003JJ00
GM0977,0.0,2004JJ00
GM0977,0.0,2005JJ00
GM0977,0.0,2006JJ00
GM0977,,2007JJ00
GM0977,,2008JJ00
GM0977,,2009JJ00
GM0977,,2010JJ00
GM0977,,2011JJ00
GM0977,,2012JJ00
GM0977,,2013JJ00
GM0977,,2014JJ00
GM0977,,2015JJ00
GM0977,,2016JJ00
GM0977,,2017JJ00
GM0977,,2018JJ00
GM0977,,2019JJ00
GM0977,,2020JJ00
GM0977,,2021JJ00
GM0977,,2022JJ00
GM0977,,2023JJ00
GM0281,1.0,1988JJ00
GM0281,1.0,1989JJ00
GM0281,2.0,1990JJ00
GM0281,0.0,1991JJ00
GM0281,1.0,1992JJ00
GM0281,1.0,1993JJ00
GM0281,0.0,1994JJ00
GM0281,2.0,1995JJ00
GM0281,1.0,1996JJ00
GM0281,0.0,1997JJ00
GM0281,2.0,1998JJ00
GM0281,0.0,1999JJ00
GM0281,0.0,2000JJ00
GM0281,2.0,2001JJ00
GM0281,0.0,2002JJ00
GM0281,2.0,2003JJ00
GM0281,0.0,2004JJ00
GM0281,1.0,2005JJ00
GM0281,1.0,2006JJ00
GM0281,1.0,2007JJ00
GM0281,1.0,2008JJ00
GM0281,0.0,2009JJ00
GM0281,0.0,2010JJ00
GM0281,0.0,2011JJ00
GM0281,0.0,2012JJ00
GM0281,0.0,2013JJ00
GM0281,3.0,2014JJ00
GM0281,0.0,2015JJ00
GM0281,0.0,2016JJ00
GM0281,3.0,2017JJ00
GM0281,0.0,2018JJ00
GM0281,0.0,2019JJ00
GM0281,0.0,2020JJ00
GM0281,0.0,2021JJ00
GM0281,3.0,2022JJ00
GM0281,2.0,2023JJ00
GM0094,0.0,1988JJ00
GM0094,,1989JJ00
GM0094,,1990JJ00
GM0094,,1991JJ00
GM0094,,1992JJ00
GM0094,,1993JJ00
GM0094,,1994JJ00
GM0094,,1995JJ00
GM0094,,1996JJ00
GM0094,,1997JJ00
GM0094,,1998JJ00
GM0094,,1999JJ00
GM0094,,2000JJ00
GM0094,,2001JJ00
GM0094,,2002JJ00
GM0094,,2003JJ00
GM0094,,2004JJ00
GM0094,,2005JJ00
GM0094,,2006JJ00
GM0094,,2007JJ00
GM0094,,2008JJ00
GM0094,,2009JJ00
GM0094,,2010JJ00
GM0094,,2011JJ00
GM0094,,2012JJ00
GM0094,,2013JJ00
GM0094,,2014JJ00
GM0094,,2015JJ00
GM0094,,2016JJ00
GM0094,,2017JJ00
GM0094,,2018JJ00
GM0094,,2019JJ00
GM0094,,2020JJ00
GM0094,,2021JJ00
GM0094,,2022JJ00
GM0094,,2023JJ00
GM0855,3.0,1988JJ00
GM0855,4.0,1989JJ00
GM0855,4.0,1990JJ00
GM0855,3.0,1991JJ00
GM0855,1.0,1992JJ00
GM0855,2.0,1993JJ00
GM0855,4.0,1994JJ00
GM0855,1.0,1995JJ00
GM0855,4.0,1996JJ00
GM0855,2.0,1997JJ00
GM0855,2.0,1998JJ00
GM0855,3.0,1999JJ00
GM0855,0.0,2000JJ00
GM0855,1.0,2001JJ00
GM0855,3.0,2002JJ00
GM0855,3.0,2003JJ00
GM0855,2.0,2004JJ00
GM0855,4.0,2005JJ00
GM0855,3.0,2006JJ00
GM0855,2.0,2007JJ00
GM0855,2.0,2008JJ00
GM0855,0.0,2009JJ00
GM0855,0.0,2010JJ00
GM0855,4.0,2011JJ00
GM0855,4.0,2012JJ00
GM0855,3.0,2013JJ00
GM0855,4.0,2014JJ00
GM0855,2.0,2015JJ00
GM0855,5.0,2016JJ00
GM0855,5.0,2017JJ00
GM0855,7.0,2018JJ00
GM0855,6.0,2019JJ00
GM0855,6.0,2020JJ00
GM0855,4.0,2021JJ00
GM0855,3.0,2022JJ00
GM0855,6.0,2023JJ00
GM0183,0.0,1988JJ00
GM0183,0.0,1989JJ00
GM0183,0.0,1990JJ00
GM0183,0.0,1991JJ00
GM0183,1.0,1992JJ00
GM0183,0.0,1993JJ00
GM0183,0.0,1994JJ00
GM0183,0.0,1995JJ00
GM0183,0.0,1996JJ00
GM0183,0.0,1997JJ00
GM0183,0.0,1998JJ00
GM0183,0.0,1999JJ00
GM0183,0.0,2000JJ00
GM0183,0.0,2001JJ00
GM0183,0.0,2002JJ00
GM0183,1.0,2003JJ00
GM0183,0.0,2004JJ00
GM0183,0.0,2005JJ00
GM0183,0.0,2006JJ00
GM0183,0.0,2007JJ00
GM0183,0.0,2008JJ00
GM0183,0.0,2009JJ00
GM0183,0.0,2010JJ00
GM0183,0.0,2011JJ00
GM0183,0.0,2012JJ00
GM0183,0.0,2013JJ00
GM0183,1.0,2014JJ00
GM0183,1.0,2015JJ00
GM0183,0.0,2016JJ00
GM0183,0.0,2017JJ00
GM0183,1.0,2018JJ00
GM0183,0.0,2019JJ00
GM0183,0.0,2020JJ00
GM0183,0.0,2021JJ00
GM0183,0.0,2022JJ00
GM0183,0.0,2023JJ00
GM1700,,1988JJ00
GM1700,,1989JJ00
GM1700,,1990JJ00
GM1700,,1991JJ00
GM1700,,1992JJ00
GM1700,,1993JJ00
GM1700,,1994JJ00
GM1700,,1995JJ00
GM1700,,1996JJ00
GM1700,,1997JJ00
GM1700,,1998JJ00
GM1700,,1999JJ00
GM1700,,2000JJ00
GM1700,,2001JJ00
GM1700,,2002JJ00
GM1700,0.0,2003JJ00
GM1700,0.0,2004JJ00
GM1700,1.0,2005JJ00
GM1700,1.0,2006JJ00
GM1700,0.0,2007JJ00
GM1700,1.0,2008JJ00
GM1700,0.0,2009JJ00
GM1700,0.0,2010JJ00
GM1700,0.0,2011JJ00
GM1700,0.0,2012JJ00
GM1700,0.0,2013JJ00
GM1700,1.0,2014JJ00
GM1700,0.0,2015JJ00
GM1700,1.0,2016JJ00
GM1700,0.0,2017JJ00
GM1700,0.0,2018JJ00
GM1700,0.0,2019JJ00
GM1700,0.0,2020JJ00
GM1700,1.0,2021JJ00
GM1700,0.0,2022JJ00
GM1700,1.0,2023JJ00
GM1730,,1988JJ00
GM1730,,1989JJ00
GM1730,,1990JJ00
GM1730,,1991JJ00
GM1730,,1992JJ00
GM1730,,1993JJ00
GM1730,,1994JJ00
GM1730,,1995JJ00
GM1730,,1996JJ00
GM1730,,1997JJ00
GM1730,,1998JJ00
GM1730,,1999JJ00
GM1730,0.0,2000JJ00
GM1730,0.0,2001JJ00
GM1730,0.0,2002JJ00
GM1730,0.0,2003JJ00
GM1730,0.0,2004JJ00
GM1730,1.0,2005JJ00
GM1730,1.0,2006JJ00
GM1730,1.0,2007JJ00
GM1730,0.0,2008JJ00
GM1730,0.0,2009JJ00
GM1730,0.0,2010JJ00
GM1730,0.0,2011JJ00
GM1730,0.0,2012JJ00
GM1730,0.0,2013JJ00
GM1730,0.0,2014JJ00
GM1730,1.0,2015JJ00
GM1730,0.0,2016JJ00
GM1730,3.0,2017JJ00
GM1730,0.0,2018JJ00
GM1730,3.0,2019JJ00
GM1730,1.0,2020JJ00
GM1730,0.0,2021JJ00
GM1730,0.0,2022JJ00
GM1730,0.0,2023JJ00
GM0737,,1988JJ00
GM0737,0.0,1989JJ00
GM0737,0.0,1990JJ00
GM0737,0.0,1991JJ00
GM0737,0.0,1992JJ00
GM0737,0.0,1993JJ00
GM0737,0.0,1994JJ00
GM0737,0.0,1995JJ00
GM0737,0.0,1996JJ00
GM0737,0.0,1997JJ00
GM0737,0.0,1998JJ00
GM0737,1.0,1999JJ00
GM0737,2.0,2000JJ00
GM0737,0.0,2001JJ00
GM0737,0.0,2002JJ00
GM0737,0.0,2003JJ00
GM0737,0.0,2004JJ00
GM0737,0.0,2005JJ00
GM0737,0.0,2006JJ00
GM0737,0.0,2007JJ00
GM0737,0.0,2008JJ00
GM0737,0.0,2009JJ00
GM0737,1.0,2010JJ00
GM0737,0.0,2011JJ00
GM0737,0.0,2012JJ00
GM0737,0.0,2013JJ00
GM0737,1.0,2014JJ00
GM0737,0.0,2015JJ00
GM0737,0.0,2016JJ00
GM0737,0.0,2017JJ00
GM0737,0.0,2018JJ00
GM0737,0.0,2019JJ00
GM0737,0.0,2020JJ00
GM0737,0.0,2021JJ00
GM0737,1.0,2022JJ00
GM0737,0.0,2023JJ00
GM0282,0.0,1988JJ00
GM0282,0.0,1989JJ00
GM0282,0.0,1990JJ00
GM0282,1.0,1991JJ00
GM0282,0.0,1992JJ00
GM0282,0.0,1993JJ00
GM0282,0.0,1994JJ00
GM0282,0.0,1995JJ00
GM0282,0.0,1996JJ00
GM0282,0.0,1997JJ00
GM0282,0.0,1998JJ00
GM0282,0.0,1999JJ00
GM0282,0.0,2000JJ00
GM0282,0.0,2001JJ00
GM0282,1.0,2002JJ00
GM0282,0.0,2003JJ00
GM0282,0.0,2004JJ00
GM0282,0.0,2005JJ00
GM0282,0.0,2006JJ00
GM0282,0.0,2007JJ00
GM0282,0.0,2008JJ00
GM0282,0.0,2009JJ00
GM0282,1.0,2010JJ00
GM0282,0.0,2011JJ00
GM0282,0.0,2012JJ00
GM0282,1.0,2013JJ00
GM0282,0.0,2014JJ00
GM0282,,2015JJ00
GM0282,,2016JJ00
GM0282,,2017JJ00
GM0282,,2018JJ00
GM0282,,2019JJ00
GM0282,,2020JJ00
GM0282,,2021JJ00
GM0282,,2022JJ00
GM0282,,2023JJ00
GM0856,0.0,1988JJ00
GM0856,0.0,1989JJ00
GM0856,0.0,1990JJ00
GM0856,0.0,1991JJ00
GM0856,0.0,1992JJ00
GM0856,0.0,1993JJ00
GM0856,0.0,1994JJ00
GM0856,0.0,1995JJ00
GM0856,0.0,1996JJ00
GM0856,1.0,1997JJ00
GM0856,1.0,1998JJ00
GM0856,0.0,1999JJ00
GM0856,0.0,2000JJ00
GM0856,0.0,2001JJ00
GM0856,0.0,2002JJ00
GM0856,0.0,2003JJ00
GM0856,0.0,2004JJ00
GM0856,0.0,2005JJ00
GM0856,0.0,2006JJ00
GM0856,1.0,2007JJ00
GM0856,0.0,2008JJ00
GM0856,0.0,2009JJ00
GM0856,1.0,2010JJ00
GM0856,0.0,2011JJ00
GM0856,0.0,2012JJ00
GM0856,1.0,2013JJ00
GM0856,1.0,2014JJ00
GM0856,0.0,2015JJ00
GM0856,0.0,2016JJ00
GM0856,1.0,2017JJ00
GM0856,2.0,2018JJ00
GM0856,3.0,2019JJ00
GM0856,1.0,2020JJ00
GM0856,0.0,2021JJ00
GM0856,,2022JJ00
GM0856,,2023JJ00
GM0857,0.0,1988JJ00
GM0857,0.0,1989JJ00
GM0857,0.0,1990JJ00
GM0857,0.0,1991JJ00
GM0857,0.0,1992JJ00
GM0857,0.0,1993JJ00
GM0857,0.0,1994JJ00
GM0857,0.0,1995JJ00
GM0857,0.0,1996JJ00
GM0857,,1997JJ00
GM0857,,1998JJ00
GM0857,,1999JJ00
GM0857,,2000JJ00
GM0857,,2001JJ00
GM0857,,2002JJ00
GM0857,,2003JJ00
GM0857,,2004JJ00
GM0857,,2005JJ00
GM0857,,2006JJ00
GM0857,,2007JJ00
GM0857,,2008JJ00
GM0857,,2009JJ00
GM0857,,2010JJ00
GM0857,,2011JJ00
GM0857,,2012JJ00
GM0857,,2013JJ00
GM0857,,2014JJ00
GM0857,,2015JJ00
GM0857,,2016JJ00
GM0857,,2017JJ00
GM0857,,2018JJ00
GM0857,,2019JJ00
GM0857,,2020JJ00
GM0857,,2021JJ00
GM0857,,2022JJ00
GM0857,,2023JJ00
GM0450,0.0,1988JJ00
GM0450,0.0,1989JJ00
GM0450,0.0,1990JJ00
GM0450,0.0,1991JJ00
GM0450,0.0,1992JJ00
GM0450,0.0,1993JJ00
GM0450,0.0,1994JJ00
GM0450,0.0,1995JJ00
GM0450,0.0,1996JJ00
GM0450,0.0,1997JJ00
GM0450,0.0,1998JJ00
GM0450,0.0,1999JJ00
GM0450,0.0,2000JJ00
GM0450,0.0,2001JJ00
GM0450,0.0,2002JJ00
GM0450,0.0,2003JJ00
GM0450,0.0,2004JJ00
GM0450,0.0,2005JJ00
GM0450,0.0,2006JJ00
GM0450,0.0,2007JJ00
GM0450,0.0,2008JJ00
GM0450,0.0,2009JJ00
GM0450,1.0,2010JJ00
GM0450,0.0,2011JJ00
GM0450,2.0,2012JJ00
GM0450,1.0,2013JJ00
GM0450,0.0,2014JJ00
GM0450,1.0,2015JJ00
GM0450,0.0,2016JJ00
GM0450,1.0,2017JJ00
GM0450,0.0,2018JJ00
GM0450,1.0,2019JJ00
GM0450,2.0,2020JJ00
GM0450,0.0,2021JJ00
GM0450,0.0,2022JJ00
GM0450,2.0,2023JJ00
GM0451,0.0,1988JJ00
GM0451,0.0,1989JJ00
GM0451,0.0,1990JJ00
GM0451,0.0,1991JJ00
GM0451,1.0,1992JJ00
GM0451,0.0,1993JJ00
GM0451,0.0,1994JJ00
GM0451,0.0,1995JJ00
GM0451,0.0,1996JJ00
GM0451,1.0,1997JJ00
GM0451,0.0,1998JJ00
GM0451,0.0,1999JJ00
GM0451,0.0,2000JJ00
GM0451,1.0,2001JJ00
GM0451,0.0,2002JJ00
GM0451,1.0,2003JJ00
GM0451,0.0,2004JJ00
GM0451,2.0,2005JJ00
GM0451,3.0,2006JJ00
GM0451,0.0,2007JJ00
GM0451,1.0,2008JJ00
GM0451,0.0,2009JJ00
GM0451,1.0,2010JJ00
GM0451,0.0,2011JJ00
GM0451,1.0,2012JJ00
GM0451,0.0,2013JJ00
GM0451,2.0,2014JJ00
GM0451,0.0,2015JJ00
GM0451,1.0,2016JJ00
GM0451,0.0,2017JJ00
GM0451,0.0,2018JJ00
GM0451,0.0,2019JJ00
GM0451,0.0,2020JJ00
GM0451,1.0,2021JJ00
GM0451,0.0,2022JJ00
GM0451,1.0,2023JJ00
GM0045,0.0,1988JJ00
GM0045,0.0,1989JJ00
GM0045,0.0,1990JJ00
GM0045,0.0,1991JJ00
GM0045,,1992JJ00
GM0045,,1993JJ00
GM0045,,1994JJ00
GM0045,,1995JJ00
GM0045,,1996JJ00
GM0045,,1997JJ00
GM0045,,1998JJ00
GM0045,,1999JJ00
GM0045,,2000JJ00
GM0045,,2001JJ00
GM0045,,2002JJ00
GM0045,,2003JJ00
GM0045,,2004JJ00
GM0045,,2005JJ00
GM0045,,2006JJ00
GM0045,,2007JJ00
GM0045,,2008JJ00
GM0045,,2009JJ00
GM0045,,2010JJ00
GM0045,,2011JJ00
GM0045,,2012JJ00
GM0045,,2013JJ00
GM0045,,2014JJ00
GM0045,,2015JJ00
GM0045,,2016JJ00
GM0045,,2017JJ00
GM0045,,2018JJ00
GM0045,,2019JJ00
GM0045,,2020JJ00
GM0045,,2021JJ00
GM0045,,2022JJ00
GM0045,,2023JJ00
GM0184,1.0,1988JJ00
GM0184,1.0,1989JJ00
GM0184,0.0,1990JJ00
GM0184,1.0,1991JJ00
GM0184,0.0,1992JJ00
GM0184,0.0,1993JJ00
GM0184,0.0,1994JJ00
GM0184,1.0,1995JJ00
GM0184,2.0,1996JJ00
GM0184,1.0,1997JJ00
GM0184,0.0,1998JJ00
GM0184,0.0,1999JJ00
GM0184,1.0,2000JJ00
GM0184,2.0,2001JJ00
GM0184,0.0,2002JJ00
GM0184,1.0,2003JJ00
GM0184,1.0,2004JJ00
GM0184,0.0,2005JJ00
