RegioS,k_40Tot45Jaar_14,Perioden
CR06  ,62.0,2002JJ00
CR06  ,66.0,2003JJ00
CR06  ,59.0,2004JJ00
CR06  ,65.0,2005JJ00
CR06  ,71.0,2006JJ00
CR06  ,60.0,2007JJ00
CR06  ,62.0,2008JJ00
CR06  ,74.0,2009JJ00
CR06  ,80.0,2010JJ00
CR06  ,66.0,2011JJ00
CR06  ,53.0,2012JJ00
CR06  ,62.0,2013JJ00
CR06  ,53.0,2014JJ00
CR06  ,62.0,2015JJ00
CR06  ,41.0,2016JJ00
CR06  ,55.0,2017JJ00
CR06  ,56.0,2018JJ00
CR06  ,48.0,2019JJ00
CR06  ,52.0,2020JJ00
CR06  ,60.0,2021JJ00
CR06  ,61.0,2022JJ00
CR06  ,60.0,2023JJ00
CR07  ,14.0,1988JJ00
CR07  ,14.0,1989JJ00
CR07  ,26.0,1990JJ00
CR07  ,23.0,1991JJ00
CR07  ,39.0,1992JJ00
CR07  ,36.0,1993JJ00
CR07  ,25.0,1994JJ00
CR07  ,32.0,1995JJ00
CR07  ,31.0,1996JJ00
CR07  ,44.0,1997JJ00
CR07  ,38.0,1998JJ00
CR07  ,46.0,1999JJ00
CR07  ,60.0,2000JJ00
CR07  ,48.0,2001JJ00
CR07  ,62.0,2002JJ00
CR07  ,54.0,2003JJ00
CR07  ,45.0,2004JJ00
CR07  ,56.0,2005JJ00
CR07  ,58.0,2006JJ00
CR07  ,69.0,2007JJ00
CR07  ,64.0,2008JJ00
CR07  ,70.0,2009JJ00
CR07  ,73.0,2010JJ00
CR07  ,62.0,2011JJ00
CR07  ,71.0,2012JJ00
CR07  ,47.0,2013JJ00
CR07  ,52.0,2014JJ00
CR07  ,40.0,2015JJ00
CR07  ,35.0,2016JJ00
CR07  ,62.0,2017JJ00
CR07  ,50.0,2018JJ00
CR07  ,57.0,2019JJ00
CR07  ,42.0,2020JJ00
CR07  ,57.0,2021JJ00
CR07  ,46.0,2022JJ00
CR07  ,58.0,2023JJ00
CR08  ,14.0,1988JJ00
CR08  ,21.0,1989JJ00
CR08  ,13.0,1990JJ00
CR08  ,20.0,1991JJ00
CR08  ,14.0,1992JJ00
CR08  ,25.0,1993JJ00
CR08  ,12.0,1994JJ00
CR08  ,21.0,1995JJ00
CR08  ,15.0,1996JJ00
CR08  ,19.0,1997JJ00
CR08  ,21.0,1998JJ00
CR08  ,18.0,1999JJ00
CR08  ,36.0,2000JJ00
CR08  ,46.0,2001JJ00
CR08  ,26.0,2002JJ00
CR08  ,25.0,2003JJ00
CR08  ,44.0,2004JJ00
CR08  ,35.0,2005JJ00
CR08  ,44.0,2006JJ00
CR08  ,45.0,2007JJ00
CR08  ,33.0,2008JJ00
CR08  ,45.0,2009JJ00
CR08  ,41.0,2010JJ00
CR08  ,54.0,2011JJ00
CR08  ,36.0,2012JJ00
CR08  ,33.0,2013JJ00
CR08  ,36.0,2014JJ00
CR08  ,25.0,2015JJ00
CR08  ,32.0,2016JJ00
CR08  ,38.0,2017JJ00
CR08  ,43.0,2018JJ00
CR08  ,43.0,2019JJ00
CR08  ,46.0,2020JJ00
CR08  ,51.0,2021JJ00
CR08  ,52.0,2022JJ00
CR08  ,48.0,2023JJ00
CR09  ,18.0,1988JJ00
CR09  ,18.0,1989JJ00
CR09  ,19.0,1990JJ00
CR09  ,12.0,1991JJ00
CR09  ,18.0,1992JJ00
CR09  ,20.0,1993JJ00
CR09  ,19.0,1994JJ00
CR09  ,21.0,1995JJ00
CR09  ,26.0,1996JJ00
CR09  ,28.0,1997JJ00
CR09  ,24.0,1998JJ00
CR09  ,17.0,1999JJ00
CR09  ,26.0,2000JJ00
CR09  ,22.0,2001JJ00
CR09  ,33.0,2002JJ00
CR09  ,29.0,2003JJ00
CR09  ,42.0,2004JJ00
CR09  ,39.0,2005JJ00
CR09  ,26.0,2006JJ00
CR09  ,32.0,2007JJ00
CR09  ,35.0,2008JJ00
CR09  ,39.0,2009JJ00
CR09  ,35.0,2010JJ00
CR09  ,42.0,2011JJ00
CR09  ,37.0,2012JJ00
CR09  ,41.0,2013JJ00
CR09  ,27.0,2014JJ00
CR09  ,41.0,2015JJ00
CR09  ,39.0,2016JJ00
CR09  ,42.0,2017JJ00
CR09  ,34.0,2018JJ00
CR09  ,36.0,2019JJ00
CR09  ,39.0,2020JJ00
CR09  ,41.0,2021JJ00
CR09  ,37.0,2022JJ00
CR09  ,49.0,2023JJ00
CR10  ,76.0,1988JJ00
CR10  ,70.0,1989JJ00
CR10  ,55.0,1990JJ00
CR10  ,67.0,1991JJ00
CR10  ,79.0,1992JJ00
CR10  ,75.0,1993JJ00
CR10  ,90.0,1994JJ00
CR10  ,70.0,1995JJ00
CR10  ,56.0,1996JJ00
CR10  ,89.0,1997JJ00
CR10  ,74.0,1998JJ00
CR10  ,109.0,1999JJ00
CR10  ,105.0,2000JJ00
CR10  ,97.0,2001JJ00
CR10  ,123.0,2002JJ00
CR10  ,93.0,2003JJ00
CR10  ,114.0,2004JJ00
CR10  ,103.0,2005JJ00
CR10  ,119.0,2006JJ00
CR10  ,121.0,2007JJ00
CR10  ,151.0,2008JJ00
CR10  ,140.0,2009JJ00
CR10  ,147.0,2010JJ00
CR10  ,141.0,2011JJ00
CR10  ,128.0,2012JJ00
CR10  ,136.0,2013JJ00
CR10  ,124.0,2014JJ00
CR10  ,126.0,2015JJ00
CR10  ,128.0,2016JJ00
CR10  ,108.0,2017JJ00
CR10  ,125.0,2018JJ00
CR10  ,126.0,2019JJ00
CR10  ,130.0,2020JJ00
CR10  ,137.0,2021JJ00
CR10  ,148.0,2022JJ00
CR10  ,124.0,2023JJ00
CR11  ,9.0,1988JJ00
CR11  ,9.0,1989JJ00
CR11  ,13.0,1990JJ00
CR11  ,21.0,1991JJ00
CR11  ,19.0,1992JJ00
CR11  ,21.0,1993JJ00
CR11  ,11.0,1994JJ00
CR11  ,26.0,1995JJ00
CR11  ,24.0,1996JJ00
CR11  ,24.0,1997JJ00
CR11  ,28.0,1998JJ00
CR11  ,32.0,1999JJ00
CR11  ,42.0,2000JJ00
CR11  ,39.0,2001JJ00
CR11  ,52.0,2002JJ00
CR11  ,50.0,2003JJ00
CR11  ,50.0,2004JJ00
CR11  ,54.0,2005JJ00
CR11  ,48.0,2006JJ00
CR11  ,45.0,2007JJ00
CR11  ,61.0,2008JJ00
CR11  ,60.0,2009JJ00
CR11  ,55.0,2010JJ00
CR11  ,56.0,2011JJ00
CR11  ,65.0,2012JJ00
CR11  ,57.0,2013JJ00
CR11  ,58.0,2014JJ00
CR11  ,53.0,2015JJ00
CR11  ,56.0,2016JJ00
CR11  ,43.0,2017JJ00
CR11  ,65.0,2018JJ00
CR11  ,42.0,2019JJ00
CR11  ,48.0,2020JJ00
CR11  ,66.0,2021JJ00
CR11  ,63.0,2022JJ00
CR11  ,58.0,2023JJ00
CR12  ,72.0,1988JJ00
CR12  ,68.0,1989JJ00
CR12  ,93.0,1990JJ00
CR12  ,64.0,1991JJ00
CR12  ,97.0,1992JJ00
CR12  ,89.0,1993JJ00
CR12  ,109.0,1994JJ00
CR12  ,99.0,1995JJ00
CR12  ,92.0,1996JJ00
CR12  ,101.0,1997JJ00
CR12  ,126.0,1998JJ00
CR12  ,136.0,1999JJ00
CR12  ,158.0,2000JJ00
CR12  ,171.0,2001JJ00
CR12  ,159.0,2002JJ00
CR12  ,158.0,2003JJ00
CR12  ,180.0,2004JJ00
CR12  ,171.0,2005JJ00
CR12  ,164.0,2006JJ00
CR12  ,170.0,2007JJ00
CR12  ,188.0,2008JJ00
CR12  ,211.0,2009JJ00
CR12  ,197.0,2010JJ00
CR12  ,224.0,2011JJ00
CR12  ,171.0,2012JJ00
CR12  ,181.0,2013JJ00
CR12  ,173.0,2014JJ00
CR12  ,176.0,2015JJ00
CR12  ,178.0,2016JJ00
CR12  ,171.0,2017JJ00
CR12  ,149.0,2018JJ00
CR12  ,196.0,2019JJ00
CR12  ,169.0,2020JJ00
CR12  ,185.0,2021JJ00
CR12  ,190.0,2022JJ00
CR12  ,177.0,2023JJ00
CR13  ,132.0,1988JJ00
CR13  ,153.0,1989JJ00
CR13  ,140.0,1990JJ00
CR13  ,141.0,1991JJ00
CR13  ,141.0,1992JJ00
CR13  ,142.0,1993JJ00
CR13  ,150.0,1994JJ00
CR13  ,162.0,1995JJ00
CR13  ,177.0,1996JJ00
CR13  ,184.0,1997JJ00
CR13  ,170.0,1998JJ00
CR13  ,177.0,1999JJ00
CR13  ,196.0,2000JJ00
CR13  ,230.0,2001JJ00
CR13  ,216.0,2002JJ00
CR13  ,207.0,2003JJ00
CR13  ,241.0,2004JJ00
CR13  ,237.0,2005JJ00
CR13  ,225.0,2006JJ00
CR13  ,253.0,2007JJ00
CR13  ,245.0,2008JJ00
CR13  ,233.0,2009JJ00
CR13  ,273.0,2010JJ00
CR13  ,266.0,2011JJ00
CR13  ,247.0,2012JJ00
CR13  ,273.0,2013JJ00
CR13  ,265.0,2014JJ00
CR13  ,222.0,2015JJ00
CR13  ,244.0,2016JJ00
CR13  ,252.0,2017JJ00
CR13  ,225.0,2018JJ00
CR13  ,234.0,2019JJ00
CR13  ,280.0,2020JJ00
CR13  ,261.0,2021JJ00
CR13  ,283.0,2022JJ00
CR13  ,262.0,2023JJ00
CR14  ,41.0,1988JJ00
CR14  ,39.0,1989JJ00
CR14  ,48.0,1990JJ00
CR14  ,66.0,1991JJ00
CR14  ,46.0,1992JJ00
CR14  ,69.0,1993JJ00
CR14  ,61.0,1994JJ00
CR14  ,46.0,1995JJ00
CR14  ,75.0,1996JJ00
CR14  ,65.0,1997JJ00
CR14  ,74.0,1998JJ00
CR14  ,83.0,1999JJ00
CR14  ,97.0,2000JJ00
CR14  ,83.0,2001JJ00
CR14  ,81.0,2002JJ00
CR14  ,110.0,2003JJ00
CR14  ,106.0,2004JJ00
CR14  ,127.0,2005JJ00
CR14  ,117.0,2006JJ00
CR14  ,135.0,2007JJ00
CR14  ,106.0,2008JJ00
CR14  ,125.0,2009JJ00
CR14  ,123.0,2010JJ00
CR14  ,130.0,2011JJ00
CR14  ,100.0,2012JJ00
CR14  ,131.0,2013JJ00
CR14  ,86.0,2014JJ00
CR14  ,92.0,2015JJ00
CR14  ,92.0,2016JJ00
CR14  ,95.0,2017JJ00
CR14  ,95.0,2018JJ00
CR14  ,113.0,2019JJ00
CR14  ,103.0,2020JJ00
CR14  ,105.0,2021JJ00
CR14  ,118.0,2022JJ00
CR14  ,97.0,2023JJ00
CR15  ,68.0,1988JJ00
CR15  ,95.0,1989JJ00
CR15  ,104.0,1990JJ00
CR15  ,132.0,1991JJ00
CR15  ,125.0,1992JJ00
CR15  ,148.0,1993JJ00
CR15  ,164.0,1994JJ00
CR15  ,160.0,1995JJ00
CR15  ,152.0,1996JJ00
CR15  ,179.0,1997JJ00
CR15  ,221.0,1998JJ00
CR15  ,236.0,1999JJ00
CR15  ,278.0,2000JJ00
CR15  ,263.0,2001JJ00
CR15  ,260.0,2002JJ00
CR15  ,256.0,2003JJ00
CR15  ,242.0,2004JJ00
CR15  ,306.0,2005JJ00
CR15  ,264.0,2006JJ00
CR15  ,282.0,2007JJ00
CR15  ,322.0,2008JJ00
CR15  ,302.0,2009JJ00
CR15  ,304.0,2010JJ00
CR15  ,303.0,2011JJ00
CR15  ,316.0,2012JJ00
CR15  ,282.0,2013JJ00
CR15  ,298.0,2014JJ00
CR15  ,267.0,2015JJ00
CR15  ,256.0,2016JJ00
CR15  ,322.0,2017JJ00
CR15  ,307.0,2018JJ00
CR15  ,281.0,2019JJ00
CR15  ,320.0,2020JJ00
CR15  ,297.0,2021JJ00
CR15  ,332.0,2022JJ00
CR15  ,292.0,2023JJ00
CR16  ,32.0,1988JJ00
CR16  ,46.0,1989JJ00
CR16  ,53.0,1990JJ00
CR16  ,49.0,1991JJ00
CR16  ,51.0,1992JJ00
CR16  ,51.0,1993JJ00
CR16  ,54.0,1994JJ00
CR16  ,53.0,1995JJ00
CR16  ,65.0,1996JJ00
CR16  ,49.0,1997JJ00
CR16  ,70.0,1998JJ00
CR16  ,76.0,1999JJ00
CR16  ,80.0,2000JJ00
CR16  ,94.0,2001JJ00
CR16  ,86.0,2002JJ00
CR16  ,76.0,2003JJ00
CR16  ,80.0,2004JJ00
CR16  ,55.0,2005JJ00
CR16  ,95.0,2006JJ00
CR16  ,92.0,2007JJ00
CR16  ,108.0,2008JJ00
CR16  ,115.0,2009JJ00
CR16  ,110.0,2010JJ00
CR16  ,105.0,2011JJ00
CR16  ,109.0,2012JJ00
CR16  ,86.0,2013JJ00
CR16  ,90.0,2014JJ00
CR16  ,76.0,2015JJ00
CR16  ,82.0,2016JJ00
CR16  ,70.0,2017JJ00
CR16  ,90.0,2018JJ00
CR16  ,103.0,2019JJ00
CR16  ,100.0,2020JJ00
CR16  ,109.0,2021JJ00
CR16  ,99.0,2022JJ00
CR16  ,106.0,2023JJ00
CR17  ,225.0,1988JJ00
CR17  ,247.0,1989JJ00
CR17  ,238.0,1990JJ00
CR17  ,266.0,1991JJ00
CR17  ,310.0,1992JJ00
CR17  ,311.0,1993JJ00
CR17  ,341.0,1994JJ00
CR17  ,305.0,1995JJ00
CR17  ,346.0,1996JJ00
CR17  ,386.0,1997JJ00
CR17  ,387.0,1998JJ00
CR17  ,451.0,1999JJ00
CR17  ,471.0,2000JJ00
CR17  ,504.0,2001JJ00
CR17  ,559.0,2002JJ00
CR17  ,555.0,2003JJ00
CR17  ,609.0,2004JJ00
CR17  ,600.0,2005JJ00
CR17  ,604.0,2006JJ00
CR17  ,632.0,2007JJ00
CR17  ,660.0,2008JJ00
CR17  ,696.0,2009JJ00
CR17  ,717.0,2010JJ00
CR17  ,686.0,2011JJ00
CR17  ,692.0,2012JJ00
CR17  ,629.0,2013JJ00
CR17  ,721.0,2014JJ00
CR17  ,645.0,2015JJ00
CR17  ,630.0,2016JJ00
CR17  ,672.0,2017JJ00
CR17  ,673.0,2018JJ00
CR17  ,705.0,2019JJ00
CR17  ,683.0,2020JJ00
CR17  ,788.0,2021JJ00
CR17  ,708.0,2022JJ00
CR17  ,668.0,2023JJ00
CR18  ,29.0,1988JJ00
CR18  ,38.0,1989JJ00
CR18  ,47.0,1990JJ00
CR18  ,56.0,1991JJ00
CR18  ,57.0,1992JJ00
CR18  ,56.0,1993JJ00
CR18  ,74.0,1994JJ00
CR18  ,55.0,1995JJ00
CR18  ,76.0,1996JJ00
CR18  ,68.0,1997JJ00
CR18  ,81.0,1998JJ00
CR18  ,84.0,1999JJ00
CR18  ,100.0,2000JJ00
CR18  ,79.0,2001JJ00
CR18  ,111.0,2002JJ00
CR18  ,117.0,2003JJ00
CR18  ,106.0,2004JJ00
CR18  ,95.0,2005JJ00
CR18  ,88.0,2006JJ00
CR18  ,115.0,2007JJ00
CR18  ,115.0,2008JJ00
CR18  ,129.0,2009JJ00
CR18  ,161.0,2010JJ00
CR18  ,132.0,2011JJ00
CR18  ,141.0,2012JJ00
CR18  ,119.0,2013JJ00
CR18  ,112.0,2014JJ00
CR18  ,120.0,2015JJ00
CR18  ,112.0,2016JJ00
CR18  ,137.0,2017JJ00
CR18  ,122.0,2018JJ00
CR18  ,130.0,2019JJ00
CR18  ,118.0,2020JJ00
CR18  ,140.0,2021JJ00
CR18  ,148.0,2022JJ00
CR18  ,143.0,2023JJ00
CR19  ,46.0,1988JJ00
CR19  ,40.0,1989JJ00
CR19  ,38.0,1990JJ00
CR19  ,48.0,1991JJ00
CR19  ,44.0,1992JJ00
CR19  ,61.0,1993JJ00
CR19  ,55.0,1994JJ00
CR19  ,48.0,1995JJ00
CR19  ,71.0,1996JJ00
CR19  ,61.0,1997JJ00
CR19  ,75.0,1998JJ00
CR19  ,51.0,1999JJ00
CR19  ,87.0,2000JJ00
CR19  ,91.0,2001JJ00
CR19  ,71.0,2002JJ00
CR19  ,69.0,2003JJ00
CR19  ,88.0,2004JJ00
CR19  ,89.0,2005JJ00
CR19  ,96.0,2006JJ00
CR19  ,79.0,2007JJ00
CR19  ,81.0,2008JJ00
CR19  ,97.0,2009JJ00
CR19  ,114.0,2010JJ00
CR19  ,96.0,2011JJ00
CR19  ,98.0,2012JJ00
CR19  ,89.0,2013JJ00
CR19  ,88.0,2014JJ00
CR19  ,90.0,2015JJ00
CR19  ,100.0,2016JJ00
CR19  ,101.0,2017JJ00
CR19  ,104.0,2018JJ00
CR19  ,83.0,2019JJ00
CR19  ,100.0,2020JJ00
CR19  ,93.0,2021JJ00
CR19  ,78.0,2022JJ00
CR19  ,129.0,2023JJ00
CR20  ,12.0,1988JJ00
CR20  ,19.0,1989JJ00
CR20  ,23.0,1990JJ00
CR20  ,12.0,1991JJ00
CR20  ,30.0,1992JJ00
CR20  ,24.0,1993JJ00
CR20  ,45.0,1994JJ00
CR20  ,31.0,1995JJ00
CR20  ,26.0,1996JJ00
CR20  ,38.0,1997JJ00
CR20  ,43.0,1998JJ00
CR20  ,46.0,1999JJ00
CR20  ,51.0,2000JJ00
CR20  ,52.0,2001JJ00
CR20  ,58.0,2002JJ00
CR20  ,63.0,2003JJ00
CR20  ,53.0,2004JJ00
CR20  ,79.0,2005JJ00
CR20  ,79.0,2006JJ00
CR20  ,67.0,2007JJ00
CR20  ,87.0,2008JJ00
CR20  ,82.0,2009JJ00
CR20  ,69.0,2010JJ00
CR20  ,75.0,2011JJ00
CR20  ,71.0,2012JJ00
CR20  ,64.0,2013JJ00
CR20  ,70.0,2014JJ00
CR20  ,64.0,2015JJ00
CR20  ,73.0,2016JJ00
CR20  ,74.0,2017JJ00
CR20  ,81.0,2018JJ00
CR20  ,82.0,2019JJ00
CR20  ,74.0,2020JJ00
CR20  ,87.0,2021JJ00
CR20  ,92.0,2022JJ00
CR20  ,71.0,2023JJ00
CR21  ,37.0,1988JJ00
CR21  ,44.0,1989JJ00
CR21  ,54.0,1990JJ00
CR21  ,52.0,1991JJ00
CR21  ,62.0,1992JJ00
CR21  ,61.0,1993JJ00
CR21  ,63.0,1994JJ00
CR21  ,64.0,1995JJ00
CR21  ,80.0,1996JJ00
CR21  ,77.0,1997JJ00
CR21  ,87.0,1998JJ00
CR21  ,96.0,1999JJ00
CR21  ,111.0,2000JJ00
CR21  ,95.0,2001JJ00
CR21  ,121.0,2002JJ00
CR21  ,111.0,2003JJ00
CR21  ,110.0,2004JJ00
CR21  ,118.0,2005JJ00
CR21  ,112.0,2006JJ00
CR21  ,128.0,2007JJ00
CR21  ,142.0,2008JJ00
CR21  ,167.0,2009JJ00
CR21  ,146.0,2010JJ00
CR21  ,155.0,2011JJ00
CR21  ,143.0,2012JJ00
CR21  ,135.0,2013JJ00
CR21  ,124.0,2014JJ00
CR21  ,130.0,2015JJ00
CR21  ,134.0,2016JJ00
CR21  ,158.0,2017JJ00
CR21  ,167.0,2018JJ00
CR21  ,156.0,2019JJ00
CR21  ,169.0,2020JJ00
CR21  ,152.0,2021JJ00
CR21  ,138.0,2022JJ00
CR21  ,149.0,2023JJ00
CR22  ,16.0,1988JJ00
CR22  ,21.0,1989JJ00
CR22  ,24.0,1990JJ00
CR22  ,14.0,1991JJ00
CR22  ,35.0,1992JJ00
CR22  ,28.0,1993JJ00
CR22  ,23.0,1994JJ00
CR22  ,29.0,1995JJ00
CR22  ,32.0,1996JJ00
CR22  ,36.0,1997JJ00
CR22  ,28.0,1998JJ00
CR22  ,38.0,1999JJ00
CR22  ,43.0,2000JJ00
CR22  ,42.0,2001JJ00
CR22  ,45.0,2002JJ00
CR22  ,37.0,2003JJ00
CR22  ,66.0,2004JJ00
CR22  ,69.0,2005JJ00
CR22  ,69.0,2006JJ00
CR22  ,66.0,2007JJ00
CR22  ,62.0,2008JJ00
CR22  ,81.0,2009JJ00
CR22  ,84.0,2010JJ00
CR22  ,76.0,2011JJ00
CR22  ,78.0,2012JJ00
CR22  ,76.0,2013JJ00
CR22  ,61.0,2014JJ00
CR22  ,74.0,2015JJ00
CR22  ,80.0,2016JJ00
CR22  ,83.0,2017JJ00
CR22  ,72.0,2018JJ00
CR22  ,73.0,2019JJ00
CR22  ,75.0,2020JJ00
CR22  ,86.0,2021JJ00
CR22  ,83.0,2022JJ00
CR22  ,88.0,2023JJ00
CR23  ,297.0,1988JJ00
CR23  ,318.0,1989JJ00
CR23  ,372.0,1990JJ00
CR23  ,373.0,1991JJ00
CR23  ,441.0,1992JJ00
CR23  ,438.0,1993JJ00
CR23  ,506.0,1994JJ00
CR23  ,473.0,1995JJ00
CR23  ,488.0,1996JJ00
CR23  ,550.0,1997JJ00
CR23  ,604.0,1998JJ00
CR23  ,582.0,1999JJ00
CR23  ,716.0,2000JJ00
CR23  ,731.0,2001JJ00
CR23  ,712.0,2002JJ00
CR23  ,778.0,2003JJ00
CR23  ,814.0,2004JJ00
CR23  ,827.0,2005JJ00
CR23  ,833.0,2006JJ00
CR23  ,868.0,2007JJ00
CR23  ,913.0,2008JJ00
CR23  ,1003.0,2009JJ00
CR23  ,1039.0,2010JJ00
CR23  ,1030.0,2011JJ00
CR23  ,1011.0,2012JJ00
CR23  ,1038.0,2013JJ00
CR23  ,1021.0,2014JJ00
CR23  ,1007.0,2015JJ00
CR23  ,1077.0,2016JJ00
CR23  ,1016.0,2017JJ00
CR23  ,1052.0,2018JJ00
CR23  ,1030.0,2019JJ00
CR23  ,1071.0,2020JJ00
CR23  ,1139.0,2021JJ00
CR23  ,1032.0,2022JJ00
CR23  ,1060.0,2023JJ00
CR24  ,44.0,1988JJ00
CR24  ,53.0,1989JJ00
CR24  ,50.0,1990JJ00
CR24  ,66.0,1991JJ00
CR24  ,60.0,1992JJ00
CR24  ,85.0,1993JJ00
CR24  ,70.0,1994JJ00
CR24  ,76.0,1995JJ00
CR24  ,71.0,1996JJ00
CR24  ,97.0,1997JJ00
CR24  ,82.0,1998JJ00
CR24  ,114.0,1999JJ00
CR24  ,106.0,2000JJ00
CR24  ,111.0,2001JJ00
CR24  ,107.0,2002JJ00
CR24  ,133.0,2003JJ00
CR24  ,144.0,2004JJ00
CR24  ,135.0,2005JJ00
CR24  ,133.0,2006JJ00
CR24  ,143.0,2007JJ00
CR24  ,120.0,2008JJ00
CR24  ,167.0,2009JJ00
CR24  ,176.0,2010JJ00
CR24  ,165.0,2011JJ00
CR24  ,138.0,2012JJ00
CR24  ,96.0,2013JJ00
CR24  ,130.0,2014JJ00
CR24  ,120.0,2015JJ00
CR24  ,138.0,2016JJ00
CR24  ,145.0,2017JJ00
CR24  ,126.0,2018JJ00
CR24  ,125.0,2019JJ00
CR24  ,159.0,2020JJ00
CR24  ,147.0,2021JJ00
CR24  ,146.0,2022JJ00
CR24  ,115.0,2023JJ00
CR25  ,62.0,1988JJ00
CR25  ,82.0,1989JJ00
CR25  ,81.0,1990JJ00
CR25  ,86.0,1991JJ00
CR25  ,110.0,1992JJ00
CR25  ,83.0,1993JJ00
CR25  ,102.0,1994JJ00
CR25  ,98.0,1995JJ00
CR25  ,112.0,1996JJ00
CR25  ,105.0,1997JJ00
CR25  ,146.0,1998JJ00
CR25  ,128.0,1999JJ00
CR25  ,130.0,2000JJ00
CR25  ,149.0,2001JJ00
CR25  ,155.0,2002JJ00
CR25  ,180.0,2003JJ00
CR25  ,188.0,2004JJ00
CR25  ,182.0,2005JJ00
CR25  ,186.0,2006JJ00
CR25  ,166.0,2007JJ00
CR25  ,187.0,2008JJ00
CR25  ,183.0,2009JJ00
CR25  ,199.0,2010JJ00
CR25  ,221.0,2011JJ00
CR25  ,181.0,2012JJ00
CR25  ,202.0,2013JJ00
CR25  ,187.0,2014JJ00
CR25  ,163.0,2015JJ00
CR25  ,183.0,2016JJ00
CR25  ,176.0,2017JJ00
CR25  ,185.0,2018JJ00
CR25  ,190.0,2019JJ00
CR25  ,229.0,2020JJ00
CR25  ,202.0,2021JJ00
CR25  ,199.0,2022JJ00
CR25  ,197.0,2023JJ00
CR26  ,127.0,1988JJ00
CR26  ,142.0,1989JJ00
CR26  ,138.0,1990JJ00
CR26  ,189.0,1991JJ00
CR26  ,181.0,1992JJ00
CR26  ,195.0,1993JJ00
CR26  ,198.0,1994JJ00
CR26  ,203.0,1995JJ00
CR26  ,231.0,1996JJ00
CR26  ,247.0,1997JJ00
CR26  ,250.0,1998JJ00
CR26  ,283.0,1999JJ00
CR26  ,314.0,2000JJ00
CR26  ,319.0,2001JJ00
CR26  ,375.0,2002JJ00
CR26  ,348.0,2003JJ00
CR26  ,426.0,2004JJ00
CR26  ,420.0,2005JJ00
CR26  ,421.0,2006JJ00
CR26  ,406.0,2007JJ00
CR26  ,454.0,2008JJ00
CR26  ,489.0,2009JJ00
CR26  ,513.0,2010JJ00
CR26  ,519.0,2011JJ00
CR26  ,514.0,2012JJ00
CR26  ,447.0,2013JJ00
CR26  ,512.0,2014JJ00
CR26  ,494.0,2015JJ00
CR26  ,544.0,2016JJ00
CR26  ,535.0,2017JJ00
CR26  ,548.0,2018JJ00
CR26  ,575.0,2019JJ00
CR26  ,584.0,2020JJ00
CR26  ,626.0,2021JJ00
CR26  ,532.0,2022JJ00
CR26  ,561.0,2023JJ00
CR27  ,30.0,1988JJ00
CR27  ,32.0,1989JJ00
CR27  ,52.0,1990JJ00
CR27  ,44.0,1991JJ00
CR27  ,40.0,1992JJ00
CR27  ,61.0,1993JJ00
CR27  ,45.0,1994JJ00
CR27  ,53.0,1995JJ00
CR27  ,62.0,1996JJ00
CR27  ,59.0,1997JJ00
CR27  ,77.0,1998JJ00
CR27  ,90.0,1999JJ00
CR27  ,82.0,2000JJ00
CR27  ,89.0,2001JJ00
CR27  ,59.0,2002JJ00
CR27  ,67.0,2003JJ00
CR27  ,76.0,2004JJ00
CR27  ,71.0,2005JJ00
CR27  ,90.0,2006JJ00
CR27  ,83.0,2007JJ00
CR27  ,83.0,2008JJ00
CR27  ,84.0,2009JJ00
CR27  ,83.0,2010JJ00
CR27  ,88.0,2011JJ00
CR27  ,86.0,2012JJ00
CR27  ,81.0,2013JJ00
CR27  ,69.0,2014JJ00
CR27  ,90.0,2015JJ00
CR27  ,80.0,2016JJ00
CR27  ,72.0,2017JJ00
CR27  ,80.0,2018JJ00
CR27  ,92.0,2019JJ00
CR27  ,86.0,2020JJ00
CR27  ,92.0,2021JJ00
CR27  ,98.0,2022JJ00
CR27  ,86.0,2023JJ00
CR28  ,76.0,1988JJ00
CR28  ,85.0,1989JJ00
CR28  ,78.0,1990JJ00
CR28  ,77.0,1991JJ00
CR28  ,77.0,1992JJ00
CR28  ,89.0,1993JJ00
CR28  ,80.0,1994JJ00
CR28  ,85.0,1995JJ00
CR28  ,84.0,1996JJ00
CR28  ,92.0,1997JJ00
CR28  ,118.0,1998JJ00
CR28  ,113.0,1999JJ00
CR28  ,99.0,2000JJ00
CR28  ,101.0,2001JJ00
CR28  ,125.0,2002JJ00
CR28  ,133.0,2003JJ00
CR28  ,116.0,2004JJ00
CR28  ,154.0,2005JJ00
CR28  ,124.0,2006JJ00
CR28  ,127.0,2007JJ00
CR28  ,151.0,2008JJ00
CR28  ,143.0,2009JJ00
CR28  ,133.0,2010JJ00
CR28  ,136.0,2011JJ00
CR28  ,116.0,2012JJ00
CR28  ,122.0,2013JJ00
CR28  ,132.0,2014JJ00
CR28  ,131.0,2015JJ00
CR28  ,119.0,2016JJ00
CR28  ,112.0,2017JJ00
CR28  ,131.0,2018JJ00
CR28  ,138.0,2019JJ00
CR28  ,153.0,2020JJ00
CR28  ,160.0,2021JJ00
CR28  ,138.0,2022JJ00
CR28  ,172.0,2023JJ00
CR29  ,240.0,1988JJ00
CR29  ,233.0,1989JJ00
CR29  ,267.0,1990JJ00
CR29  ,294.0,1991JJ00
CR29  ,265.0,1992JJ00
CR29  ,308.0,1993JJ00
CR29  ,328.0,1994JJ00
